ID,augmentation,question_orig,question_augmented,correct_answer,model_output
968,char_swap,what does this image show?,['what dose this image sohw?'],thyroid,shows typical lesion
969,char_swap,what does the lung biopsy specimen demonstrate?,['whta deos the lung biopsy sepcimen demonstrate?'],large numbers of intraalveolar hemosiderin-laden macrophages,a diffuse infiltrate of small to medium-sized lymphocytes
970,char_swap,"does this image show thyroid, follicular adenoma?","['does this image hsow thyroid, folliculra adenmoa?']",yes,no
971,char_swap,"does embryo-fetus show thyroid, follicular adenoma?","['does mebryo - fetus hsow htyroid, follicular adenoma?']",no,no
972,char_swap,what is present?,['whta is presetn?'],endocrine,adrenal
973,char_swap,is endocrine present?,['is endorcine persent?'],yes,yes
974,char_swap,is retroperitoneal leiomyosarcoma present?,['is ertroperitoneal leiomyosarcoma presetn?'],no,no
975,char_swap,where does this belong to?,['where odes thsi belong to?'],endocrine system,female reproductive system
976,char_swap,what is present?,['waht is presetn?'],endocrine,adrenal
977,char_swap,what does this image show?,['hwat odes this image show?'],thyroid,adrenal
978,char_swap,"does this image show thyroid, hurthle cell adenoma?","['odes thsi image sohw thyroid, hurthle cell adenoma?']",yes,yes
979,char_swap,"does acute peritonitis show thyroid, hurthle cell adenoma?","['does acute peritonitis hsow thyriod, hurthel cell adenoma?']",no,no
980,char_swap,does lung biopsy specimen demonstrate large numbers of intraalveolar hemosiderin-laden macrophages on a background of thickened fibrous septa?,['deos lung biopys specimen demonstrtae lrage numbers of itnraalveolar hemosiderin - laden macrpohages on a background of thickened fibrous espta?'],yes,no
981,char_swap,what is present?,['whta is presnet?'],endocrine,endocrine
982,char_swap,is endocrine present?,['is ednocrine persent?'],yes,yes
983,char_swap,is stillborn cord around neck present?,['is stillborn codr around ncek persent?'],no,no
984,char_swap,where does this belong to?,['wheer does htis belong to?'],endocrine system,endocrine system
985,char_swap,what is present?,['hwat is rpesent?'],endocrine,endocrine
986,char_swap,what does this image show?,['what odes this image shwo?'],thyroid,thyroid
987,char_swap,"does this image show thyroid, hashimotos?","['dose this iamge hsow thyroid, hashimotos?']",yes,no
988,char_swap,"does coronary artery show thyroid, hashimotos?","['odes coronary atrery show thyrodi, hashimotos?']",no,no
989,char_swap,what is present?,['waht is rpesent?'],endocrine,endocrine
990,char_swap,is endocrine present?,['is endocrnie persent?'],yes,yes
991,char_swap,does cross-section of aortic media from a patient with marfan syndrome demonstrate large numbers of intraalveolar hemosiderin-laden macrophages on a background of thickened fibrous septa?,['does crsos - seciton of aortic emdia frmo a patient with amrfan syndrome demonstrate large numbesr of intraalveolar hemosiderin - laden macrophages on a backgroudn of thickened fibrosu sepat?'],no,no
992,char_swap,is anomalous origin present?,['is anomalous orgiin presetn?'],no,no
993,char_swap,where does this belong to?,['where odes this eblong to?'],endocrine system,endocrine system
994,char_swap,what is present?,['waht is presnet?'],endocrine,endocrine
995,char_swap,what does this image show?,['hwat does tihs image show?'],parathyroid hyperplasia,stomach
996,char_swap,does this image show parathyroid hyperplasia?,['does this image shwo paarthyroid hyperpalsia?'],yes,yes
997,char_swap,does fibrinous peritonitis show parathyroid hyperplasia?,['dose fibrinous periotnitis show parathyroid hypeprlasia?'],no,no
998,char_swap,what is present?,['whta is rpesent?'],endocrine,gastrointestinal
999,char_swap,is endocrine present?,['is endorcine persent?'],yes,no
1000,char_swap,is subdiaphragmatic abscess present?,['is subdiaphragmatic bascess presetn?'],no,no
1001,char_swap,where does this belong to?,['whree deos this belong to?'],endocrine system,female reproductive system
1002,char_swap,"what is typical of antibodies reactive with dsdna, nucleosomes, and histones, and is common in sle?","['hwat is typiacl of natibodies reactive iwth sddna, nucleosomes, and histnoes, and is common in sle?']",homogeneous or diffuse staining of nuclei,a nuclear marker
1003,char_swap,what shows central granular caseation surrounded by epithelioid and multinucleate giant cells?,['what shows cnetral granular caseation surorunded by epithelioid and multinucelate igant cells?'],a characteristic tubercle,the center of the lesion
1004,char_swap,what is present?,['whta is rpesent?'],endocrine,gastrointestinal
1005,char_swap,"does this image show adrenal, pheochromocytoma?","['deos this imaeg show adrenal, pheochroomcytoma?']",yes,yes
1006,char_swap,"does cachexia show adrenal, pheochromocytoma?","['does cachexia shwo adrneal, pheochromoyctoma?']",no,no
1007,char_swap,what is present?,['whta is prseent?'],endocrine,endocrine
1008,char_swap,is endocrine present?,['is ednocrine prseent?'],yes,yes
1009,char_swap,is granulomata slide present?,['is granulomata silde presetn?'],no,no
1010,char_swap,where does this belong to?,['wheer deos this belong to?'],endocrine system,a very young child
1011,char_swap,what is present?,['whta is preesnt?'],endocrine,pituitary
1012,char_swap,what does this image adrenal?,['hwat does this image darenal?'],both adrenals external views focal hemorrhages do not know history looks like placental abruption,show close up of cut surface of spleen with large infarct
1013,char_swap,does this image adrenal both adrenals external views focal hemorrhages do not know history looks like placental abruption?,['odes thsi image adrenal btoh adrenals external ivews focal hemorrhagse do not know history looks like placental aburption?'],yes,no
1014,char_swap,what does a characteristic tubercle at low magnification show?,['waht does a characteristic tubercle at low magnifciation hsow?'],central granular caseation,a
1015,char_swap,what does this image show?,['what odes this image sohw?'],both adrenals external views focal hemorrhages do not know history looks like placental abruption,spleen
1016,char_swap,does this image show both adrenals external views focal hemorrhages do not know history looks like placental abruption?,['does htis image show both adrenals external views focla hemorrhages do not know ihstory looks lkie placetnal abruptino?'],yes,yes
1017,char_swap,what looks like placental abruption?,['what oloks liek placental abruption?'],history,cut surface
1018,char_swap,what does history look?,['what deos history loko?'],like placental abruption,show close-up of cut surface of spleen with large infarct
1019,char_swap,does history look like placental abruption?,['dose hsitory loko like placental abruption?'],yes,no
1020,char_swap,what do not know history looks like placental abruption?,['what do not nkow history looks liek placental abruptoin?'],focal hemorrhages,this
1021,char_swap,what do focal hemorrhages looks like placental abruption?,['what do ofcal ehmorrhages looks like placental abruption?'],not know history,good photo
1022,char_swap,do focal hemorrhages not know history looks like placental abruption?,['do focal hemorrhages not nkow history oloks like placentla baruption?'],yes,no
1023,char_swap,what is present?,['whta is preesnt?'],endocrine,spleen
1024,char_swap,is endocrine present?,['is endcorine presnet?'],yes,no
1025,char_swap,does a characteristic tubercle at low magnification show central granular caseation surrounded by epithelioid and multinucleate giant cells?,['does a cahracteristic tubercle at low magnification show central granular caseatoin surronuded by epithelioid and umltinucleate gaint celsl?'],yes,yes
1026,char_swap,what is present?,['whta is persent?'],hemorrhage newborn,adrenal
1027,char_swap,is hemorrhage newborn present?,['is hemorhrage enwborn present?'],yes,no
1028,char_swap,where does this belong to?,['wheer does htis belong to?'],endocrine system,endocrine system
1029,char_swap,what do not know history?,['what do not konw histoyr?'],focal hemorrhages,no
1030,char_swap,what do focal hemorrhages?,['waht do ofcal hemorrhages?'],not know history,cause
1031,char_swap,what looks like placental abruption?,['what looks lkie placental aburption?'],both adrenals external views focal hemorrhages do not know history,placenta
1032,char_swap,what does both adrenals external views focal hemorrhages do not know history look?,['what odes boht adernals external ivews focal hemorrhages do not know histroy look?'],like placental abruption,no
1033,char_swap,what is present?,['whta is presnet?'],endocrine,adrenal
1034,char_swap,what is present?,['waht is persent?'],hemorrhage newborn,spleen
1035,char_swap,how does both adrenals external views focal hemorrhages do not know history look like abruption?,['how does btoh adrenals externla views focal ehmorrhages do not know histoyr look like baruption?'],placental,no
1036,char_swap,does mycobacterium avium infection in a duodenal biopsy from a patient with aids show central granular caseation surrounded by epithelioid and multinucleate giant cells?,['deos mycobacterium avium inefction in a duodenal biopsy from a ptaient wiht iads hsow central granular acseation surrounded by epithelioid and multinucleate ginat cells?'],no,no
1037,char_swap,what looks like placental abruption?,['whta looks like placetnal abruption?'],cut surfaces of both adrenals focal hemorrhagic infarction well shown do not know history,small
1038,char_swap,what does cut surfaces of both adrenals focal hemorrhagic infarction well shown do not know history look?,['what does cut surfaces of both adrenlas focal hemorrhagci infarction ewll shonw do not know hsitory look?'],like placental abruption,infarcts
1039,char_swap,does cut surfaces of both adrenals focal hemorrhagic infarction well shown do not know history look like placental abruption?,['does cut surfaces of both adrenasl focla hemorrhagic infarction well shown do not nkow histroy loko like placental abruption?'],yes,no
1040,char_swap,what does this image show?,['what does tihs miage show?'],cut surfaces of both adrenals focal hemorrhagic infarction well shown do not know history looks like placental abruption,hemorrhage in small vessels
1041,char_swap,does this image show cut surfaces of both adrenals focal hemorrhagic infarction well shown do not know history looks like placental abruption?,['odes htis image show cut surfaces of both adrenals ofcal hemorrhagic infarciton well shown do not know hsitory looks like placentla abrutpion?'],yes,no
1042,char_swap,what do not know history?,['what do not konw hisotry?'],focal hemorrhagic infarction well shown,no
1043,char_swap,what do focal hemorrhagic infarction well shown?,['whta do focal hmeorrhagic infarction well shonw?'],not know history,infarct
1044,char_swap,do focal hemorrhagic infarction well shown not know history?,['do foacl hemorrhagic ifnarction well shown not nkow history?'],yes,yes
1045,char_swap,what is present?,['hwat is rpesent?'],endocrine,hematologic
1046,char_swap,is endocrine present?,['is endorcine preesnt?'],yes,no
1047,char_swap,what is the usual response in individuals who develop cell-mediated immunity to the organism?,['what is the suual response in nidividuals who develpo clel - meditaed immunity to the oragnism?'],central granular caseation,a delayed
1048,char_swap,what is present?,['whta is persent?'],hemorrhage newborn,hematologic
1049,char_swap,is hemorrhage newborn present?,['is hemorrhaeg newborn rpesent?'],yes,no
1050,char_swap,where does this belong to?,['whree does tihs belong to?'],endocrine system,female reproductive system
1051,char_swap,what do not know history?,['waht do not knwo history?'],focal hemorrhagic infarction well shown,no
1052,char_swap,what do focal hemorrhagic infarction well shown?,['whta do focal heomrrhagic infarction well shown?'],not know history,infarct
1053,char_swap,what looks like placental abruption?,['what looks liek placental abrupiton?'],cut surfaces of both adrenals focal hemorrhagic infarction well shown do not know history,small
1054,char_swap,what is present?,['hwat is persent?'],endocrine,no
1055,char_swap,what is present?,['whta is presnet?'],hemorrhage newborn,hematologic
1056,char_swap,what does this image show?,['what does this miage hsow?'],massive replacement can not see any adrenal tissue,excellent example of infiltrative carcinoma
1057,char_swap,does this image show massive replacement can not see any adrenal tissue?,['odes this imgae show massive replacement can not see any adrenal tisseu?'],yes,no
1058,char_swap,is this the usual response in individuals who develop cell-mediated immunity to the organism?,['is htis the uusal response in individuasl who develop cell - emdiated imumnity to the organism?'],yes,no
1059,char_swap,does lateral view show massive replacement can not see any adrenal tissue?,['does lateral veiw show amssive repalcement can not see any adernal tissue?'],no,no
1060,char_swap,what is present?,['hwat is preesnt?'],endocrine,adrenal
1061,char_swap,is endocrine present?,['is ednocrine presetn?'],yes,yes
1062,char_swap,is cranial artery present?,['is cranila artery presnet?'],no,no
1063,char_swap,what is present?,['hwat is presetn?'],metastatic carcinoma lung,adrenal
1064,char_swap,is metastatic carcinoma lung present?,['is metastatic cacrinoma lugn present?'],yes,yes
1065,char_swap,is nipple duplication present?,['is nipple dpulication present?'],no,no
1066,char_swap,where does this belong to?,['hwere does htis belong to?'],endocrine system,endocrine system
1067,char_swap,what is present?,['waht is presetn?'],endocrine,adrenal
1068,char_swap,what is present?,['whta is persent?'],metastatic carcinoma lung,adrenal
1069,char_swap,is acute promyelocytic leukemia-bone marrow the usual response in individuals who develop cell-mediated immunity to the organism?,['is acute rpomyelocytic leuekmia - bone marorw the usual respones in indiviudals who develpo ecll - mediated immunity to the organism?'],no,no
1070,char_swap,does this image show close-up very good photo?,['does this image sohw close - up veyr godo phtoo?'],yes,yes
1071,char_swap,does lower chest and abdomen anterior show close-up very good photo?,['does lower chets and abdomen anterior shwo cloes - up very ogod hpoto?'],no,no
1072,char_swap,what is present?,['waht is rpesent?'],endocrine,female reproductive
1073,char_swap,is endocrine present?,['is endocrnie preesnt?'],yes,yes
1074,char_swap,is coronary artery anomalous origin left from pulmonary artery present?,['is coronary artery anmoalous oriign letf rfom pulmonary artery present?'],no,no
1075,char_swap,what is present?,['hwat is presetn?'],adrenal,female reproductive
1076,char_swap,is adrenal present?,['is ardenal presetn?'],yes,no
1077,char_swap,is intraductal papillomatosis with apocrine metaplasia present?,['is intraductal paipllomatosis with apocrien metaplasia preesnt?'],no,no
1078,char_swap,what is present?,['whta is presetn?'],metastatic carcinoma,female reproductive
1079,char_swap,is metastatic carcinoma present?,['is emtastatic carcinoma persent?'],yes,no
1080,char_swap,what has pseudohyphae and budding yeasts?,['hwat has pseudhoyphae and budding yeasst?'],candida organism,a budding yeast
1081,char_swap,is lateral view present?,['is ltaeral viwe present?'],no,no
1082,char_swap,where does this belong to?,['hwere does this eblong to?'],endocrine system,female reproductive system
1083,char_swap,what is present?,['waht is rpesent?'],endocrine,female reproductive
1084,char_swap,what is present?,['whta is persent?'],adrenal,female reproductive
1085,char_swap,what is present?,['waht is rpesent?'],metastatic carcinoma,female reproductive
1086,char_swap,what does this image show?,['what does thsi iamge show?'],excellent example lul scar adenocarcinoma,close-up of tumor
1087,char_swap,does this image show excellent example lul scar adenocarcinoma?,['odes this image show excelelnt exapmle lul scar adenocarcinoma?'],yes,yes
1088,char_swap,what is present?,['waht is persent?'],endocrine,endocrine
1089,char_swap,is endocrine present?,['is endocrien presnet?'],yes,yes
1090,char_swap,what is present?,['whta is persent?'],adrenal,adrenal
1091,char_swap,what does candida organism have?,['hwat does candida organism ahve?'],pseudohyphae and budding yeasts,long filaments
1092,char_swap,is adrenal present?,['is darenal prseent?'],yes,no
1093,char_swap,what is present?,['hwat is presetn?'],metastatic carcinoma lung,adrenal
1094,char_swap,is metastatic carcinoma lung present?,['is mteastatic carcinoma lung presetn?'],yes,no
1095,char_swap,where does this belong to?,['wheer does htis belong to?'],endocrine system,female reproductive system
1096,char_swap,what is present?,['whta is preesnt?'],endocrine,adrenal
1097,char_swap,what is present?,['whta is preesnt?'],adrenal,adrenal
1098,char_swap,what is present?,['whta is prseent?'],metastatic carcinoma lung,female reproductive
1099,char_swap,what does this image show?,['waht odes this image show?'],intact gland with obvious nodule,thyroid
1100,char_swap,how does this image show intact gland?,['how dose this imaeg show intact galnd?'],with obvious nodule,quite well
1101,char_swap,does this image show intact gland with obvious nodule?,['odes this image sohw intact gland wiht obvious nodule?'],yes,no
1102,char_swap,does candida organism have pseudohyphae and budding yeasts silver stain?,['odes candida orgainsm have psuedohyphae and budding eyasts silver stain?'],yes,yes
1103,char_swap,what is present?,['hwat is preesnt?'],endocrine,adrenal
1104,char_swap,is endocrine present?,['is endcorine rpesent?'],yes,no
1105,char_swap,what is present?,['whta is presnet?'],adrenal,adrenal
1106,char_swap,is adrenal present?,['is adreanl preesnt?'],yes,yes
1107,char_swap,what is present?,['waht is prseent?'],cortical nodule,endocrine
1108,char_swap,is cortical nodule present?,['is cortical nodlue presnet?'],yes,no
1109,char_swap,where does this belong to?,['where odes tihs belong to?'],endocrine system,endocrine system
1110,char_swap,what is present?,['waht is rpesent?'],endocrine,endocrine
1111,char_swap,what is present?,['whta is presetn?'],adrenal,adrenal
1112,char_swap,what is present?,['whta is presetn?'],cortical nodule,adrenal
1113,char_swap,two have lost whose nuclei?,['two ahve lost whose unclei?'],their,none
1114,char_swap,where is homogeneous or diffuse staining of nuclei common?,['wheer is homgoeneous or diffuse staining of nuclei commno?'],in sle,in the cytoplasm
1115,char_swap,does acute cellular rejection of a kidney graft have pseudohyphae and budding yeasts silver stain?,['odes acute cellular rejection of a kidney garft have pseuodhyphae and bduding yeasts silver stian?'],no,no
1116,char_swap,what does this image show?,['waht does this miage show?'],thyroid,thyroid
1117,char_swap,"does this image show thyroid, normal?","['does thsi imaeg show thyroid, onrmal?']",yes,yes
1118,char_swap,"does opened muscle show thyroid, normal?","['dose opende msucle show thyroid, normal?']",no,no
1119,char_swap,what is present?,['whta is persent?'],endocrine,endocrine
1120,char_swap,is endocrine present?,['is enodcrine persent?'],yes,yes
1121,char_swap,is lesion present?,['is leison preesnt?'],no,no
1122,char_swap,where is this part in the figure?,['where is thsi patr in the fgiure?'],endocrine system,endocrine system
1123,char_swap,what is present?,['waht is rpesent?'],endocrine,endocrine
1124,char_swap,what does this image show?,['hwat does this miage show?'],pituitary,thyroid
1125,char_swap,"does this image show pituitary, chromaphobe adenoma?","['dose tihs image hsow pituitary, chromaphobe adenoma?']",yes,no
1126,char_swap,"what shows septate hyphae with acute-angle branching, consistent with aspergillus?","['hwat shows septate hpyhae with acute - angle brancihng, conssitent iwth aspergillus?']",gomori methenamine-silver (gms) stain,lung
1127,char_swap,"does coronary artery show pituitary, chromaphobe adenoma?","['dose coronary artery shwo pituitary, chromaphobe daenoma?']",no,no
1128,char_swap,what is present?,['hwat is persent?'],endocrine,pituitary
1129,char_swap,is endocrine present?,['is endocirne presetn?'],yes,no
1130,char_swap,is hemorrhage in newborn present?,['is hemorrahge in newbonr present?'],no,no
1131,char_swap,where is this part in the figure?,['wheer is thsi part in the figuer?'],endocrine system,in this case the tumor is in the pancreas
1132,char_swap,what is present?,['whta is presnet?'],endocrine,thyroid
1133,char_swap,what does this image show?,['hwat does htis image show?'],adrenal gland,neural tube defect
1134,char_swap,"does this image show adrenal gland, severe hemorrhage waterhouse-friderichsen syndrome?","['deos this imaeg show adrenal lgand, severe hemorrhage waetrhouse - friderichsen sydnrome?']",yes,yes
1135,char_swap,"does hemorrhage associated with placental abruption show adrenal gland, severe hemorrhage waterhouse-friderichsen syndrome?","['does hemorrhage associtaed wiht placentla abruption show adrenal glnad, severe hemorrhage waterhouse - friedrichsen syndrome?']",no,no
1136,char_swap,what is present?,['hwat is presnet?'],endocrine,pituitary
1137,char_swap,what does gomori methenamine-silver (gms) stain show?,['what dose gomoir methenamine - silver (gms) stani hsow?'],septate hyphae with acute-angle branching,10
1138,char_swap,is endocrine present?,['is endocrien preesnt?'],yes,yes
1139,char_swap,is side present?,['is sdie presnet?'],no,no
1140,char_swap,where is this part in the figure?,['whree is thsi prat in the figure?'],endocrine system,in the figure
1141,char_swap,what is present?,['hwat is presnet?'],endocrine,pituitary
1142,char_swap,what does this image show?,['what deos this image sohw?'],adrenal gland,good example of hyalinized collagen
1143,char_swap,"does this image show adrenal gland, normal histology?","['does this imaeg show adrenla glnad, normal histology?']",yes,yes
1144,char_swap,"does adenocarcinoma show adrenal gland, normal histology?","['does adenocarcinoma hsow adreanl gland, normal histloogy?']",no,no
1145,char_swap,what is present?,['hwat is preesnt?'],endocrine,oral
1146,char_swap,is endocrine present?,['is endocrien persent?'],yes,yes
1147,char_swap,is omentum present?,['is moentum presetn?'],no,no
1148,char_swap,how does gomori methenamine-silver (gms) stain show septate hyphae?,['how does gomori mtehenamine - silvre (gms) tsain hsow septate yhphae?'],with acute-angle branching,with gms
1149,char_swap,where is this part in the figure?,['whree is thsi patr in the figure?'],endocrine system,this is not a typical lesion
1150,char_swap,what is present?,['hwat is rpesent?'],endocrine,endocrine
1151,char_swap,what does this image show?,['whta does this image hsow?'],thyroid,thyroid
1152,char_swap,"does this image show thyroid, hashimoto 's?","[""deos this image show tyhroid, hashiomto ' s?""]",yes,yes
1153,char_swap,"does conjoined twins show thyroid, hashimoto 's?","[""deos conjoined twins hsow thryoid, hashimoto ' s?""]",no,no
1154,char_swap,what is present?,['hwat is presetn?'],endocrine,endocrine
1155,char_swap,is endocrine present?,['is nedocrine prseent?'],yes,yes
1156,char_swap,is anencephaly present?,['is anencephlay preesnt?'],no,no
1157,char_swap,where is this part in the figure?,['whree is thsi part in the figuer?'],endocrine system,endocrine system
1158,char_swap,what is present?,['hwat is presetn?'],endocrine,endocrine
1159,char_swap,"does gomori methenamine-silver (gms) stain show septate hyphae with acute-angle branching, consistent with aspergillus?","['does ogmori methenamine - silver (gms) stain hsow esptate hyhpae with acute - nagle bracnhing, consistent with aspergillsu?']",yes,no
1160,char_swap,what does this image show?,['waht does this imaeg show?'],pancrease,lung
1161,char_swap,"does this image show pancrease, islet amyloid, diabetes mellitus?","['does htis image show pancreaes, ilset amyloid, idabetes mellitus?']",yes,yes
1162,char_swap,"does nodular tumor show pancrease, islet amyloid, diabetes mellitus?","['does ondular tumro show apncrease, islet mayloid, diabetes mellitus?']",no,no
1163,char_swap,what is present?,['hwat is persent?'],endocrine,no
1164,char_swap,is endocrine present?,['is endcorine rpesent?'],yes,no
1165,char_swap,is fibrinous peritonitis present?,['is ifbrinous peritonitsi present?'],no,no
1166,char_swap,where is this part in the figure?,['wehre is tihs part in the fiugre?'],endocrine system,endocrine system
1167,char_swap,what is present?,['whta is rpesent?'],endocrine,endocrine
1168,char_swap,what does this image show?,['hwat deos this image show?'],pancrease,pancreatic fat necrosis
1169,char_swap,"does this image show pancrease, islet amyloid, diabetes mellitus?","['does thsi image show pancrease, ilset aymloid, diabetes mellitsu?']",yes,yes
1170,char_swap,"do small nests of epithelial cells and myxoid stroma forming cartilage and bone show septate hyphae with acute-angle branching, consistent with aspergillus?","['do small nests of epithelail celsl and myxiod stroma ofrming cartilage and bone show spetate hyphae wtih acute - angel branching, consistent with sapergillus?']",no,no
1171,char_swap,"does abdomen show pancrease, islet amyloid, diabetes mellitus?","['deos abdoemn show apncrease, islet aymloid, diabetes mellitus?']",no,no
1172,char_swap,what is present?,['hwat is presetn?'],endocrine,liver
1173,char_swap,is endocrine present?,['is endcorine presetn?'],yes,no
1174,char_swap,is lower chest and abdomen anterior present?,['is lowre chest and abdmoen atnerior present?'],no,no
1175,char_swap,where is this part in the figure?,['whree is this patr in the figuer?'],endocrine system,in the background
1176,char_swap,what is present?,['whta is presetn?'],endocrine,liver
1177,char_swap,what does this image show?,['whta does this miage show?'],parathyroid,thyroid
1178,char_swap,"does this image show parathyroid, hyperplasia?","['deos htis imaeg show parathyroid, hyperplasia?']",yes,no
1179,char_swap,"does acute peritonitis show parathyroid, hyperplasia?","['dose actue peritonitis show parathryoid, hyperplasia?']",no,no
1180,char_swap,what is present?,['whta is persent?'],endocrine,endocrine
1181,char_swap,what are somewhat variable in size?,['waht are osmewhat variable in szie?'],the organisms,size
1182,char_swap,is endocrine present?,['is endocrien prseent?'],yes,yes
1183,char_swap,is coronary artery anomalous origin left from pulmonary artery present?,['is coronary artery anoamlous orgiin left from pulmonary atrery presetn?'],no,no
1184,char_swap,where is this part in the figure?,['hwere is this aprt in the ifgure?'],endocrine system,this
1185,char_swap,what is present?,['hwat is rpesent?'],endocrine,endocrine
1186,char_swap,what does this image show?,['what does thsi imaeg show?'],well circumscribed papillary lesion see for high mag,thyroid
1187,char_swap,does this image show well circumscribed papillary lesion see for high mag?,['does this imgae show well circumscribed papilalry lesion see for hgih mag?'],yes,yes
1188,char_swap,does cytomegalovirus show well circumscribed papillary lesion see for high mag?,['does cytomegalovirus sohw well cicrumscribed paplilary lseion see for high mag?'],no,no
1189,char_swap,what is present?,['whta is presnet?'],endocrine,endocrine
1190,char_swap,is endocrine present?,['is endorcine preesnt?'],yes,yes
1191,char_swap,is tuberculosis present?,['is tuberuclosis prseent?'],no,no
1192,char_swap,how are the organisms?,['how are the organimss?'],somewhat variable in size,small
1193,char_swap,what is present?,['hwat is prseent?'],pituitary,endocrine
1194,char_swap,is pituitary present?,['is pituitayr rpesent?'],yes,yes
1195,char_swap,is abdomen present?,['is abdmoen presetn?'],no,no
1196,char_swap,what is present?,['waht is presnet?'],adenoma,endocrine
1197,char_swap,is adenoma present?,['is adenoam prseent?'],yes,no
1198,char_swap,is this photo of infant from head to toe present?,['is tihs pohto of infant form head to toe presnet?'],no,no
1199,char_swap,where is this part in the figure?,['wehre is htis part in the ifgure?'],endocrine system,endocrine system
1200,char_swap,what see for high mag?,['waht see for ihgh mag?'],well circumscribed papillary lesion,no
1201,char_swap,what does well circumscribed papillary lesion see?,['whta odes well circumscribde papillary lesion see?'],for high mag,no
1202,char_swap,what is present?,['hwat is rpesent?'],endocrine,endocrine
1203,char_swap,are the organisms somewhat variable in size?,['are the organisms somwehat varaible in siez?'],yes,yes
1204,char_swap,what is present?,['waht is preesnt?'],pituitary,endocrine
1205,char_swap,what is present?,['whta is persent?'],adenoma,endocrine
1206,char_swap,how does well circumscribed papillary lesion see for mag?,['how dose well cirucmscribed papillray lesion see for mag?'],high,no
1207,char_swap,what is present?,['whta is preesnt?'],endocrine,pituitary
1208,char_swap,is endocrine present?,['is endocrien presnet?'],yes,yes
1209,char_swap,is metastatic carcinoma prostate present?,['is metasattic acrcinoma prostate present?'],no,no
1210,char_swap,what is present?,['waht is presetn?'],pituitary,endocrine
1211,char_swap,is pituitary present?,['is pituiatry prseent?'],yes,yes
1212,char_swap,is marked present?,['is makred preesnt?'],no,no
1213,char_swap,what is present?,['whta is preesnt?'],eosinophilic adenoma,pituitary
1214,char_swap,are the areas of white chalky deposits somewhat variable in size?,['are the areas of wihte chakly deposits soemwhat variabel in size?'],no,yes
1215,char_swap,is eosinophilic adenoma present?,['is eosinopihlic adenoma prseent?'],yes,no
1216,char_swap,is abdomen present?,['is adbomen prseent?'],no,no
1217,char_swap,where is this part in the figure?,['whree is tihs aprt in the figure?'],endocrine system,this is not a good example
1218,char_swap,what is present?,['hwat is prseent?'],endocrine,endocrine
1219,char_swap,what is present?,['waht is prseent?'],pituitary,endocrine
1220,char_swap,what is present?,['hwat is presetn?'],eosinophilic adenoma,pituitary
1221,char_swap,what does this image show?,['what does thsi image shwo?'],wide fetal zone 2 days old,brain
1222,char_swap,does this image show wide fetal zone 2 days old?,['dose thsi image show wide fteal ozne 2 days old?'],yes,no
1223,char_swap,does quite good liver show wide fetal zone 2 days old?,['does quite good livre hsow wide fetla zone 2 dasy old?'],no,no
1224,char_swap,what is present?,['whta is preesnt?'],endocrine,nervous
1225,char_swap,how is homogeneous or diffuse staining of nuclei?,['how is homogeneosu or diffsue satining of nuclei?'],common,with a blue background
1226,char_swap,what is caused by intracapillary leukocytes and proliferation of intrinsic glomerular cells?,['what is caused by intracaplilary leuokcytes and prolifeartion of intrinisc glomerular cells?'],glomerular hypercellularity,glomerulonephritis
1227,char_swap,is endocrine present?,['is nedocrine presnet?'],yes,yes
1228,char_swap,is capillary present?,['is capillary preesnt?'],no,no
1229,char_swap,what is present?,['hwat is persent?'],adrenal,brain
1230,char_swap,is adrenal present?,['is adrneal rpesent?'],yes,no
1231,char_swap,is slide present?,['is slied prseent?'],no,no
1232,char_swap,what is present?,['hwat is presnet?'],normal newborn,brain
1233,char_swap,is normal newborn present?,['is normal enwborn presetn?'],yes,no
1234,char_swap,is artery present?,['is artrey presetn?'],no,no
1235,char_swap,where is this part in the figure?,['where is tihs prat in the ifgure?'],endocrine system,in the frontal lobe
1236,char_swap,what is present?,['whta is persent?'],endocrine,nervous
1237,char_swap,what is glomerular hypercellularity caused by?,['what is lgomerular yhpercellularity acused by?'],intracapillary leukocytes and proliferation of intrinsic glomerular cells,glomerulonephritis
1238,char_swap,what is present?,['whta is presetn?'],adrenal,nervous
1239,char_swap,what is present?,['whta is presnet?'],normal newborn,nervous
1240,char_swap,what does this image show?,['what does this imgae hsow?'],carotid artery in region of pituitary with tumor cells in soft tissue,excellent example of tumor
1241,char_swap,does this image show carotid artery in region of pituitary with tumor cells in soft tissue?,['does htis image sohw carotid artery in reigon of pituitary wtih tumor cells in soft itssue?'],yes,yes
1242,char_swap,does lateral view show carotid artery in region of pituitary with tumor cells in soft tissue?,['deos latreal view shwo carotid artery in regino of pituitary iwth tuomr cells in soft tissue?'],no,no
1243,char_swap,what is present?,['whta is presnet?'],endocrine,no
1244,char_swap,is endocrine present?,['is ednocrine presetn?'],yes,yes
1245,char_swap,is aorta present?,['is arota presetn?'],no,no
1246,char_swap,what is present?,['waht is rpesent?'],malignant adenoma,endocrine
1247,char_swap,is malignant adenoma present?,['is mlaignant adenoma rpesent?'],yes,yes
1248,char_swap,is glomerular hypercellularity caused by intracapillary leukocytes and proliferation of intrinsic glomerular cells?,['is glomerular hypecrellularity caused by intracapillary lekuocytes and proliferatino of intrisnic glomerualr cells?'],yes,yes
1249,char_swap,is cachexia present?,['is cacehxia rpesent?'],no,no
