"ID","model_dir","question","correct_answer","model_output"
"745","checkpoint-1000","does this image show infant bicornate uterus?","yes","yes"
"746","checkpoint-1000","does this image show radicular cyst?","yes","yes"
"747","checkpoint-1000","does this image show x-ray sella?","yes","yes"
"748","checkpoint-1000","do interstitial fibrosis and tubular atrophy consist of uncalcified osteoid?","no","yes"
"749","checkpoint-1000","what is present?","abdomen","pancreas"
"750","checkpoint-1000","what is incidental finding died?","with promyelocytic leukemia stomach lesion #","lymphoma"
"751","checkpoint-1000","what does this image show?","post-orthotopic liver transplant","lymphoma"
"752","checkpoint-1000","what said to be aml infiltrates?","not best color rendition showing elevated macular lesions on arm","skin"
"753","checkpoint-1000","what does this image show?","kidney","kidney"
"754","checkpoint-1000","does granuloma show pancreatic fat necrosis?","no","no"
"755","checkpoint-1000","what does this image show?","ruptured saccular aneurysm right middle cerebral artery","heart"
"756","checkpoint-1000","does this image show kidney, hypoplasia and compensatory hypertrophy 300 grams left?","yes","yes"
"757","checkpoint-1000","what is present?","abdomen","amyloidosis"
"758","checkpoint-1000","what does this image show?","excellent gangrenous necrosis of fingers said to be due to embolism","foot, gangrene"
"759","checkpoint-1000","is congo red congested?","no","yes"
"760","checkpoint-1000","what is present?","lymphangiomatosis","conjoined twins"
"761","checkpoint-1000","what is present?","lymph node","oral"
"762","checkpoint-1000","does this image show inguinal hernia?","yes","yes"
"763","checkpoint-1000","does the lesion contain recognizable colloid?","no","no"
"764","checkpoint-1000","what does this image show?","pancreatic fat necrosis","liver"
"765","checkpoint-1000","how is excellent close-up view sliced open testicle?","intact epididymis","with multiple cysts and a large cyst"
"766","checkpoint-1000","what is present?","endocrine","pituitary"
"767","checkpoint-1000","how is bone marrow from an infant infected?","with parvovirus b19","with mumps virus"
"768","checkpoint-1000","what is present?","tuberculosis","tuberculosis"
"769","checkpoint-1000","are the vascular spaces large, dilated, many containing blood, and are lined by flattened endothelial cells?","yes","yes"
"770","checkpoint-1000","what undergoes metaplastic change to columnar epithelium of intestinal type?","part of the oesophagus which is normally lined by squamous epithelium","squamous epithelium"
"771","checkpoint-1000","does this image show close-up of head typical?","yes","yes"
"772","checkpoint-1000","what is present?","nervous","brain"
"773","checkpoint-1000","what does this image show?","nicely shown large neoplasm with fish flesh cerebriform appearance","female reproductive system"
"774","checkpoint-1000","what is present?","spleen","liver"
"775","checkpoint-1000","is hepatobiliary present?","yes","yes"
"776","checkpoint-1000","is metastatic carcinoma present?","yes","yes"
"777","checkpoint-1000","where did etastatic carcinomatous deposit?","in the mat mass of lymph nodes","lung"
"778","checkpoint-1000","what is present?","aorta","hepatobiliary"
"779","checkpoint-1000","does this image show pancreatic fat necrosis, pancreatitis/necrosis?","yes","yes"
"780","checkpoint-1000","is autoimmune thyroiditis present?","yes","yes"
"781","checkpoint-1000","does stillborn macerated show polyarteritis nodosa?","no","yes"
"782","checkpoint-1000","does this image show atrophic lobules and normal connective tissue?","yes","yes"
"783","checkpoint-1000","is the placenta characterized by nuclear and cellular pleomorphism and loss of normal maturation?","no","yes"
"784","checkpoint-1000","is joints present?","yes","yes"
"785","checkpoint-1000","does carcinomatosis endometrium primary show excised tumor mass?","no","yes"
"786","checkpoint-1000","what is present?","cardiovascular","coronary arteries"
"787","checkpoint-1000","does 70yof show cut surface showing very thickened capsule with focal calcification very good close-up photo?","no","yes"
"788","checkpoint-1000","is cm present?","no","no"
"789","checkpoint-1000","what is diagrammatic representation of pathogenesis of atherosclerosis explained by?","'reaction-to-injury 'hypothesis","lipid deposition in arterial wall"
"790","checkpoint-1000","are extremities present?","yes","yes"
"791","checkpoint-1000","what is present?","adrenal","spleen"
"792","checkpoint-1000","where is this?","urinary","brain"
"793","checkpoint-1000","does this image show both adrenals external views focal hemorrhages do not know history looks like placental abruption?","yes","yes"
"794","checkpoint-1000","what is present?","liver","amyloidosis"
"795","checkpoint-1000","does enal glomerulus showing markedly have relatively uniform polygonal myofibers with peripherally placed nuclei that are tightly packed together into fascicles separated by scant connective tissue?","no","yes"
"796","checkpoint-1000","is hematologic present?","yes","yes"
"797","checkpoint-1000","is gastrointestinal present?","yes","yes"
"798","checkpoint-1000","what does this image show?","esophagus","brain"
"799","checkpoint-1000","what does this image show?","brain","sickle cell anemia"
"800","checkpoint-1000","does pancreatic islet, amyloidosis diabetes mellitus, congo red show kidney, pyelonephritis, acute and supperative?","no","no"
"801","checkpoint-1000","does schwannoma show nevus?","no","no"
"802","checkpoint-1000","what is present?","cardiovascular","female reproductive"
"803","checkpoint-1000","is opened base of skull with brain present?","no","yes"
"804","checkpoint-1000","is the superior vena cava present?","no","no"
"805","checkpoint-1000","was atrophy taken from another case to illustrate the difference?","no","yes"
"806","checkpoint-1000","are tuberculous peritonitis easily seen?","no","yes"
"807","checkpoint-1000","is salt bridges lying separated from the septal walls by a clear space?","no","no"
"808","checkpoint-1000","what joined chest and abdomen slide shows opened chest with two hearts?","this","heart"
"809","checkpoint-1000","is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?","no","yes"
"810","checkpoint-1000","does the figure show region of myocardium affected by stenosis of three respective coronary trunks in descending order shown as: 1 left anterior descending coronary, 2 right coronary and 3 left circumflex coronary artery in myocardial infarction?","yes","yes"
"811","checkpoint-1000","what is present?","hepatobiliary","hepatobiliary"
"812","checkpoint-1000","is cachexia present?","no","no"
"813","checkpoint-1000","what is present?","female reproductive","uterus"
"814","checkpoint-1000","is feet present?","no","no"
"815","checkpoint-1000","how does this image show thrombus in leg vein?","with early organization","with fibrin and platelets"
"816","checkpoint-1000","what is present?","hepatobiliary","lung"
"817","checkpoint-1000","what is present?","respiratory","lung"
"818","checkpoint-1000","what does this image show?","fixed tissue good example small kidney","brain"
"819","checkpoint-1000","what is present?","adenoma","liver"
"820","checkpoint-1000","what is hepatocellular necrosis caused by?","acetaminophen overdose","hepatitis c virus"
"821","checkpoint-1000","where is this?","heart","female reproductive system"
"822","checkpoint-1000","is peptide present in the core of the plaques as well as in the surrounding region?","yes","no"
"823","checkpoint-1000","what is present?","angiogram","heart"
"824","checkpoint-1000","is downs syndrome present?","yes","yes"
"825","checkpoint-1000","is opened uterus and cervix with large cervical myoma protruding into vagina slide present?","no","yes"
"826","checkpoint-1000","does pinworm show primary biliary cirrhosis?","no","no"
"827","checkpoint-1000","what is present?","hepatobiliary","leishmaniasis"
"828","checkpoint-1000","what does this image show?","photo of face with multiple typical lesions","melanoma"
"829","checkpoint-1000","is case of peritonitis slide present?","no","yes"
"830","checkpoint-1000","does acute peritonitis show thyroid, hurthle cell adenoma?","no","no"
"831","checkpoint-1000","what is there of adipocytes, coarse basophilic granular debris while the periphery shows a few mixed inflammatory cells?","cloudy appearance","fatty infiltration"
"832","checkpoint-1000","is female reproductive present?","no","yes"
"833","checkpoint-1000","are scanty connective tissue stroma the first to fourth parts of the duodenum?","no","yes"
"834","checkpoint-1000","is endocrine present?","no","yes"
"835","checkpoint-1000","is uterus present?","yes","no"
"836","checkpoint-1000","is artery present?","no","yes"
"837","checkpoint-1000","does this image show focal melanosis?","yes","yes"
"838","checkpoint-1000","what is seen in normal pap smear?","various types of epithelial cells","leukocytes"
"839","checkpoint-1000","is infarcts present?","no","yes"
"840","checkpoint-1000","what is present?","thymoma","lymphoma"
"841","checkpoint-1000","does lesion in dome of uterus show hepatitis b virus, hepatocellular carcinoma?","no","no"
"842","checkpoint-1000","does peritoneum show thyroid, nodular colloid goiter?","no","no"
"843","checkpoint-1000","where is peptide present in?","the core of the plaques as well as the surrounding region","in the cytoplasm"
"844","checkpoint-1000","does this image show neural tube defect, vertebral bodies?","yes","yes"
"845","checkpoint-1000","are x-ray intramyocardial arteries present?","no","no"
"846","checkpoint-1000","does this image show case of dic not bad photo requires dark room to see subtle distal phalangeal cyanosis?","yes","yes"
"847","checkpoint-1000","is cut surface typical ivory vertebra do not have history at this time diagnosis present?","no","osteoporosis"
"848","checkpoint-1000","what is present?","large cell lymphoma","liver"
"849","checkpoint-1000","what is present?","endocrine","endocrine"
"850","checkpoint-1000","is this typical lesion present?","no","yes"
"851","checkpoint-1000","what is present?","pneumocystis","amyloidosis"
"852","checkpoint-1000","do large, flat cells with small nuclei represent osteoprogenitor cells?","no","yes"
"853","checkpoint-1000","does jejunum show kidney transplant rejection?","no","yes"
"854","checkpoint-1000","does this image show pituitary, chromaphobe adenoma?","yes","yes"
"855","checkpoint-1000","does this image show coronary artery atherosclerosis?","yes","yes"
"856","checkpoint-1000","what labeled?","structures","endocrine gland"
"857","checkpoint-1000","what does this image show?","right coronary artery","vasculature"
"858","checkpoint-1000","does lesion of myocytolysis show heart, coronary artery, atherosclerosis?","no","no"
"859","checkpoint-1000","is gross islands of tumor?","yes","yes"
"860","checkpoint-1000","what does this image show?","chest x ray 34 year old alcoholic with lobar pneumonia and fulminant sepsis blood culture pneumococcus and klebsiella","thoracic spine"
"861","checkpoint-1000","is brain present?","yes","yes"
"862","checkpoint-1000","is metastatic neuroblastoma present?","no","yes"
"863","checkpoint-1000","is palmar crease normal present?","no","no"
"864","checkpoint-1000","what are painless despite the presence of ulceration?","syphilitic chancre","penile"
"865","checkpoint-1000","what are immunoglobulin deposits confined to?","superficial layers of the epidermis","skin"
"866","checkpoint-1000","does this image show thrombus in leg vein with early organization?","yes","yes"
"867","checkpoint-1000","is gastrointestinal present?","yes","yes"
"868","checkpoint-1000","what is present?","respiratory","lung"
"869","checkpoint-1000","does sle v. urinary show kidney, adult polycystic kidney?","no","no"
"870","checkpoint-1000","where is this?","oral","oral"
"871","checkpoint-1000","does glioma show pancreatic fat necrosis, pancreatitis/necrosis?","no","no"
"872","checkpoint-1000","what induced discoloration?","tetracycline","oral"
"873","checkpoint-1000","where are thalassaemia and hbd disorders common?","india","asia and africa"
"874","checkpoint-1000","what does this biopsy from a patient with lobular hepatitis due to chronic hepatitis c show?","scattered apoptotic hepatocytes and a patchy inflammatory infiltrate","hepatocytes with variable degrees of steatosis and microvesicular steatosis"
"875","checkpoint-1000","is there cloudy appearance of adipocytes, coarse basophilic granular debris while the periphery shows a few mixed inflammatory cells?","yes","yes"
"876","checkpoint-1000","is chronic ischemia present?","no","no"
"877","checkpoint-1000","is feet present?","yes","yes"
"878","checkpoint-1000","does lower chest and abdomen anterior show close-up very good photo?","no","yes"
"879","checkpoint-1000","does face show mucocele?","no","yes"
"880","checkpoint-1000","what is present?","liver","liver"
"881","checkpoint-1000","what does this image show?","x-ray postmortinjection horizontal slice of left ventricle showing very well penetrating arteries","angiogram"
"882","checkpoint-1000","what is composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?","osteoid osteoma","bone"
"883","checkpoint-1000","what is present?","thecoma","pituitary"
"884","checkpoint-1000","what is present?","respiratory","lung"
"885","checkpoint-1000","is embryo-fetus present?","no","no"
"886","checkpoint-1000","where is this from?","gastrointestinal system","heart"
"887","checkpoint-1000","did koilocytes and virus-infected keratinocytes contain prominent keratohyaline granules?","yes","yes"
"888","checkpoint-1000","what is present?","gastrointestinal","gastrointestinal"
"889","checkpoint-1000","are the parenchymal glands atrophic and replaced by fibrous tissue?","yes","no"
"890","checkpoint-1000","does spleen show islands of tumor with nice new bone formation?","no","yes"
"891","checkpoint-1000","what is present?","cardiovascular","hepatobiliary"
"892","checkpoint-1000","what is present?","muscle","tuberculosis"
"893","checkpoint-1000","is meningioma present?","yes","no"
"894","checkpoint-1000","does intrauterine contraceptive device show stomach primary?","no","no"
"895","checkpoint-1000","is previous slide from this case a simian crease suspect?","yes","yes"
"896","checkpoint-1000","what does this image show?","hyaline membrane disease","conjoined twins - cephalothoracopagus conjoined at head and neck"
"897","checkpoint-1000","is liver present?","yes","yes"
"898","checkpoint-1000","what is moderate-power view of the plaque shown the figure stained for?","elastin (black)","lipid"
"899","checkpoint-1000","does this image show chronic osteomyelitis?","yes","yes"
"900","checkpoint-1000","does this image show wide fetal zone 2 days old?","yes","yes"
"901","checkpoint-1000","is this typical thecoma with yellow foci quite obvious?","yes","yes"
"902","checkpoint-1000","what does this image show?","rabies","brain"
"903","checkpoint-1000","where is this?","lung","liver"
"904","checkpoint-1000","is pituitary present?","yes","yes"
"905","checkpoint-1000","does cysticercosis show sle iv, ana staining, kappa, 10x?","no","no"
"906","checkpoint-1000","what is present?","hematologic","brain"
"907","checkpoint-1000","where is this?","lung","liver"
"908","checkpoint-1000","does this image show adenomatoid odontogenic tumor?","yes","yes"
"909","checkpoint-1000","what is present?","spleen","liver"
"910","checkpoint-1000","what is present?","female reproductive","adenocarcinoma"
"911","checkpoint-1000","what is present in another hepatocyte?","a mallory-denk body","Basophilic granules"
"912","checkpoint-1000","where is this from?","vasculature","heart"
"913","checkpoint-1000","what is present?","uterus","brain"
"914","checkpoint-1000","what are there?","blood-filled vascular channels","large, well-defined, rounded, and uniform cells"
"915","checkpoint-1000","is intraductal papillomatosis present?","no","no"
"916","checkpoint-1000","does abdomen show brain, breast cancer metastasis to meninges?","no","no"
"917","checkpoint-1000","does this image show normal appendix?","yes","yes"
"918","checkpoint-1000","what is present?","mixed mesodermal tumor","brain"
"919","checkpoint-1000","what does this image show?","external view case of situs ambiguous partial left isomerism","kidney"
"920","checkpoint-1000","where is this area in the body?","abdomen","female reproductive system"
"921","checkpoint-1000","what is the infiltrate in the lumina composed of?","ineutrophils and macrophages","neutrophils"
"922","checkpoint-1000","what is iron stored as?","ferritin and haemosiderin","ferritin"
"923","checkpoint-1000","is slide present?","no","no"
"924","checkpoint-1000","is gastrointestinal present?","yes","yes"
"925","checkpoint-1000","do histologic features include mucin-filled signet-ring cells and richly cellular proliferation of the ovarian stroma?","yes","yes"
"926","checkpoint-1000","how is good example of poorly differentiated infiltrating carcinoma?","ductal","with abundant atypical cells"
"927","checkpoint-1000","is pancreas present?","yes","yes"
"928","checkpoint-1000","is hepatobiliary present?","yes","yes"
"929","checkpoint-1000","does artery show saphenous vein graft anastamosis in aorta?","no","no"
"930","checkpoint-1000","where is this?","oral","oral"
"931","checkpoint-1000","what is present?","capillary","bone marrow"
"932","checkpoint-1000","what aspirate shows micronormoblastic erythropoiesis?","examination of bone marrow","erythrocytic hyperplasia"
"933","checkpoint-1000","what is present?","endocrine","heart"
"934","checkpoint-1000","where is this?","oral","gastrointestinal"
"935","checkpoint-1000","are the areas of white chalky deposits somewhat variable in size?","no","yes"
"936","checkpoint-1000","is basilar skull fracture present?","yes","yes"
"937","checkpoint-1000","does another fiber other frame show colon biopsy, mycobacterium avium-intracellularae?","no","no"
"938","checkpoint-1000","what does this image show?","moderate acute rejection","lymphoma"
"939","checkpoint-1000","is granulomata diagnosed as reticulum cell sarcoma?","yes","yes"
"940","checkpoint-1000","what does this image show?","ruptured saccular aneurysm right middle cerebral artery","female reproductive system"
"941","checkpoint-1000","what does this image show?","near if not natural color saggital sections very good example of many myeloma lesions","bone, fracture, multiple"
"942","checkpoint-1000","what is present?","adrenal","pituitary"
"943","checkpoint-1000","is uterus present?","no","yes"
"944","checkpoint-1000","what is present?","liver","lung"
"945","checkpoint-1000","what show ballooning degeneration and necrosis with some containing mallory 's hyalin inbox?","liver cells","acute pancreatitis"
"946","checkpoint-1000","where is this?","skin","skin"
"947","checkpoint-1000","how is acute viral hepatitis characterized?","by predominantly lymphocytic infiltrate","by marked infiltration of lymphocytes and plasma cells"
"948","checkpoint-1000","where does this belong to?","endocrine system","endocrine"
"949","checkpoint-1000","is atherosclerosis present?","yes","yes"
"950","checkpoint-1000","where is this?","urinary","lung"
"951","checkpoint-1000","what is?","lateral view","fracture, tibia"
"952","checkpoint-1000","does retroperitoneum show lymph nodes, nodular sclerosing hodgkins disease?","no","no"
"953","checkpoint-1000","what is present?","hematologic","liver"
"954","checkpoint-1000","does this image show papilloma?","yes","yes"
"955","checkpoint-1000","what is present?","hematologic","blood"
"956","checkpoint-1000","what does this image show?","view from dorsum of foot which has at least 9 toes","feet, gout"
"957","checkpoint-1000","what shows good atherosclerotic plaques?","periaortic nodes with metastatic carcinoma aorta","heart"
"958","checkpoint-1000","does this image show parathyroid hyperplasia?","yes","yes"
"959","checkpoint-1000","does very good example show chagas disease, acute, trypanasoma cruzi?","no","yes"
"960","checkpoint-1000","where does this belong to?","female reproductive system","female reproductive system"
"961","checkpoint-1000","does exact cause show autoimmune hepatitis?","no","hepatitis, autoimmune"
"962","checkpoint-1000","does histoplasmosis show lung, emphysema in a chronic smoker?","no","yes"
"963","checkpoint-1000","what photographed close-up showing nodular parenchyma and dense intervening tumor tissue very good?","bread-loaf slices into prostate gland","adenocarcinoma"
"964","checkpoint-1000","does the congested portion of the ileum confirm the presence of surface antigen brown?","no","yes"
"965","checkpoint-1000","what is effaced?","normal base to surface maturation of epidermal layers","normal mucosa"
"966","checkpoint-1000","what is present?","liver","spleen"
"967","checkpoint-1000","do histopathologic features of condyloma acuminatum include acanthosis, hyperkeratosis, and cytoplasmic vacuolization?","yes","yes"
"968","checkpoint-1000","does this image show normal pancreas?","yes","yes"
"969","checkpoint-1000","is hemochromatosis present?","no","yes"
"970","checkpoint-1000","is granulosa cell tumor present?","no","yes"
"971","checkpoint-1000","is female reproductive present?","yes","yes"
"972","checkpoint-1000","what is present?","papillary astrocytoma","amyloidosis"
"973","checkpoint-1000","does close-up look like ivory vertebra of breast carcinoma?","yes","yes"
"974","checkpoint-1000","is natural color present?","no","yes"
"975","checkpoint-1000","where is this part in?","spleen","spleen"
"976","checkpoint-1000","does lymphangiomatosis show thyroid, goiter?","no","no"
"977","checkpoint-1000","is female reproductive present?","yes","yes"
"978","checkpoint-1000","what does this image show?","stomach","adenocarcinoma"
"979","checkpoint-1000","what does this image show?","prosthetic mitral valve","heart"
"980","checkpoint-1000","what is present?","lymph node","heart"
"981","checkpoint-1000","is there an intimal tear in the aortic wall extending proximally upto aortic valve dissecting the media which contains clotted blood?","yes","yes"
"982","checkpoint-1000","is petechial and purpuric hemorrhages present?","yes","yes"
"983","checkpoint-1000","what is present?","gangrene","polydactyly"
"984","checkpoint-1000","is abdomen present?","yes","yes"
"985","checkpoint-1000","is soft tissue present?","yes","yes"
"986","checkpoint-1000","does this image show lung fibrosis, scleroderma?","yes","yes"
"987","checkpoint-1000","does this image show epithelial component like intestine?","yes","yes"
"988","checkpoint-1000","what is present?","eosinophilic adenoma","liver"
"989","checkpoint-1000","what is present?","lymph node","lymphocytes"
"990","checkpoint-1000","is cytomegalovirus present?","yes","yes"
"991","checkpoint-1000","is case of peritonitis slide present?","no","no"
"992","checkpoint-1000","what is present?","female reproductive","uterus"
"993","checkpoint-1000","is there calcification exclusively in the tunica media unassociated with any significant inflammation?","yes","yes"
"994","checkpoint-1000","what is various types of epithelial cells seen in?","normal pap smear","cytoplasm"
"995","checkpoint-1000","how does sectioned surface of the lung show replacement of slaty-grey spongy parenchyma?","with multiple","by fibrous tissue and fibrous septa"
"996","checkpoint-1000","does the technetium-99 radionuclide scan demonstrate an area of increased uptake corresponding to the left inferior parathyroid gland arrow?","yes","yes"
"997","checkpoint-1000","where is this?","heart","heart"
"998","checkpoint-1000","is hepatobiliary present?","yes","yes"
"999","checkpoint-1000","what is present?","hepatobiliary","hepatobiliary"
"1000","checkpoint-1000","are hours present?","no","yes"
"1001","checkpoint-1000","is carcinomatosis present?","no","yes"
"1002","checkpoint-1000","is chloramphenicol toxicity present?","no","yes"
"1003","checkpoint-1000","is horseshoe kidney present?","no","yes"
"1004","checkpoint-1000","what is present?","endocrine","spleen"
"1005","checkpoint-1000","is respiratory present?","yes","yes"
"1006","checkpoint-1000","is pituitary present?","no","yes"
"1007","checkpoint-1000","what is also identified?","cells have wavy nuclei and a residual nerve fibre","leprosy"
"1008","checkpoint-1000","what is present?","cardiovascular","hepatobiliary"
"1009","checkpoint-1000","what does this image show?","good example of veins filled with blood","gastrointestinal system"
"1010","checkpoint-1000","is metastatic carcinoma present?","yes","yes"
"1011","checkpoint-1000","does this image show heart, myocardial infarction, surgery to repair interventricular septum rupture?","yes","yes"
"1012","checkpoint-1000","what is present?","bone","head, skull"
"1013","checkpoint-1000","what is present?","hematologic","liver"
"1014","checkpoint-1000","is hematologic present?","yes","yes"
"1015","checkpoint-1000","does this image show multiple metastatic appearing lesions diagnosed reticulum cell sarcoma?","yes","yes"
"1016","checkpoint-1000","does yo show primodial cyst?","no","no"
"1017","checkpoint-1000","is oral present?","yes","yes"
"1018","checkpoint-1000","what does this image show?","liver","liver"
"1019","checkpoint-1000","does this image show good abdominal stria?","yes","yes"
"1020","checkpoint-1000","are the pattern of staining of anti-centromere antibodies prominent?","no","no"
"1021","checkpoint-1000","does this image show breast, fibroadenoma?","yes","yes"
"1022","checkpoint-1000","is adenocarcinoma present?","no","no"
"1023","checkpoint-1000","does amyloid angiopathy r. endocrine show lung, mycobacterium tuberculosis, granulomas and giant cells?","no","no"
"1024","checkpoint-1000","is cardiovascular present?","yes","yes"
"1025","checkpoint-1000","what does this image show?","polyarteritis nodosa","renal artery stenosis"
"1026","checkpoint-1000","what is present?","hepatobiliary","lymphoma"
"1027","checkpoint-1000","where is this?","aorta","heart"
"1028","checkpoint-1000","does nodule show good representation?","no","no"
"1029","checkpoint-1000","what is present?","hand","conjoined twins"
"1030","checkpoint-1000","what is present?","kidney","female reproductive"
"1031","checkpoint-1000","how is fixed tissue trachea and arteries surrounded by tumor tissue horizontal section?","dense","with tumor tissue"
"1032","checkpoint-1000","does this image show view of prostate bladder ureters and kidneys quite good shows prostate tumor invading floor of bladder causing hydroureter and hydronephrosis?","yes","yes"
"1033","checkpoint-1000","what does the tumour consist of?","small follicles lined by cuboidal epithelium and contain little or no colloid and separated by abundant loose stroma","large, well-defined, rounded, uniform cells"
"1034","checkpoint-1000","is metastatic carcinoma prostate present?","no","yes"
"1035","checkpoint-1000","are electron microscopy expelled?","no","yes"
"1036","checkpoint-1000","what does neurofibrom show?","interlacing bundles of spindle-shaped cells separated by mucoid matrix","neurofibromatosis"
"1037","checkpoint-1000","do granulocytic forms at various stages of differentiation contain mature cells from endodermal, mesodermal, and ectodermal lines?","no","yes"
"1038","checkpoint-1000","is acute peritonitis present?","no","no"
"1039","checkpoint-1000","how is hepatocyte injury in fatty liver disease associated?","with chronic alcohol use","with lipid accumulation and steatosis"
"1040","checkpoint-1000","is edema hypopharynx present?","yes","yes"
"1041","checkpoint-1000","what does this image show?","normal lung","liver"
"1042","checkpoint-1000","what is this of prostatic carcinoma?","a case","prostate"
"1043","checkpoint-1000","have the segregation of b cells and t cells in different regions of the lymph node been used in a fish cocktail?","no","no"
"1044","checkpoint-1000","what is present?","colon","gastrointestinal"
"1045","checkpoint-1000","what is dysplasia characterized by?","nuclear and cellular pleomorphism and loss of normal maturation","by large cells with prominent nucleoli and abundant cytoplasm"
"1046","checkpoint-1000","what is present?","liver","liver"
"1047","checkpoint-1000","is female reproductive present?","yes","yes"
"1048","checkpoint-1000","does this image show lung, mycobacterium tuberculosis, acid fast?","yes","yes"
"1049","checkpoint-1000","is abdomen present?","no","yes"
"1050","checkpoint-1000","does this image show stomach primary?","yes","yes"
"1051","checkpoint-1000","does opened muscle show dens invaginatus?","no","no"
"1052","checkpoint-1000","what is present?","pituitary","liver"
"1053","checkpoint-1000","is abdomen present?","no","no"
"1054","checkpoint-1000","what is present?","endocrine","liver"
"1055","checkpoint-1000","what does this image show?","prostate","kidney"
"1056","checkpoint-1000","what is present?","endocrine","thyroid"
"1057","checkpoint-1000","where is this?","oral","lung"
"1058","checkpoint-1000","what is present?","ameloblastoma","skin"
"1059","checkpoint-1000","what does this image show?","skin","amyloidosis"
"1060","checkpoint-1000","are extremities present?","yes","yes"
"1061","checkpoint-1000","what is present?","lymph node","lymphoma"
"1062","checkpoint-1000","where is this from?","gastrointestinal system","gastrointestinal system"
"1063","checkpoint-1000","what is close-up of faceted mixed stones with two showing?","two showing cut surfaces","urinary"
"1064","checkpoint-1000","what is present?","bone","heart"
"1065","checkpoint-1000","what does this image show?","fixed tissue trachea and arteries surrounded by dense tumor tissue horizontal section","skull"
"1066","checkpoint-1000","what is present?","joints","cardiovascular"
"1067","checkpoint-1000","what is present?","gastrointestinal","female reproductive"
"1068","checkpoint-1000","is megaloblasts pernicious anemia present?","yes","yes"
"1069","checkpoint-1000","is pancreas present?","yes","yes"
"1070","checkpoint-1000","does sectioned slice of the liver cut section of matted mass of lymph nodes show merging capsules and large areas of caseation necrosis?","no","yes"
"1071","checkpoint-1000","is metastatic carcinoma prostate present?","no","yes"
"1072","checkpoint-1000","what is present?","thymus","female reproductive"
"1073","checkpoint-1000","is uterus present?","yes","yes"
"1074","checkpoint-1000","where is this?","nervous","oral"
"1075","checkpoint-1000","is exact cause present?","no","no"
"1076","checkpoint-1000","are cystic hygromas present in the red cells of this asplenic patient?","no","no"
"1077","checkpoint-1000","does this image show adrenal, hemorrhage?","yes","yes"
"1078","checkpoint-1000","is the ascending aorta seen with the heart?","yes","yes"
"1079","checkpoint-1000","does this image show x-ray chest showing mediastinal widening and fuzzy border?","yes","yes"
"1080","checkpoint-1000","is stein leventhal present?","no","no"
"1081","checkpoint-1000","does this image show pancreatic fat necrosis?","yes","yes"
"1082","checkpoint-1000","what is present?","cardiovascular","heart"
"1083","checkpoint-1000","is malignant lymphoma present?","yes","yes"
"1084","checkpoint-1000","is yo present?","no","yes"
"1085","checkpoint-1000","what is present?","cardiovascular","vasculature"
"1086","checkpoint-1000","is thecoma present?","no","yes"
"1087","checkpoint-1000","are the opened up inner surface of the abdominal aorta best identified with a special stain for fungi, gomory 's methenamine silver gms?","no","yes"
"1088","checkpoint-1000","what is present?","liver","endocrine"
"1089","checkpoint-1000","does this image show leiomyoma, trichrome?","yes","yes"
"1090","checkpoint-1000","is moderate-power view of the plaque superimposed on an atherosclerotic plaque with focal disruption of the fibrous cap, triggering fatal myocardial infarction?","no","yes"
"1091","checkpoint-1000","what is present?","lymph node","leukemia"
"1092","checkpoint-1000","what are seen on the left?","the normal gland acini","lymph nodes"
"1093","checkpoint-1000","is joints present?","yes","yes"
"1094","checkpoint-1000","what does this image show?","autoimmune hepatitis","lymphocytes"
"1095","checkpoint-1000","what is present?","oral","oral"
"1096","checkpoint-1000","what is made by dystrophin?","a key set of connections","muscle"
"1097","checkpoint-1000","is musculoskeletal present?","yes","yes"
"1098","checkpoint-1000","does this image show close-up view well shown fracture line?","yes","yes"
"1099","checkpoint-1000","is leiomyosarcoma present?","no","yes"
"1100","checkpoint-1000","what is external view with capsule removed?","small lesions easily seen","kidney"
"1101","checkpoint-1000","is hepatobiliary present?","yes","yes"
"1102","checkpoint-1000","where is this?","lung","lung"
"1103","checkpoint-1000","is omentum present?","no","yes"
"1104","checkpoint-1000","what is present?","abruption","uterus"
"1105","checkpoint-1000","what do liver cells show?","ballooning degeneration and necrosis","increased number of lymphocytes"
"1106","checkpoint-1000","what does this image show?","fibrous dysplasia","lung"
"1107","checkpoint-1000","is 7182 and 7183 present?","no","no"
"1108","checkpoint-1000","what does this image show?","tuberculosis","brain"
"1109","checkpoint-1000","are inset, bradyzoites present as a pseudocyst, again highlighted by immunohistochemical staining?","yes","yes"
"1110","checkpoint-1000","does this image show right coronary artery, atherosclerosis and acute thrombus?","yes","yes"
"1111","checkpoint-1000","is female reproductive present?","yes","yes"
"1112","checkpoint-1000","what is nodular parenchyma and dense intervening?","tumor tissue very good","adenocarcinoma"
"1113","checkpoint-1000","does this specimen from a patient with periventricular leukomalacia contain a central focus of white matter necrosis with a peripheral rim of mineralized axonal processes?","yes","yes"
"1114","checkpoint-1000","what demonstrates an area of increased uptake corresponding to the left inferior parathyroid gland (arrow)?","technetium-99 radionuclide scan","median scan"
"1115","checkpoint-1000","what does this image show?","stomach","colon, adenocarcinoma"
"1116","checkpoint-1000","is there patchy myocardial fibrosis, especially around small blood vessels in the interstitium?","yes","yes"
