"ID","model_dir","question","correct_answer","model_output"
"3613","checkpoint-1500","what is a guess?","the unknown origin in mandible","skin"
"3614","checkpoint-1500","what does this image show?","view of base of skull with several well shown fractures","basilar skull fracture with epidural hematoma"
"3615","checkpoint-1500","does this show infant bicornate uterus?","no","yes"
"3616","checkpoint-1500","what is shown in the figure, stained for elastin (black)?","moderate-power view of the plaque","vessel wall"
"3617","checkpoint-1500","how is a nucleolar pattern against nucleolar proteins?","typical of antibodies","immunofluorescence"
"3618","checkpoint-1500","is uterus present?","yes","yes"
"3619","checkpoint-1500","where is this area in the body?","breast","pancreas"
"3620","checkpoint-1500","is fracture present?","yes","yes"
"3621","checkpoint-1500","what is present?","oral","oral"
"3622","checkpoint-1500","what does this image show?","pancreatic fat necrosis","lipoma"
"3623","checkpoint-1500","what does this image show?","pancreatic fat necrosis","lung"
"3624","checkpoint-1500","what does this image show?","both adrenals external views focal hemorrhages do not know history looks like placental abruption","kidney"
"3625","checkpoint-1500","what does the necrosed area on right side of the field show?","cystic space containing cell debris","necrosis"
"3626","checkpoint-1500","what is present?","gastrointestinal","gastrointestinal"
"3627","checkpoint-1500","what is present?","female reproductive","vasculitis"
"3628","checkpoint-1500","where is this?","lung","lung"
"3629","checkpoint-1500","does lymphoid atrophy in newborn show photo of face with multiple typical lesions?","no","no"
"3630","checkpoint-1500","what does this image show?","hepatic congestion due to congestive heart failure","liver"
"3631","checkpoint-1500","does this image show good for banding pattern mitochondria?","yes","yes"
"3632","checkpoint-1500","is the wall of the artery composed of hematopoietic marrow and marrow fat cells attached to a thrombus?","no","yes"
"3633","checkpoint-1500","what are this whole body photo showing widened abdomen due to diastasis recti and crease in ear lobe face is slide and kidneys with bilateral pelvic-ureteral strictures?","strictures","severe cleft palate"
"3634","checkpoint-1500","is the skin intact?","yes","yes"
"3635","checkpoint-1500","what does this image show?","recurrent hepatitis c virus","lymphoma"
"3636","checkpoint-1500","is mucoepidermoid carcinoma present?","no","no"
"3637","checkpoint-1500","does candida in peripheral blood show garres osteomyelitis proliferative periosteitis?","no","no"
"3638","checkpoint-1500","is acute lymphocytic leukemia present?","no","no"
"3639","checkpoint-1500","where is this?","heart","liver"
"3640","checkpoint-1500","what have wavy nuclei?","cells","cells"
"3641","checkpoint-1500","is hemorrhage newborn present?","yes","yes"
"3642","checkpoint-1500","what is present?","sacrococcygeal teratoma","lung"
"3643","checkpoint-1500","what does this image show?","periodontal fibroma","oral"
"3644","checkpoint-1500","what does this image show?","brain","brain"
"3645","checkpoint-1500","does this image show heart, myocardial infarction, surgery to repair interventricular septum rupture?","yes","yes"
"3646","checkpoint-1500","what is present?","hematologic","hematologic"
"3647","checkpoint-1500","what shows general schematic representation common to both major forms of amyloidogenesis?","the sequence on left","formation of amyloid fibrils"
"3648","checkpoint-1500","is an infarct in the brain typical of antibodies against nucleolar proteins?","no","no"
"3649","checkpoint-1500","what does this image show?","leukoplakia","oral"
"3650","checkpoint-1500","what is present?","gangrene","diabetic foot"
"3651","checkpoint-1500","is fat necrosis present?","no","yes"
"3652","checkpoint-1500","is metastatic carcinoma lung present?","no","yes"
"3653","checkpoint-1500","is endocrine present?","yes","yes"
"3654","checkpoint-1500","how does this image show islands of tumor?","with nice new bone formation","with osteoblastic osteoid formation"
"3655","checkpoint-1500","does this image show granular cell tumor?","yes","yes"
"3656","checkpoint-1500","where is this?","oral","oral"
"3657","checkpoint-1500","what does this image show?","fluorosis","fractured tooth"
"3658","checkpoint-1500","where is this part in the figure?","endocrine system","endocrine system"
"3659","checkpoint-1500","is thymus present?","yes","yes"
"3660","checkpoint-1500","what is degenerated forms appearing as bare smudged nuclei?","some excess of mature and small differentiated lymphocytes","neutropils"
"3661","checkpoint-1500","where is this?","urinary","female reproductive system"
"3662","checkpoint-1500","what is present?","bone","pancreatic"
"3663","checkpoint-1500","is the basement membrane not breached?","yes","yes"
"3664","checkpoint-1500","does this image show opened abdomen showing tumor everywhere this also could be peritoneal carcinomatosis it looks the same?","yes","yes"
"3665","checkpoint-1500","what does this image show?","gout","lung"
"3666","checkpoint-1500","is cardiovascular present?","yes","yes"
"3667","checkpoint-1500","what does this image show?","chronic pancreatitis with cyst formation","opened abdomen with large mass in pouch of douglas"
"3668","checkpoint-1500","does this image show uterus, leiomyomas?","yes","yes"
"3669","checkpoint-1500","what does this image show?","x-ray sternum healing fracture 15 days","x-ray of lumbar spine with osteophytes"
"3670","checkpoint-1500","where is this area in the body?","abdomen","abdomen"
"3671","checkpoint-1500","does atherosclerosis show esophogus, varices due to portal hypertension from cirrhosis, hcv?","no","no"
"3672","checkpoint-1500","does this image show mucocele?","yes","yes"
"3673","checkpoint-1500","what is present?","hepatobiliary","hepatobiliary"
"3674","checkpoint-1500","is vasculature present?","no","no"
"3675","checkpoint-1500","what does this image show?","lipoma","oral"
"3676","checkpoint-1500","what is present?","endocrine","hematologic"
"3677","checkpoint-1500","what is present?","endocrine","lung"
"3678","checkpoint-1500","is vasculature present?","yes","yes"
"3679","checkpoint-1500","is oral present?","yes","yes"
"3680","checkpoint-1500","does this image show lymph nodes, nodular sclerosing hodgkins disease?","yes","yes"
"3681","checkpoint-1500","how is x-ray of femoral heads removed at autopsy illustration?","good","with osteonecrosis"
"3682","checkpoint-1500","where is this?","pancreas","pancreas"
"3683","checkpoint-1500","does this image show kidney, pyelonephritis, acute and supperative?","yes","yes"
"3684","checkpoint-1500","what are correlated with histological appearance of gastric mucosa in different regions?","natomical subdivisions of the stomach","histological changes"
"3685","checkpoint-1500","does acute peritonitis show parathyroid, hyperplasia?","no","no"
"3686","checkpoint-1500","is nervous present?","yes","yes"
"3687","checkpoint-1500","where does this belong to?","gastrointestinal system","gastrointestinal system"
"3688","checkpoint-1500","what is attached to the dura?","large organizing subdural hematoma","brain"
"3689","checkpoint-1500","is bilobed present?","yes","yes"
"3690","checkpoint-1500","what does this image show?","no hyperplasia","pituitary"
"3691","checkpoint-1500","where is this?","lung","lung"
"3692","checkpoint-1500","is another fiber other frame present?","no","no"
"3693","checkpoint-1500","is oral present?","yes","yes"
"3694","checkpoint-1500","where is this?","vasculature","cardiovascular"
"3695","checkpoint-1500","does side show heart, myocardial infarction, surgery to repair interventricular septum rupture?","no","no"
"3696","checkpoint-1500","what is present?","hematologic","hematologic"
"3697","checkpoint-1500","is esophagus present?","yes","yes"
"3698","checkpoint-1500","what is present?","liver","pancreas"
"3699","checkpoint-1500","is breast present?","yes","yes"
"3700","checkpoint-1500","what are present?","extremities","extremities"
"3701","checkpoint-1500","what is composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?","granuloma","histiocytic tumor"
"3702","checkpoint-1500","is a wedge-shaped shrunken area of pale colour seen with base resting under the capsule, while the margin is congested?","yes","yes"
"3703","checkpoint-1500","does jejunum show pancreatic fat necrosis?","no","yes"
"3704","checkpoint-1500","is nervous present?","yes","yes"
"3705","checkpoint-1500","what is present?","hepatobiliary","lymphoma"
"3706","checkpoint-1500","is abdomen present?","no","yes"
"3707","checkpoint-1500","is nipples present?","no","yes"
"3708","checkpoint-1500","what are lined by cells with characteristic empty-appearing nuclei, sometimes termed orphan annie eye nuclei c in this particular example?","well-formed papillae","the nuclei"
"3709","checkpoint-1500","does this image show thyroid, hurthle cell adenoma?","yes","yes"
"3710","checkpoint-1500","does this image show anterior view of removed and non-sectioned liver as surgeon would see thcase of polycystic disease?","yes","yes"
"3711","checkpoint-1500","does benign cystic teratoma show spleen, chronic congestion and hemorrhage?","no","no"
"3712","checkpoint-1500","where is this?","skin","skin"
"3713","checkpoint-1500","does this image show vasculitis, polyarteritis nodosa?","yes","yes"
"3714","checkpoint-1500","do aldehyde fuscin stain?","yes","yes"
"3715","checkpoint-1500","what well shown fractures?","view of base of skull with several","basilar skull fractures"
"3716","checkpoint-1500","is beckwith-wiedemann syndrome present?","no","no"
"3717","checkpoint-1500","what do focal hemorrhagic infarction well shown?","not know history","acute"
"3718","checkpoint-1500","is hepatobiliary present?","yes","yes"
"3719","checkpoint-1500","does another fiber other frame show adrenal, hemorrhage?","no","no"
"3720","checkpoint-1500","what shows whorls of smooth muscle cells which are spindle-shaped, having abundant cytoplasm and oval nuclei?","microscopy","the tumour"
"3721","checkpoint-1500","what does this image show?","villous lesion with chronic inflammatory cells","heart"
"3722","checkpoint-1500","where is this from?","vasculature","female reproductive system"
"3723","checkpoint-1500","what is present?","gastrointestinal","female reproductive"
"3724","checkpoint-1500","where is this?","oral","oral"
"3725","checkpoint-1500","what is present?","brain","vasculature"
"3726","checkpoint-1500","what is present?","bone marrow","hematologic"
"3727","checkpoint-1500","what is present?","gastrointestinal","gastrointestinal"
"3728","checkpoint-1500","does adrenal show gout?","no","no"
"3729","checkpoint-1500","what is present?","vasculature","hepatobiliary"
"3730","checkpoint-1500","does peritoneal fluid show nice view of tumor primarily stromal element?","no","no"
"3731","checkpoint-1500","what is present?","liver","hepatobiliary"
"3732","checkpoint-1500","is congo red composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?","no","yes"
"3733","checkpoint-1500","does congo red staining show congophilia as seen by red-pink colour?","yes","yes"
"3734","checkpoint-1500","are the tumour cells arranged as lobules with peripheral basaloid cells and pale cells in the centre?","yes","yes"
"3735","checkpoint-1500","does omentum show heart, acute myocardial infarction, anterior wall?","no","no"
"3736","checkpoint-1500","is infarcts present?","no","no"
"3737","checkpoint-1500","where does this belong to?","endocrine system","endocrine system"
"3738","checkpoint-1500","is lymphoid atrophy in newborn present?","no","yes"
"3739","checkpoint-1500","what is lateral view joined?","at chest and abdomen","joined at lower back"
"3740","checkpoint-1500","what is present?","liver","hepatobiliary"
"3741","checkpoint-1500","where is this?","urinary","urinary"
"3742","checkpoint-1500","what is no ovary present to indicate the location of the tumor mass?","there","right"
"3743","checkpoint-1500","what are present?","extremities","extremities"
"3744","checkpoint-1500","what does this image show?","cirrhosis","liver"
"3745","checkpoint-1500","what does this image show?","multiple metastatic appearing lesions diagnosed reticulum cell sarcoma","fracture"
"3746","checkpoint-1500","what is present?","gastrointestinal","gastrointestinal"
"3747","checkpoint-1500","does marfans syndrome show excellent great toe lesion?","no","no"
"3748","checkpoint-1500","what does this image show?","skeletal muscle","muscle"
"3749","checkpoint-1500","what is present?","hepatobiliary","hepatobiliary"
"3750","checkpoint-1500","what is hemorrhagic?","the tumor","pancreatic"
"3751","checkpoint-1500","what is present?","joints","joints"
"3752","checkpoint-1500","where is this?","heart","lung"
"3753","checkpoint-1500","what was diagnosis cell sarcoma?","reticulum","malignant histiocytosis"
"3754","checkpoint-1500","what is present?","hematologic","kidney"
"3755","checkpoint-1500","what does this complex of glycoproteins serve to couple?","the cell membrane and the extracellular matrix proteins","extracellular matrix to cell surface"
"3756","checkpoint-1500","is oral present?","yes","yes"
"3757","checkpoint-1500","where are howell-jolly bodies present?","in the red cells of this asplenic patient","in red cells"
"3758","checkpoint-1500","what is present?","vasculature","vasculitis"
"3759","checkpoint-1500","what died of what was thought to be viral pneumonia probably influenza?","immunoblastic type cells near splenic arteriole man","age 60s"
"3760","checkpoint-1500","what does this image show?","gaucher disease","lymphoma"
"3761","checkpoint-1500","is oral present?","yes","yes"
"3762","checkpoint-1500","is intraductal papillomatosis with apocrine metaplasia present?","no","no"
"3763","checkpoint-1500","what does this image show?","prostatic hyperplasia","esophagus"
"3764","checkpoint-1500","what is present?","hepatobiliary","gastrointestinal"
"3765","checkpoint-1500","does hematologic show brain, herpes inclusion bodies?","no","yes"
"3766","checkpoint-1500","what is present?","chronic lymphocytic leukemia","hematologic"
"3767","checkpoint-1500","what is present?","neuronophagia","brain"
"3768","checkpoint-1500","is lower chest and abdomen anterior present?","no","no"
"3769","checkpoint-1500","does this image show demodex folliculorum?","yes","yes"
"3770","checkpoint-1500","does amyloidosis show thromboembolus from leg veins in right ventricle and atrium?","no","no"
"3771","checkpoint-1500","what is single metastatic appearing lesion was reticulum cell sarcoma?","quite large diagnosis","metastatic carcinoma"
"3772","checkpoint-1500","what is quite large diagnosis was reticulum cell sarcoma?","single metastatic appearing lesion","malignant"
"3773","checkpoint-1500","what is present?","gastrointestinal","female reproductive"
"3774","checkpoint-1500","what is in a patient who died suddenly?","plaque rupture without superimposed thrombus","cardiovascular"
"3775","checkpoint-1500","how does this image show villous lesion?","with chronic inflammatory cells","with dilated and congested villi"
"3776","checkpoint-1500","what is present?","squamous cell carcinoma","uterus"
"3777","checkpoint-1500","what consists of uncalcified osteoid?","paler trabeculae","bone matrix"
"3778","checkpoint-1500","what is present?","urinary","vasculature"
"3779","checkpoint-1500","what does this image show?","opened larynx shows quite well","sarcoidosis"
"3780","checkpoint-1500","what is present?","hematologic","endocrine"
"3781","checkpoint-1500","what is opened abdomen with ischemic appearing intestines bound?","by neoplastic adhesions good but not the best ovarian papillary adenocarcinoma","abdomen"
"3782","checkpoint-1500","where is this?","skin","pancreas"
"3783","checkpoint-1500","where is this part in?","spleen","abdomen"
"3784","checkpoint-1500","what is present?","metastatic carcinoma","bone"
"3785","checkpoint-1500","where does this belong to?","female reproductive system","endocrine system"
"3786","checkpoint-1500","does pus in test tube show glomerulonephritis, sle ii?","no","no"
"3787","checkpoint-1500","is adenoma sebaceum present?","no","yes"
"3788","checkpoint-1500","what is no ovary present to indicate the location of the tumor mass?","there","right"
"3789","checkpoint-1500","where are the normal gland acini seen?","on the left","in the centre of the field"
"3790","checkpoint-1500","is gastrointestinal present?","yes","yes"
"3791","checkpoint-1500","are hours demonstrated by immunohistochemical staining?","no","yes"
"3792","checkpoint-1500","is malignant lymphoma present?","yes","yes"
"3793","checkpoint-1500","what is infiltrated with leukocytes?","the vessel wall","vasculature"
"3794","checkpoint-1500","what are somewhat collapsed?","close-up view well shown normal discs case of chronic myelogenous leukemia in a 14yo male vertebra","intervertebral discs"
"3795","checkpoint-1500","what does this image show?","lung","lung"
"3796","checkpoint-1500","what is good example of veins filled?","with blood","with blood"
"3797","checkpoint-1500","does this image show wrights?","yes","yes"
"3798","checkpoint-1500","what is present?","myocardium","cardiac"
"3799","checkpoint-1500","is hepatobiliary present?","yes","yes"
"3800","checkpoint-1500","what does this image show?","ureteral stricture","nodule in ovary"
"3801","checkpoint-1500","what reveals large cells with distinct cell borders, pale nuclei, prominent nucleoli, and a sparse lymphocytic infiltrate?","microscopic examination","histology"
"3802","checkpoint-1500","is acute myelogenous leukemia present?","yes","no"
"3803","checkpoint-1500","where is this?","oral","abdomen"
"3804","checkpoint-1500","what is present?","sugar coated","liver"
"3805","checkpoint-1500","are hemorrhage and necrosis prominent?","yes","yes"
"3806","checkpoint-1500","what is present?","cardiovascular","gastrointestinal"
"3807","checkpoint-1500","does this image show brain, breast cancer metastasis to meninges?","yes","yes"
"3808","checkpoint-1500","what is present?","spleen","hematoma"
"3809","checkpoint-1500","is krukenberg tumor present?","no","no"
"3810","checkpoint-1500","what contain prominent keratohyaline granules?","koilocytes and virus-infected keratinocytes","keratinocytes"
"3811","checkpoint-1500","is endometritis postpartum present?","no","no"
"3812","checkpoint-1500","does this image show ruptured saccular aneurysm right middle cerebral artery?","yes","yes"
"3813","checkpoint-1500","what are present throughout?","nodular aggregates of lymphoma cells","lymphocytes"
"3814","checkpoint-1500","what is present?","ameloblastoma","oral"
"3815","checkpoint-1500","what does this image show?","saggital section which is a very good illustration of lesion","uterus"
"3816","checkpoint-1500","does eosinophilic adenoma show lymphocytic infiltration in perinodal fat?","no","no"
"3817","checkpoint-1500","what is present?","abdomen","lung"
"3818","checkpoint-1500","what is present?","hepatobiliary","lung"
"3819","checkpoint-1500","is nodular parenchyma and dense intervening tumor tissue very good?","yes","no"
"3820","checkpoint-1500","does endocrine show view from dorsum of foot which has at least 9 toes?","no","no"
"3821","checkpoint-1500","does this image show typical lesion with giant cells and foreign material?","yes","yes"
"3822","checkpoint-1500","does equipments show a fungating and ulcerated growth?","no","no"
"3823","checkpoint-1500","is angiogram present?","yes","no"
"3824","checkpoint-1500","is hepatobiliary present?","yes","yes"
"3825","checkpoint-1500","where is this?","oral","oral"
"3826","checkpoint-1500","what is not clear-cut?","line of demarcation between gangrenous segment and the viable bowel","the cause of the lesion"
"3827","checkpoint-1500","what are present?","extremities","polydactyly"
"3828","checkpoint-1500","what does the inset stained for keratins 8 and 18 (brown) show?","a ballooned cell in which keratins have been ubiquitinylated and have collapsed into an immunoreactive mallory-denk body","abnormal keratinization"
"3829","checkpoint-1500","does this image show papilloma?","yes","yes"
"3830","checkpoint-1500","where is this?","pancreas","gastrointestinal"
"3831","checkpoint-1500","is aldehyde fuscin present?","no","no"
"3832","checkpoint-1500","what seen blastic cells?","wrights","large atypical cells"
"3833","checkpoint-1500","are the characteristic histologic features villous hypertrophy of the synovium and marked mononuclear inflammatory cell infiltrate in synovial membrane with formation of lymphoid follicles at places?","yes","yes"
"3834","checkpoint-1500","what is seen in the cyst while the cyst wall shows palisade layer of histiocytes?","worm","histiocytes"
"3835","checkpoint-1500","is soft tissue present?","yes","yes"
"3836","checkpoint-1500","is nervous present?","yes","yes"
"3837","checkpoint-1500","does mesothelioma show thrombus in leg vein with early organization?","no","no"
"3838","checkpoint-1500","does this image show external view case of situs ambiguous partial left isomerism?","yes","yes"
"3839","checkpoint-1500","what looks like placental abruption?","both adrenals external views focal hemorrhages do not know history","hemorrhage"
"3840","checkpoint-1500","what are present?","extremities","hand"
"3841","checkpoint-1500","is the cut surface not breached?","no","yes"
"3842","checkpoint-1500","do the alveolar walls show irregular plexiform masses and network of strands of epithelial cells?","no","yes"
"3843","checkpoint-1500","what is present?","oral","oral"
"3844","checkpoint-1500","what is present?","lymph node","hematologic"
"3845","checkpoint-1500","is polysplenia present?","yes","no"
"3846","checkpoint-1500","is the sectioned surface identical to that of seminoma of the testis?","no","yes"
"3847","checkpoint-1500","does this image show pancreatic fat necrosis?","yes","yes"
"3848","checkpoint-1500","does this image show stress ulcers, stomach?","yes","yes"
"3849","checkpoint-1500","what healed?","squamous cell carcinoma","burns"
"3850","checkpoint-1500","does underdevelopment show body with extensive ecchymoses and desquamation?","no","no"
"3851","checkpoint-1500","what does this image show?","normal lung","lung"
"3852","checkpoint-1500","is mesothelioma present?","no","no"
"3853","checkpoint-1500","what are well-formed papillae lined by?","cells with characteristic empty-appearing nuclei","Epithelial cells"
"3854","checkpoint-1500","what does this image show?","lung","lung"
"3855","checkpoint-1500","do mucicarmine stain?","yes","yes"
"3856","checkpoint-1500","is vessel present?","no","no"
"3857","checkpoint-1500","does this image show inner table view multiple venous lakes?","yes","yes"
"3858","checkpoint-1500","what does this image show?","med excellent example of perineural invasion","sarcomas"
"3859","checkpoint-1500","is low magnification caused predominantly by stromal, rather than glandular, proliferation in other cases of nodular hyperplasia?","no","yes"
"3860","checkpoint-1500","are skin stem cells moderately narrowed by this eccentric lesion, which leaves part of the vessel wall unaffected?","no","yes"
"3861","checkpoint-1500","what is present?","female reproductive","brain"
"3862","checkpoint-1500","what does this image show?","pancreatic fat necrosis","lipoma"
"3863","checkpoint-1500","what is present?","nervous","brain"
"3864","checkpoint-1500","what is present?","pancreas","gastrointestinal"
"3865","checkpoint-1500","does the fibrosis, which varies in intensity, reveal large cells with distinct cell borders, pale nuclei, prominent nucleoli, and a sparse lymphocytic infiltrate?","no","yes"
"3866","checkpoint-1500","what is obvious metastatic lesion 44yobfadenocarcinoma of lung giant cell type occurring?","after she was treat-ed for hodgkins disease","unknown"
"3867","checkpoint-1500","what is present?","gastrointestinal","gastrointestinal"
"3868","checkpoint-1500","does microscopy show whorls of smooth muscle cells which are spindle-shaped, having abundant cytoplasm and oval nuclei?","yes","yes"
"3869","checkpoint-1500","where does this belong to?","endocrine system","endocrine system"
"3870","checkpoint-1500","is endocrine present?","yes","yes"
"3871","checkpoint-1500","where is this?","urinary","abdomen"
"3872","checkpoint-1500","does this image show tuberculosis, empyema?","yes","yes"
"3873","checkpoint-1500","what is present?","female reproductive","brain"
"3874","checkpoint-1500","what does this image show?","thyroid","brain"
"3875","checkpoint-1500","does basal skull fracture show papilloma?","no","no"
"3876","checkpoint-1500","is oral present?","yes","yes"
"3877","checkpoint-1500","is nervous present?","yes","yes"
"3878","checkpoint-1500","does this image show cirrhosis?","yes","yes"
"3879","checkpoint-1500","does hemorrhage associated with placental abruption show adrenal gland, severe hemorrhage waterhouse-friderichsen syndrome?","no","no"
"3880","checkpoint-1500","is confluent necrosis seen in the perivenular region zone 3?","yes","yes"
"3881","checkpoint-1500","what is present?","liver","hepatobiliary"
"3882","checkpoint-1500","is thymus present?","yes","yes"
"3883","checkpoint-1500","does fracture show section through mediastinal structure showing tumor about aorta and pulmonary arteries?","no","no"
"3884","checkpoint-1500","what is present?","hepatobiliary","hepatobiliary"
"3885","checkpoint-1500","does this image show fibrocaseous mass of tissue?","yes","yes"
"3886","checkpoint-1500","what is fracture line shown?","very thin skull eggshell type","stress fracture"
"3887","checkpoint-1500","is cystadenocarcinoma malignancy present?","no","yes"
"3888","checkpoint-1500","what is present?","rheumatoid arthritis","bone"
"3889","checkpoint-1500","what healed?","squamous cell carcinoma, lip remote,","burns"
"3890","checkpoint-1500","what is present?","spleen","bone marrow"
"3891","checkpoint-1500","what do the serial numbers in the figure correspond to in the text?","their description","1-8"
"3892","checkpoint-1500","what does this image show?","islet cell carcinoma","colon"
"3893","checkpoint-1500","is close-up of faceted mixed stones with two showing cut surfaces?","yes","yes"
"3894","checkpoint-1500","when does this image show close-up of vertebra with obvious metastatic lesion 44yobfadenocarcinoma of lung giant cell type occurring 25 years?","after she was treat-ed for hodgkins disease","after breast surgery"
"3895","checkpoint-1500","are the segregation of b cells and t cells in different regions of the lymph node present throughout?","no","yes"
"3896","checkpoint-1500","where is this?","lung","lung"
"3897","checkpoint-1500","is hepatobiliary present?","yes","yes"
"3898","checkpoint-1500","what is present?","adenoma","vasculitis"
"3899","checkpoint-1500","does this image show epulis fissuratum?","yes","yes"
"3900","checkpoint-1500","does this image show coronary artery atherosclerosis diagram?","yes","yes"
"3901","checkpoint-1500","what is present?","gastrointestinal","gastrointestinal"
"3902","checkpoint-1500","is metastatic carcinoma present?","no","yes"
"3903","checkpoint-1500","is squamous cell carcinoma found in the mid-esophagus, where it commonly causes strictures?","yes","yes"
"3904","checkpoint-1500","is female reproductive present?","yes","yes"
"3905","checkpoint-1500","what shows haemorrhage?","the margin of infracted area","section of liver"
"3906","checkpoint-1500","where is this area in the body?","abdomen","abdomen"
"3907","checkpoint-1500","what is not enlarged?","neoplasm gland","testicle"
"3908","checkpoint-1500","what is present?","cardiovascular","cardiovascular"
"3909","checkpoint-1500","does fibrinous peritonitis show parathyroid hyperplasia?","no","no"
"3910","checkpoint-1500","what is present?","hand","extremities"
"3911","checkpoint-1500","what does child have?","polycystic disease","malformation of ureter"
"3912","checkpoint-1500","what is present?","kidney","gastrointestinal"
"3913","checkpoint-1500","what does this image show?","diaphragm","esophageal varices"
"3914","checkpoint-1500","where is this part in?","spleen","female reproductive system"
"3915","checkpoint-1500","what is a simian crease suspect?","previous slide from this case","syndactyly"
"3916","checkpoint-1500","what is present?","thymus","cardiovascular"
"3917","checkpoint-1500","is iron stored as ferritin and haemosiderin?","yes","yes"
"3918","checkpoint-1500","is endocrine present?","yes","yes"
"3919","checkpoint-1500","does this image show thyroid, normal?","yes","yes"
"3920","checkpoint-1500","does this image show garres osteomyelitis proliferative periosteitis?","yes","yes"
"3921","checkpoint-1500","what does this image show?","good example of poorly differentiated infiltrating ductal carcinoma","sarcomas"
"3922","checkpoint-1500","what are attenuated?","the internal and external elastic membranes","vessel walls"
"3923","checkpoint-1500","how are the organisms?","somewhat variable in size","hyaline"
"3924","checkpoint-1500","what is present?","prostate","testicle"
"3925","checkpoint-1500","does this image show lung, hematoma?","yes","yes"
"3926","checkpoint-1500","what is caused by intracapillary leukocytes and proliferation of intrinsic glomerular cells?","glomerular hypercellularity","podocyte damage"
"3927","checkpoint-1500","does this image show mostly head in photo gory edema?","yes","yes"
"3928","checkpoint-1500","is hepatobiliary present?","yes","yes"
"3929","checkpoint-1500","what is present?","bone","brain"
"3930","checkpoint-1500","is uremic frost present?","yes","yes"
"3931","checkpoint-1500","is joints present?","yes","yes"
"3932","checkpoint-1500","does bilateral cleft palate show necrotizing granuloma?","no","no"
"3933","checkpoint-1500","is opened abdominal cavity with massive tumor in omentum none apparent in liver nor over peritoneal surfaces gut present?","no","yes"
"3934","checkpoint-1500","are multiple and typical lesions easily seen?","yes","yes"
"3935","checkpoint-1500","is lateral view present?","no","no"
"3936","checkpoint-1500","what is the nodularity caused by?","stromal","inflammation and fibrosis"
"3937","checkpoint-1500","are two small pulmonary arterioles packed with laminated swirls of fetal squamous cells?","yes","yes"
"3938","checkpoint-1500","is acute myelogenous leukemia present?","yes","no"
"3939","checkpoint-1500","is lymphangiomatosis present?","yes","yes"
"3940","checkpoint-1500","is the necrotic ulcer base useful in localizing and distinguishing adenomas from parathyroid hyperplasia, in which more than one gland will demonstrate increased uptake?","no","yes"
"3941","checkpoint-1500","where is this?","oral","pancreas"
"3942","checkpoint-1500","what is present?","respiratory","lung"
"3943","checkpoint-1500","what does this image show?","neural tube defect","lipoma"
"3944","checkpoint-1500","what does this image show?","kidney aspergillosis","kidney"
"3945","checkpoint-1500","does this image show tetracycline induced discoloration?","yes","yes"
"3946","checkpoint-1500","what is present?","autoimmune thyroiditis","endocrine"
"3947","checkpoint-1500","what does this image show?","pericarditis","large nodule in lung"
"3948","checkpoint-1500","where is this?","urinary","lung"
"3949","checkpoint-1500","are extremities present?","yes","yes"
"3950","checkpoint-1500","how is marked enlargement of the air spaces?","with destruction alveolar septa but without fibrosis","by the presence of numerous air-filled spaces"
"3951","checkpoint-1500","is some excess of mature and small differentiated lymphocytes degenerate forms appearing as bare smudged nuclei?","yes","yes"
"3952","checkpoint-1500","does the superior vena cava show close-up well shown?","no","no"
"3953","checkpoint-1500","has loss of blood supply led to cutaneous ulcerations?","yes","yes"
"3954","checkpoint-1500","what is surrounded by lymphocytes, macrophages, and an eosinophil?","a binucleate reed-sternberg cell","necrotic tissue"
"3955","checkpoint-1500","is stomach present?","no","yes"
"3956","checkpoint-1500","does ameloblastoma show single metastatic appearing lesion is quite large diagnosis was reticulum cell sarcoma?","no","yes"
"3957","checkpoint-1500","what is there around extravasated mucus?","inflammatory reaction","necrotizing vasculitis"
"3958","checkpoint-1500","what is present?","hematologic","kidney"
"3959","checkpoint-1500","is endocrine present?","yes","yes"
"3960","checkpoint-1500","what stain?","mucicarmine","hematoxylin and eosin"
"3961","checkpoint-1500","is herpes labialis present?","yes","yes"
"3962","checkpoint-1500","what has hemorrhage of subcutaneous vessels produced?","extensive discoloration","purplish discoloration"
"3963","checkpoint-1500","does acute peritonitis show typical not advanced macerated stillborn?","no","no"
"3964","checkpoint-1500","is spleen present?","yes","yes"
"3965","checkpoint-1500","is endocrine present?","yes","yes"
"3966","checkpoint-1500","does conjoined twins show kidney, hypoplasia and compensatory hypertrophy 300 grams left?","no","no"
"3967","checkpoint-1500","what shows foamy macrophages?","lamina propria of the mucosa","tissue"
"3968","checkpoint-1500","does this image show mucoepidermoid carcinoma?","yes","yes"
"3969","checkpoint-1500","what does this image show?","wrights easily seen blastic cells","lymphoma"
"3970","checkpoint-1500","does this image show typical cut surface appearance for severe ischemia?","yes","yes"
"3971","checkpoint-1500","does this image show normal appendix?","yes","yes"
"3972","checkpoint-1500","what is present?","liver","lymphoma"
"3973","checkpoint-1500","does normal skeletal muscle have relatively uniform polygonal myofibers with peripherally placed nuclei that are tightly packed together into fascicles separated by scant connective tissue?","yes","yes"
"3974","checkpoint-1500","is liver present?","yes","yes"
"3975","checkpoint-1500","what is present?","cardiovascular","cardiovascular"
"3976","checkpoint-1500","what does this image show?","lung","lung"
