"ID","model_dir","question","correct_answer","model_output"
"3259","checkpoint-12000","does this image show adenomatoid odontogenic tumor?","yes","yes"
"3260","checkpoint-12000","is pancreas present?","yes","yes"
"3261","checkpoint-12000","what is present?","vasculature","cardiovascular"
"3262","checkpoint-12000","is an opened peritoneal cavity cause by fibrous band strangulation present?","no","no"
"3263","checkpoint-12000","what is present with open spine?","anencephaly","severe cord compression"
"3264","checkpoint-12000","is urinary present?","yes","yes"
"3265","checkpoint-12000","what does this image show?","thermal burned skin","lymph nodes"
"3266","checkpoint-12000","is the granuloma composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?","yes","no"
"3267","checkpoint-12000","does alpha smooth muscle actin immunohistochemical show incisive canal cyst nasopalatien duct cyst?","no","no"
"3268","checkpoint-12000","what are prominent?","hemorrhage and necrosis","inflammatory cells"
"3269","checkpoint-12000","is disease limited to the mucosa?","yes","yes"
"3270","checkpoint-12000","what does this image show?","mild acute rejection","alcoholic hepatitis"
"3271","checkpoint-12000","does this image show gms illustrates organisms granulomatous prostatitis case of aids?","yes","yes"
"3272","checkpoint-12000","what is present?","cardiovascular","cardiovascular"
"3273","checkpoint-12000","does med excellent example of epidermal separation gross of this lesion show fixed tissue good example small kidney?","no","no"
"3274","checkpoint-12000","what is present?","hepatobiliary","liver"
"3275","checkpoint-12000","is adenocarcinoma present?","no","yes"
"3276","checkpoint-12000","does this image show normal liver?","yes","yes"
"3277","checkpoint-12000","what is present?","cardiovascular","cardiovascular"
"3278","checkpoint-12000","is basilar skull fracture present?","yes","yes"
"3279","checkpoint-12000","does angiogram saphenous vein bypass graft show frontal section with large patch of central infarction well seen?","no","no"
"3280","checkpoint-12000","where does this part belong to?","female reproductive system","female reproductive system"
"3281","checkpoint-12000","are extremities present?","yes","yes"
"3282","checkpoint-12000","what is present?","thymus","cardiovascular"
"3283","checkpoint-12000","what does this image show?","excellent multiple lesions sigmoid colon papillary adenocarcinoma 6mo post colon resection with multiple complications","close-up view of lesions with yellow cartilage and some areas of hemorrhage"
"3284","checkpoint-12000","what is present?","hepatobiliary","respiratory"
"3285","checkpoint-12000","is this lesion present?","no","no"
"3286","checkpoint-12000","is bladder present?","yes","yes"
"3287","checkpoint-12000","what does this image show?","stomach","colon"
"3288","checkpoint-12000","is chronic myelogenous leukemia present?","no","no"
"3289","checkpoint-12000","is liver present?","yes","yes"
"3290","checkpoint-12000","is respiratory present?","yes","yes"
"3291","checkpoint-12000","where is this?","skin","skin"
"3292","checkpoint-12000","what shows congophilia as seen by red-pink colour?","congo staining colour","the tumour"
"3293","checkpoint-12000","does the corresponding area show apple-green birefringence?","yes","no"
"3294","checkpoint-12000","what does this image show?","dens invaginatus","heart"
"3295","checkpoint-12000","where is this?","heart","lung"
"3296","checkpoint-12000","what does this image show?","normal lung","lung"
"3297","checkpoint-12000","what is present?","burkitts lymphoma","bone marrow"
"3298","checkpoint-12000","what taken during life large lesion?","a photo","hand"
"3299","checkpoint-12000","how does the thyroid parenchyma contain a dense lymphocytic infiltrate?","with germinal centers","with many large follicles"
"3300","checkpoint-12000","is syndactyly present?","no","no"
"3301","checkpoint-12000","does sickle cell disease show cellular detail well shown?","no","no"
"3302","checkpoint-12000","what stain preparation of sputum from a patient with pneumonia?","gram","gram-negative diplococci"
"3303","checkpoint-12000","does medial aspect show brain, cryptococcal meningitis?","no","no"
"3304","checkpoint-12000","what is present?","larynx","larynx"
"3305","checkpoint-12000","what does this image show?","thrombus in leg vein with early organization","heart"
"3306","checkpoint-12000","where is this from?","female reproductive system","female reproductive system"
"3307","checkpoint-12000","does this image show spleen with three accessories 32yobf left isomerism and complex congenital heart disease?","yes","yes"
"3308","checkpoint-12000","does this image show heart, acute myocardial infarction, anterior wall?","yes","yes"
"3309","checkpoint-12000","what is present?","endocrine","bone marrow"
"3310","checkpoint-12000","what is present?","lung","cardiovascular"
"3311","checkpoint-12000","what is present?","respiratory","respiratory"
"3312","checkpoint-12000","what does this image show?","primary biliary cirrhosis","alcoholic hepatitis"
"3313","checkpoint-12000","does heel ulcer show leiomyoma?","no","no"
"3314","checkpoint-12000","does endometrioid type, grade 3, have a predominantly solid growth pattern?","yes","no"
"3315","checkpoint-12000","is bone marrow present?","yes","yes"
"3316","checkpoint-12000","what is present?","metastatic neuroblastoma","cardiovascular"
"3317","checkpoint-12000","what does this image adrenal?","both adrenals external views focal hemorrhages do not know history looks like placental abruption","spleen"
"3318","checkpoint-12000","does this image show lung, hemorrhagic bronchopneumonia, wilson 's disease?","yes","yes"
"3319","checkpoint-12000","does this image show ductopenia?","yes","yes"
"3320","checkpoint-12000","does this image show cellular detail well shown?","yes","yes"
"3321","checkpoint-12000","does this image show sectioned spleen showing lesion very well?","yes","yes"
"3322","checkpoint-12000","is lymph node present?","yes","yes"
"3323","checkpoint-12000","why does this image show close-up view of infarcts?","due to nonbacterial endocarditis 88yom with body burns","due to shock and hypotension"
"3324","checkpoint-12000","what does this image show?","endothelium with myelin bodies precipitated lipid in interstitial space","vasculitis"
"3325","checkpoint-12000","what are and?","additional micros","fibrosis"
"3326","checkpoint-12000","what is present?","gastrointestinal","gastrointestinal"
"3327","checkpoint-12000","what is present?","cardiovascular","cardiovascular"
"3328","checkpoint-12000","what does this image show?","parathyroid hyperplasia","esophageal varices"
"3329","checkpoint-12000","does this image show pancreatic fat necrosis?","yes","yes"
"3330","checkpoint-12000","what does this image show?","nicotine stomatitis","traumatic neuroma"
"3331","checkpoint-12000","what does this image show?","cirrhosis","liver"
"3332","checkpoint-12000","does exostosis show skin, kaposis 's sarcoma?","no","no"
"3333","checkpoint-12000","what indicate foci of hepatocytes undergoing necrosis in this pas-d-stained biopsy from a patient with acute hepatitis b?","clusters of pigmented hepatocytes with eosinophilic cytoplasm","the foci of necrosis"
"3334","checkpoint-12000","is bone, mandible present?","yes","no"
"3335","checkpoint-12000","what are there lined by endothelial cells and surrounded by nests and masses of glomus cells?","blood-filled vascular channels","glomus angiomas"
"3336","checkpoint-12000","what does this image show?","sarcoidosis","granuloma"
"3337","checkpoint-12000","does this image show excellent great toe lesion?","yes","yes"
"3338","checkpoint-12000","is the wall of the artery highly variable?","no","no"
"3339","checkpoint-12000","what is present?","gastrointestinal","respiratory"
"3340","checkpoint-12000","what shows close-up supernumerary digit?","no","hand"
"3341","checkpoint-12000","what does this image show?","pancreatic fat necrosis","pancreatic fat necrosis"
"3342","checkpoint-12000","what is present?","stein leventhal","prostate"
"3343","checkpoint-12000","is supernumerary digits present?","no","no"
"3344","checkpoint-12000","what is present?","cardiovascular","cardiovascular"
"3345","checkpoint-12000","is sickle cell disease present?","no","yes"
"3346","checkpoint-12000","does meningitis acute show lung, pneumocystis pneumonia?","no","no"
"3347","checkpoint-12000","is the particle denoted for the frequency of valvular involvement?","no","no"
"3348","checkpoint-12000","is gastrointestinal present?","yes","yes"
"3349","checkpoint-12000","is respiratory present?","yes","yes"
"3350","checkpoint-12000","is atherosclerosis present?","no","no"
"3351","checkpoint-12000","what does this image show?","section through mediastinal structure showing tumor about aorta and pulmonary arteries","lung"
"3352","checkpoint-12000","is bread-loaf slices into prostate gland photographed close-up showing nodular parenchyma and dense intervening tumor tissue very good?","yes","yes"
"3353","checkpoint-12000","does this image show peripheral giant cell lesion?","yes","yes"
"3354","checkpoint-12000","is oral present?","yes","yes"
"3355","checkpoint-12000","what is whole body after autopsy with covered incision very good representation of mongoloid facies and one hand opened quite good example?","opened to show simian crease","infant body"
"3356","checkpoint-12000","what is present?","sarcoidosis","spleen"
"3357","checkpoint-12000","what does this image show?","lung","lung"
"3358","checkpoint-12000","what is present?","female reproductive","female reproductive"
"3359","checkpoint-12000","does papillary adenoma show x-ray sella?","no","no"
"3360","checkpoint-12000","does pituitary show child has polycystic disease?","no","no"
"3361","checkpoint-12000","what is present?","feet","hand"
"3362","checkpoint-12000","is traumatic rupture present?","yes","yes"
"3363","checkpoint-12000","what is present?","mixed mesodermal tumor","female reproductive"
"3364","checkpoint-12000","where is this area in the body?","breast","breast"
"3365","checkpoint-12000","is surface of nodes seen externally in slide present?","no","no"
"3366","checkpoint-12000","do paler trabeculae consist of uncalcified osteoid?","yes","no"
"3367","checkpoint-12000","how do colon biopsy , mycobacterium avium-intracellularae , stain?","acid","acid fast positive"
"3368","checkpoint-12000","is meningitis acute present?","no","no"
"3369","checkpoint-12000","how does this image show section through mediastinum to show tumor?","surrounding vessels","with metastatic nodes"
"3370","checkpoint-12000","what is present?","gastrointestinal","gastrointestinal"
"3371","checkpoint-12000","is hematologic present?","yes","yes"
"3372","checkpoint-12000","what does the tumour show?","a thin capsule and underlying lobules of mature adipose cells separated by delicate fibrous septa","large cells with abundant eosinophilic cytoplasm and small nuclei"
"3373","checkpoint-12000","is bone marrow present?","yes","yes"
"3374","checkpoint-12000","does this image show cross sections showing apparently four arteries and two veins?","yes","yes"
"3375","checkpoint-12000","does this image show saggital section which is a very good illustration of this lesion?","yes","yes"
"3376","checkpoint-12000","is hepatobiliary present?","yes","yes"
"3377","checkpoint-12000","does this image show heart, myocardial infarction, surgery to repair interventricular septum rupture?","yes","yes"
"3378","checkpoint-12000","is heart present?","no","no"
"3379","checkpoint-12000","what diagnosed as reticulum cell sarcoma?","granulomata","spleen"
"3380","checkpoint-12000","what shows replacement of almost whole breast with a large circumscribed, greywhite, firm, nodular mass having slit-like, compressed cystic areas and areas of haemorrhage?","simple mastectomy specimen","cut surface"
"3381","checkpoint-12000","is respiratory present?","yes","yes"
"3382","checkpoint-12000","is low-power view of a cross section of a skin blister showing the epidermis stain for myelin showing irregular, poorly defined areas of demyelination, which become confluent in places?","no","no"
"3383","checkpoint-12000","what does the cyst wall show?","palisade layer of histiocytes","fibrous scar tissue"
"3384","checkpoint-12000","is adp surrounded by palisades of macrophages and plasma cells marginated peripherally by fibroblasts?","no","no"
"3385","checkpoint-12000","what is disease limited to?","the mucosa","the mucosa"
"3386","checkpoint-12000","is focal hemorrhagic infarction well shown present?","no","no"
"3387","checkpoint-12000","is gastrointestinal present?","yes","yes"
"3388","checkpoint-12000","does this image show thrombosed esophageal varices?","yes","yes"
"3389","checkpoint-12000","where is this?","nervous","nervous"
"3390","checkpoint-12000","does this image show granulomas?","yes","yes"
"3391","checkpoint-12000","does this image show normal breast?","yes","yes"
"3392","checkpoint-12000","where is this area in the body?","breast","breast"
"3393","checkpoint-12000","does this image show polyarteritis nodosa, liver arteriogram?","yes","yes"
"3394","checkpoint-12000","does myocardial infarct show pancreatic fat necrosis?","no","no"
"3395","checkpoint-12000","what does this image show?","neural tube defect","joints"
"3396","checkpoint-12000","where does this belong to?","female reproductive system","female reproductive system"
"3397","checkpoint-12000","is abdomen present?","yes","no"
"3398","checkpoint-12000","does artery show periaortic nodes with metastatic carcinoma aorta shows good atherosclerotic plaques?","no","no"
"3399","checkpoint-12000","what is present?","liver","liver"
"3400","checkpoint-12000","what is present?","spleen","spleen"
"3401","checkpoint-12000","does this image show typical with reed sternberg cell source?","yes","yes"
"3402","checkpoint-12000","does granuloma show granulomas?","no","no"
"3403","checkpoint-12000","does this image show heart, myocardial infarction free wall, 6 days old, in a patient with diabetes mellitus and hypertension?","yes","yes"
"3404","checkpoint-12000","what is present?","endocrine","spleen"
"3405","checkpoint-12000","what are seen microscopically?","hemorrhage and contraction bands","fibrosis and fibrosis"
"3406","checkpoint-12000","what is present?","abdomen","spleen"
"3407","checkpoint-12000","does this image show lung, sarcoidosis?","yes","yes"
"3408","checkpoint-12000","what does inset show?","koilocytes and virus-infected keratinocytes containing prominent keratohyaline granules","microscopic features of adenoid cystic carcinoma"
"3409","checkpoint-12000","where is this from?","vasculature","gastrointestinal system"
"3410","checkpoint-12000","is periphery grey-white with areas of haemorrhage and necrosis?","no","yes"
"3411","checkpoint-12000","does this image show thyroid, goiter?","yes","yes"
"3412","checkpoint-12000","does this image show actinic keratosis?","yes","yes"
"3413","checkpoint-12000","is the wedge-shaped infarct well-encapsulated with compression of surrounding thyroid parenchyma?","no","no"
"3414","checkpoint-12000","what does this image show?","photo of whole body showing head laterally with no chin","anterior view"
"3415","checkpoint-12000","is hepatobiliary present?","yes","yes"
"3416","checkpoint-12000","does opened muscle show?","no","no"
"3417","checkpoint-12000","where is this from?","gastrointestinal system","lung"
"3418","checkpoint-12000","what does this image show?","lung","lung"
"3419","checkpoint-12000","does this image show gms granuloma due to pneumocystis aids case?","yes","yes"
"3420","checkpoint-12000","what is present?","gastrointestinal","acute lymphocytic leukemia"
"3421","checkpoint-12000","what is present?","spleen","spleen"
"3422","checkpoint-12000","is palmar crease normal present?","yes","no"
"3423","checkpoint-12000","what is present?","liver","liver"
"3424","checkpoint-12000","does larynx show thermal burned skin?","no","no"
"3425","checkpoint-12000","what is present?","hematologic","spleen"
"3426","checkpoint-12000","what is present?","hepatobiliary","vasculature"
"3427","checkpoint-12000","what is present?","hepatobiliary","spleen"
"3428","checkpoint-12000","how is close-up view shown line?","fracture","cut surface"
"3429","checkpoint-12000","is glioma present?","no","no"
"3430","checkpoint-12000","is ameloblastoma present?","yes","no"
"3431","checkpoint-12000","is gangrene present?","yes","no"
"3432","checkpoint-12000","what is present?","liver","liver"
"3433","checkpoint-12000","what does this image show?","kidney","colon"
"3434","checkpoint-12000","what is present?","cardiovascular","cardiovascular"
"3435","checkpoint-12000","is adenocarcinoma present?","yes","no"
"3436","checkpoint-12000","do premitotic phases correspond to five numbers in the text?","no","no"
"3437","checkpoint-12000","is hematologic present?","yes","yes"
"3438","checkpoint-12000","does this image show photo of face with multiple typical lesions?","yes","yes"
"3439","checkpoint-12000","is chromophobe adenoma present?","no","no"
"3440","checkpoint-12000","what is present?","hematologic","spleen"
"3441","checkpoint-12000","what is present?","female reproductive","cardiovascular"
"3442","checkpoint-12000","what is present?","retroperitoneal liposarcoma","female reproductive"
"3443","checkpoint-12000","how is spleen with three accessories 32yobf left isomerism and congenital heart disease?","complex","infarct"
"3444","checkpoint-12000","does this image show x-ray of femoral heads removed at autopsy good illustration?","yes","yes"
"3445","checkpoint-12000","what is present?","acute myelogenous leukemia","hand"
"3446","checkpoint-12000","what does this image show?","pancrease","lung"
"3447","checkpoint-12000","what is grey-white with areas of haemorrhage and necrosis?","a bulky expanded tumour in the region of metaphysis sparing the epiphyseal cartilage","central area of necrosis"
"3448","checkpoint-12000","where is this?","urinary","urinary"
"3449","checkpoint-12000","what is present?","bone marrow","bone marrow"
"3450","checkpoint-12000","does this image show bowel in situ with diffuse thickening of peritoneal surfaces due to metastatic carcinoma breast primary i think?","yes","yes"
"3451","checkpoint-12000","where does this belong to?","endocrine system","endocrine system"
"3452","checkpoint-12000","what is present?","hepatobiliary","hepatobiliary"
"3453","checkpoint-12000","is vasculature present?","yes","yes"
"3454","checkpoint-12000","what does this image show?","lung","lung"
"3455","checkpoint-12000","what is present?","bone marrow","spleen"
"3456","checkpoint-12000","when does this image show patient?","before surgery lesion in clavicle","before surgery"
"3457","checkpoint-12000","do the bronchioles as well as the adjacent alveoli show ballooning degeneration and necrosis with some containing mallory 's hyalin inbox?","no","yes"
"3458","checkpoint-12000","does this image shows of smooth muscle cell with lipid in sarcoplasm and lipid show granular cell tumor?","no","no"
"3459","checkpoint-12000","is theca luteum cysts in newborn present?","yes","no"
"3460","checkpoint-12000","what is present?","hepatobiliary","spleen"
"3461","checkpoint-12000","what are present?","extremities","extremities"
"3462","checkpoint-12000","what does this image show?","normal aortic valve","heart"
"3463","checkpoint-12000","what is present?","gastrointestinal","oral"
"3464","checkpoint-12000","does low-power view highlight the histologic features?","no","yes"
"3465","checkpoint-12000","does typical tuberculous exudate show posterior view of whole body to buttocks?","no","no"
"3466","checkpoint-12000","what do bone marrow aspirate in myeloma show?","numerous plasma cells","large number of plasma cells"
"3467","checkpoint-12000","what is present?","gaucher cell","bone marrow"
"3468","checkpoint-12000","is jejunum present?","yes","no"
"3469","checkpoint-12000","is a bulge present?","no","no"
"3470","checkpoint-12000","is lesion present?","no","no"
"3471","checkpoint-12000","where is this area in the body?","abdomen","female reproductive system"
"3472","checkpoint-12000","what is present?","cardiovascular","gastrointestinal"
"3473","checkpoint-12000","what is present?","cardiovascular","respiratory"
"3474","checkpoint-12000","what does this image show?","structures labeled","high-power view of endoplasmic reticulum"
"3475","checkpoint-12000","does this image show polyarteritis nodosa?","yes","yes"
"3476","checkpoint-12000","is cervical carcinoma present?","no","no"
"3477","checkpoint-12000","does omphalocele show pancreatic fat necrosis?","no","no"
"3478","checkpoint-12000","what is present?","lymph node","spleen"
"3479","checkpoint-12000","what is present?","face","face"
"3480","checkpoint-12000","do the serial numbers in the figure correspond to their description in the text?","yes","yes"
"3481","checkpoint-12000","is opened muscle present?","no","no"
"3482","checkpoint-12000","is there periphery, coarse basophilic granular debris while the periphery shows a few mixed inflammatory cells?","no","no"
"3483","checkpoint-12000","where is this from?","female reproductive system","female reproductive system"
"3484","checkpoint-12000","does this image show good representation?","yes","yes"
"3485","checkpoint-12000","does this image show post-orthotopic liver transplant?","yes","yes"
"3486","checkpoint-12000","does this image show about as good as your can get?","yes","yes"
"3487","checkpoint-12000","is urinary present?","yes","yes"
"3488","checkpoint-12000","does this image show bread-loaf slices into prostate gland photographed close-up showing nodular parenchyma and dense intervening tumor tissue very good?","yes","yes"
"3489","checkpoint-12000","is incidental finding died with promyelocytic leukemia stomach lesion #?","yes","no other obvious lesions"
"3490","checkpoint-12000","does this image show wernicke 's encephalopathy?","yes","yes"
"3491","checkpoint-12000","is pagets disease present?","yes","yes"
"3492","checkpoint-12000","what is present?","bone marrow","spleen"
"3493","checkpoint-12000","what does the fibrous capsule delimit?","the tumor","the tumour"
"3494","checkpoint-12000","is opened abdominal cavity with massive tumor in omentum none apparent in liver nor over peritoneal surfaces gut present?","no","yes"
"3495","checkpoint-12000","is bone, calvarium present?","yes","no"
"3496","checkpoint-12000","is lymphangiomatosis generalized present?","no","no"
"3497","checkpoint-12000","what is present?","metastatic colon carcinoma","spleen"
"3498","checkpoint-12000","when does an area of infarction show the presence of macrophages and surrounding reactive gliosis?","by day 10","after 2 weeks of ischemia-reperfusion injury"
"3499","checkpoint-12000","is diagrammatic representation of pathogenesis of atherosclerosis as explained by 'reaction-to-injury 'hypothesis?","yes","yes"
"3500","checkpoint-12000","what was taken from another case to illustrate the difference?","this","hand"
"3501","checkpoint-12000","what is present?","cardiovascular","vasculature"
"3502","checkpoint-12000","do small nests of epithelial cells and myxoid stroma forming cartilage and bone show septate hyphae with acute-angle branching, consistent with aspergillus?","no","no"
"3503","checkpoint-12000","what is present?","gastrointestinal","gastrointestinal"
"3504","checkpoint-12000","where is this?","lung","lung"
"3505","checkpoint-12000","does chronic myelogenous leukemia show wrights?","no","no"
"3506","checkpoint-12000","what is present?","malignant thymoma","cardiovascular"
"3507","checkpoint-12000","what are present as a pseudocyst, again highlighted by immunohistochemical staining?","bradyzoites","a few cells"
"3508","checkpoint-12000","do plexiform areas show irregular plexiform masses and network of strands of epithelial cells?","yes","no"
"3509","checkpoint-12000","what is present?","liver","liver"
"3510","checkpoint-12000","is leiomyosarcoma present?","yes","no"
"3511","checkpoint-12000","what is present?","female reproductive","uterus"
"3512","checkpoint-12000","what does this image show?","acid fast stain numerous acid fast bacilli very good slide","wrights very good example"
"3513","checkpoint-12000","does situs inversus show nice photo with obvious tumor in mucosa?","no","no"
"3514","checkpoint-12000","does fascicular muscle architecture stain for abeta?","no","no"
"3515","checkpoint-12000","what is there of secondary dentine?","deposition","loss of enamel and dentine"
"3516","checkpoint-12000","what has polycystic disease?","no","face"
"3517","checkpoint-12000","does this image show brain, infarct due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery?","yes","yes"
"3518","checkpoint-12000","does this image show lung, pneumocystis pneumonia?","yes","yes"
"3519","checkpoint-12000","what removed at autopsy good illustration?","x-ray of femoral heads","bone, tibia"
"3520","checkpoint-12000","does only a thin rim of normal pancreatic parenchyma remain?","yes","yes"
"3521","checkpoint-12000","are neurons containing tangles stained with an antibody specific for tau?","yes","yes"
"3522","checkpoint-12000","what is present?","cardiovascular","cardiovascular"
"3523","checkpoint-12000","what does this image show?","mucosal surface quite good","large lesion with obvious ulceration and central necrosis"
"3524","checkpoint-12000","what is present?","hepatobiliary","liver"
"3525","checkpoint-12000","is this person present?","no","no"
"3526","checkpoint-12000","is respiratory present?","yes","yes"
"3527","checkpoint-12000","is thecoma present?","yes","no"
"3528","checkpoint-12000","does bone, calvarium show liver, metastatic breast cancer?","no","no"
"3529","checkpoint-12000","is endocrine present?","no","yes"
"3530","checkpoint-12000","does lung biopsy specimen demonstrate large numbers of intraalveolar hemosiderin-laden macrophages on a background of thickened fibrous septa?","yes","yes"
"3531","checkpoint-12000","is there presence of abundant coarse black carbon pigment in the septal walls and around the bronchiole?","yes","yes"
"3532","checkpoint-12000","does carcinomatosis show normal brain?","no","no"
"3533","checkpoint-12000","does this image show thyroid, follicular adenoma?","yes","yes"
"3534","checkpoint-12000","is varices present?","yes","no"
"3535","checkpoint-12000","what is present?","rheumatoid arthritis with vasculitis","thymoma"
"3536","checkpoint-12000","is bone, calvarium present?","yes","yes"
"3537","checkpoint-12000","where is this?","urinary","oral"
"3538","checkpoint-12000","is focal hemorrhages diagnosed as reticulum cell sarcoma?","no","no"
"3539","checkpoint-12000","do numbers correspond to their description in the text?","no","no"
"3540","checkpoint-12000","does this image show hepatic node anaplastic adenocarcinoma from a one cm sessile prepyloric polyp incidental finding died with promyelocytic leukemia stomach lesion #?","yes","yes"
"3541","checkpoint-12000","does this image show good example of veins filled with blood?","yes","yes"
"3542","checkpoint-12000","where does this belong to?","female reproductive system","female reproductive system"
"3543","checkpoint-12000","what highlights the histologic features?","the high-magnification view","the presence of numerous macrophages"
"3544","checkpoint-12000","what is enchondroma composed of?","a nodule of hyaline cartilage","cartilage"
"3545","checkpoint-12000","is glomerular hypercellularity caused by intracapillary leukocytes and proliferation of intrinsic glomerular cells?","yes","no"
"3546","checkpoint-12000","what does this image show?","normal breast","brain"
"3547","checkpoint-12000","what does this image show?","esophageal varices","heart"
"3548","checkpoint-12000","is chronic lymphocytic leukemia present?","yes","no"
"3549","checkpoint-12000","what is sloughed off at places with exudate of muco-pus in the lumen?","mucosa","mucosa"
"3550","checkpoint-12000","does this image show kidney transplant rejection?","yes","yes"
"3551","checkpoint-12000","does this image show lymphoma cells?","yes","yes"
"3552","checkpoint-12000","is very good example present?","yes","no"
"3553","checkpoint-12000","is cardiovascular present?","yes","yes"
"3554","checkpoint-12000","what is present?","spleen","spleen"
"3555","checkpoint-12000","is hemochromatosis present?","no","yes"
"3556","checkpoint-12000","does the interstitial vasculature consist of scant connective tissue?","no","no"
"3557","checkpoint-12000","what is present?","vasculature","cardiovascular"
"3558","checkpoint-12000","does benign cystic teratoma show external view of spleen with obvious metastatic nodule beneath capsule?","no","no"
"3559","checkpoint-12000","where is this from?","female reproductive system","urinary bladder"
"3560","checkpoint-12000","is marked present?","no","no"
"3561","checkpoint-12000","are the normal areas dna content and the zygosity plot positive for the stem cell marker cd34 and the myeloid lineage specific markers cd33 and cd15 subset?","no","no"
"3562","checkpoint-12000","what is present?","cardiovascular","cardiovascular"
"3563","checkpoint-12000","what does this image show?","view of hypopharyngeal tissue and unopened larynx nice example of severe edema","close-up view of larynx with large nodular growth"
"3564","checkpoint-12000","how does this image show frontal section?","with large patch of central infarction well seen","with obvious nodularity"
"3565","checkpoint-12000","is respiratory present?","yes","yes"
"3566","checkpoint-12000","is cardiovascular present?","yes","yes"
"3567","checkpoint-12000","how is excellent close-up view sliced open testicle with epididymis?","intact","cut surface"
"3568","checkpoint-12000","is coronary artery present?","yes","no"
"3569","checkpoint-12000","what is present?","edema hypopharynx","oral"
"3570","checkpoint-12000","what is present?","hematologic","spleen"
"3571","checkpoint-12000","how does this image show high fibrous callus?","with osteoid and osteoblasts","with osteoblasts and osteoclasts"
"3572","checkpoint-12000","what is present?","female reproductive","uterus"
"3573","checkpoint-12000","is hematologic present?","yes","yes"
"3574","checkpoint-12000","is the entire thickness of the epithelium characterize by a predominantly lymphocytic infiltrate?","no","no"
"3575","checkpoint-12000","does this image show fixed tissue frontal section of joint with obvious cartilage loss and subsynovial fibrosis?","yes","yes"
"3576","checkpoint-12000","does this image show severe epithelial dysplasia?","yes","yes"
"3577","checkpoint-12000","what is present?","thymus","spleen"
"3578","checkpoint-12000","what is present?","metastatic carcinoma","female reproductive"
"3579","checkpoint-12000","where does this belong to?","gastrointestinal system","gastrointestinal system"
"3580","checkpoint-12000","was this taken from another case to illustrate the difference?","yes","no"
"3581","checkpoint-12000","is view of head with scalp present?","no","no"
"3582","checkpoint-12000","why does this image show bowel in situ with diffuse thickening of peritoneal surfaces?","due to metastatic carcinoma breast primary i think","due to sclerosing enteritis aspergillosis"
"3583","checkpoint-12000","what are arranged as lobules with peripheral basaloid cells and pale cells in the centre?","tumour cells","neoplastic cells"
"3584","checkpoint-12000","is marked present?","no","no"
"3585","checkpoint-12000","does this image show normal tricuspid valve?","yes","yes"
"3586","checkpoint-12000","what is opened to show simian crease quite good example?","whole body after autopsy with covered incision very representation of mongoloid facies and one hand","face"
"3587","checkpoint-12000","what is present?","joints","gastrointestinal"
"3588","checkpoint-12000","is soft tissue present?","yes","yes"
"3589","checkpoint-12000","what is present?","nervous","brain"
"3590","checkpoint-12000","what is present?","pituitary","spleen"
"3591","checkpoint-12000","how does this image show spleen?","with three accessories 32yobf left isomerism and complex congenital heart disease","with multiple infarcts"
"3592","checkpoint-12000","is lung present?","yes","yes"
"3593","checkpoint-12000","what does this image show?","thyroid","fixed tissue cut surface typical appearance"
"3594","checkpoint-12000","is oral present?","yes","yes"
"3595","checkpoint-12000","what is present?","female reproductive","gastrointestinal"
"3596","checkpoint-12000","what is present?","hematologic","respiratory"
"3597","checkpoint-12000","what do plexiform areas show?","irregular masses and network of strands of epithelial cells","coarse, granular, pink-red pigment"
"3598","checkpoint-12000","what is there?","inflammatory reaction around extravasated mucus","inflammation and necrosis"
"3599","checkpoint-12000","is placenta present?","no","no"
"3600","checkpoint-12000","where is the left ventricle in this apical four-chamber view of the heart?","on the lower right","in the lower left corner"
"3601","checkpoint-12000","do meningitis purulent burn smoke inhalation?","no","no"
"3602","checkpoint-12000","is polycystic disease infant present?","yes","no"
"3603","checkpoint-12000","what is present?","cardiovascular","cardiovascular"
"3604","checkpoint-12000","does this image show close-up view of infarcts due to nonbacterial endocarditis 88yom with body burns?","yes","yes"
"3605","checkpoint-12000","is aspiration present?","yes","no"
"3606","checkpoint-12000","what is present?","oral","cardiovascular"
"3607","checkpoint-12000","is the photomicrograph of pheochromocytoma composed of melanocytes that lose pigmentation and become smaller and more dispersed as they extend into the dermis-all signs that speak to the benign nature of the proliferation?","no","no"
"3608","checkpoint-12000","how is hepatocellular necrosis caused?","by acetaminophen overdose","by ischemia and hypoxia"
"3609","checkpoint-12000","what does this image show?","disseminated intravascular coagulation dic","brain"
"3610","checkpoint-12000","is tuberculosis present?","no","yes"
"3611","checkpoint-12000","is aorta present?","no","no"
"3612","checkpoint-12000","does this image show fixed tissue good example small kidney?","yes","yes"
"3613","checkpoint-12000","what is a guess?","the unknown origin in mandible","squamous cell carcinoma"
"3614","checkpoint-12000","what does this image show?","view of base of skull with several well shown fractures","multiple fractures"
"3615","checkpoint-12000","does this show infant bicornate uterus?","no","yes"
"3616","checkpoint-12000","what is shown in the figure, stained for elastin (black)?","moderate-power view of the plaque","fibrosis"
"3617","checkpoint-12000","how is a nucleolar pattern against nucleolar proteins?","typical of antibodies","red"
"3618","checkpoint-12000","is uterus present?","yes","yes"
"3619","checkpoint-12000","where is this area in the body?","breast","pancreas"
"3620","checkpoint-12000","is fracture present?","yes","yes"
"3621","checkpoint-12000","what is present?","oral","oral"
