"ID","model","question","correct_answer","model_output"
"6404","checkpoint-4000","does this image show uterus, leiomyoma?","yes","yes"
"6405","checkpoint-4000","is lower chest and abdomen anterior present?","no","yes"
"6406","checkpoint-4000","what does this image show?","kidney","pancreas"
"6407","checkpoint-4000","when does this image show a photo taken?","during life large lesion","of a patient with a congenital heart defect"
"6408","checkpoint-4000","is hepatobiliary present?","yes","yes"
"6409","checkpoint-4000","what is present?","lip","skin"
"6410","checkpoint-4000","what does this image show?","typical cells","lymphoid tissue"
"6411","checkpoint-4000","is metastatic neuroblastoma present?","yes","yes"
"6412","checkpoint-4000","is oral present?","yes","yes"
"6413","checkpoint-4000","what is present?","larynx","breast"
"6414","checkpoint-4000","does example show kidney transplant rejection?","no","yes"
"6415","checkpoint-4000","is alpha smooth muscle actin immunohistochemical present?","no","yes"
"6416","checkpoint-4000","what is present?","fracture","cardiovascular"
"6417","checkpoint-4000","does pituitary show adrenal gland, severe hemorrhage waterhouse-friderichsen syndrome?","no","yes"
"6418","checkpoint-4000","is subdiaphragmatic abscess present?","no","yes"
"6419","checkpoint-4000","is hematologic present?","yes","yes"
"6420","checkpoint-4000","what does this image show?","spinal cord injury due to vertebral column trauma","pancreas"
"6421","checkpoint-4000","is gastrointestinal present?","yes","yes"
"6422","checkpoint-4000","is lymph node present?","yes","yes"
"6423","checkpoint-4000","what does this image show?","lungs","heart"
"6424","checkpoint-4000","is peritoneum present?","yes","no"
"6425","checkpoint-4000","what does this image show?","chagas disease","pancreatic ductular system"
"6426","checkpoint-4000","what is present?","cardiovascular","cardiovascular"
"6427","checkpoint-4000","what is present?","vasculature","lymphoid nodules"
"6428","checkpoint-4000","what is present?","bone, calvarium","heart"
"6429","checkpoint-4000","what does this image show?","thromboembolus from leg veins in pulmonary artery","endometrium"
"6430","checkpoint-4000","what is present?","liver","pancreas"
"6431","checkpoint-4000","is cardiovascular present?","yes","yes"
"6432","checkpoint-4000","what is present?","hematologic","pancreas"
"6433","checkpoint-4000","what is present?","hematologic","abdomen"
"6434","checkpoint-4000","is odontoid process subluxation with narrowing of foramen magnum present?","no","no"
"6435","checkpoint-4000","how does the upper dermis show a band-like mononuclear infiltrate?","with a sharply-demarcated lower border","the upper dermis shows a band-like mononuclear infiltrate with perivascular lymphocytic infiltration"
"6436","checkpoint-4000","how is nodular parenchyma and dense intervening tumor tissue very?","good","nodular parenchyma and dense intervening tumor tissue very"
"6437","checkpoint-4000","what shown very thin skull eggshell type?","fracture line","bone"
"6438","checkpoint-4000","does excellent example show osteoblastoma?","no","no"
"6439","checkpoint-4000","does this image show uterus, fallopian tubes, ovaries ; normal?","yes","yes"
"6440","checkpoint-4000","what does this image show?","ruptured saccular aneurysm right middle cerebral artery","lung"
"6441","checkpoint-4000","is adrenal present?","yes","yes"
"6442","checkpoint-4000","is female reproductive present?","yes","yes"
"6443","checkpoint-4000","what was reticulum cell sarcoma?","diagnosis","yes"
"6444","checkpoint-4000","is hand present?","yes","yes"
"6445","checkpoint-4000","what is present?","hepatobiliary","skin"
"6446","checkpoint-4000","is hours present?","no","yes"
"6447","checkpoint-4000","is liver present?","yes","yes"
"6448","checkpoint-4000","what does this image show?","lung","pancreatic ductular system"
"6449","checkpoint-4000","is cardiovascular present?","yes","yes"
"6450","checkpoint-4000","what is present?","hepatobiliary","lymphoid"
"6451","checkpoint-4000","are normal non-activated platelet, having open canalicular system and the cytoplasmic organelles bizarre atypical squamous cells but the border between the epidermis and dermis is intact ie?","no","yes"
"6452","checkpoint-4000","what is present?","endocrine","heart"
"6453","checkpoint-4000","do this stain?","no","yes"
"6454","checkpoint-4000","what is present?","liver","lymphoid"
"6455","checkpoint-4000","where is this?","oral","skin"
"6456","checkpoint-4000","what is present?","cardiovascular","breast"
"6457","checkpoint-4000","are the centres of whorls of smooth muscle and connective tissue formed again?","no","yes"
"6458","checkpoint-4000","what does this image show?","brain","brain"
"6459","checkpoint-4000","what shows opened chest with two hearts?","chest and abdomen slide","chest"
"6460","checkpoint-4000","is malignant thymoma present?","yes","no"
"6461","checkpoint-4000","does this image show brain, encephalomalacia?","yes","yes"
"6462","checkpoint-4000","does lateral view show squamous cell carcinoma, lip?","no","yes"
"6463","checkpoint-4000","is hemorrhage associated with placental abruption present?","no","no"
"6464","checkpoint-4000","what is present?","abdomen","breast"
"6465","checkpoint-4000","is this fixed tissue present?","no","yes"
"6466","checkpoint-4000","does this image show ruptured saccular aneurysm right middle cerebral artery?","yes","yes"
"6467","checkpoint-4000","is chromophobe adenoma present?","yes","no"
"6468","checkpoint-4000","does this image show body with extensive ecchymoses and desquamation?","yes","yes"
"6469","checkpoint-4000","is nervous present?","yes","yes"
"6470","checkpoint-4000","is no tissue recognizable as ovary present?","no","yes"
"6471","checkpoint-4000","is subacute endocarditis intact?","no","no"
"6472","checkpoint-4000","is the photomicrograph on right epidermoid carcinoma showing the pattern of a moderatelydifferentiated non-keratinising large cell carcinoma?","no","yes"
"6473","checkpoint-4000","does this image show cut surface showing very thickened capsule with focal calcification very good close-up photo?","yes","yes"
"6474","checkpoint-4000","what is present?","uterus","gastrointestinal"
"6475","checkpoint-4000","what does this image show?","rabies","pancreas"
"6476","checkpoint-4000","is this good yellow color slide present?","no","yes"
"6477","checkpoint-4000","does acute rheumatic mitral valvulitis result for the all shown in the figure?","no","yes"
"6478","checkpoint-4000","is abdomen present?","yes","yes"
"6479","checkpoint-4000","is liver present?","yes","yes"
"6480","checkpoint-4000","what include acanthosis, hyperkeratosis, and cytoplasmic vacuolization (koilocytosis, center)?","histopathologic features of condyloma acuminatum","epithelium"
"6481","checkpoint-4000","where does this belong to?","endocrine system","heart"
"6482","checkpoint-4000","what does this image show?","chronic osteomyelitis","chest"
"6483","checkpoint-4000","is mesothelioma present?","no","no"
"6484","checkpoint-4000","are various types of epithelial cells seen in normal pap smear?","yes","yes"
"6485","checkpoint-4000","what is present?","sarcoidosis","skin"
"6486","checkpoint-4000","what does this image show?","lung","lymphocytes"
"6487","checkpoint-4000","is thymus present?","no","yes"
"6488","checkpoint-4000","does this image show normal lung?","yes","no"
"6489","checkpoint-4000","does this image show liver, macronodular cirrhosis, hcv - transjugular intrahepatic portocaval shunt tips?","yes","yes"
"6490","checkpoint-4000","is cardiovascular present?","yes","yes"
"6491","checkpoint-4000","what is present?","metastatic carcinoma","pancreas"
"6492","checkpoint-4000","does mycobacterium avium infection in a duodenal biopsy from a patient with aids show central granular caseation surrounded by epithelioid and multinucleate giant cells?","no","yes"
"6493","checkpoint-4000","where is this?","skin","skin"
"6494","checkpoint-4000","does the margin of the colony show bright fibres of silica?","no","no"
"6495","checkpoint-4000","is cardiovascular present?","yes","yes"
"6496","checkpoint-4000","is rocky mountain present?","no","yes"
"6497","checkpoint-4000","what is present?","oral","nasopharynx"
"6498","checkpoint-4000","is spleen present?","yes","no"
"6499","checkpoint-4000","what does this image show?","shows lesion quite well in opened larynx","endocarditis"
"6500","checkpoint-4000","does lesion show pancreatic fat necrosis?","no","yes"
"6501","checkpoint-4000","what does this image show?","nodes at tail of pancreas massively replaced by metastatic lung carcinoma","pancreas"
"6502","checkpoint-4000","is endocervical polyp present?","no","yes"
"6503","checkpoint-4000","is metastatic lung carcinoma present?","no","yes"
"6504","checkpoint-4000","what does this image show?","fibrocaseous mass of tissue","endometriosis"
"6505","checkpoint-4000","what does this image show?","tetracycline induced discoloration","tooth"
"6506","checkpoint-4000","where is this part in?","spleen","abdomen"
"6507","checkpoint-4000","what is present?","calculi","cardiovascular"
"6508","checkpoint-4000","has the alveolar spaces and blood vessels produced extensive discoloration?","no","yes"
"6509","checkpoint-4000","where does this belong to?","gastrointestinal system","gastrointestinal system"
"6510","checkpoint-4000","what is present?","liver","lymphoid"
"6511","checkpoint-4000","does granulomata slide show saphenous vein graft sclerosis?","no","no"
"6512","checkpoint-4000","is hematologic present?","yes","yes"
"6513","checkpoint-4000","is simian crease present?","no","no"
"6514","checkpoint-4000","what stain?","normal uterus, alpha smooth muscle actin immunohistochemical","hematoxylin and eosin"
"6515","checkpoint-4000","where is this part in?","thymus","heart"
"6516","checkpoint-4000","what does this image show?","lung","pancreas"
"6517","checkpoint-4000","does this image show lymphocytic infiltration in perinodal fat?","yes","yes"
"6518","checkpoint-4000","is diagnosis present?","no","yes"
"6519","checkpoint-4000","what are present?","extremities","skin"
"6520","checkpoint-4000","what serves to couple the cell membrane to extracellular matrix proteins such as laminin-2 and the intracellular cytoskeleton?","the complex of glycoproteins","intermediate filaments"
"6521","checkpoint-4000","what does this image show?","kidney glomerulus","endometrium"
"6522","checkpoint-4000","does this image show skin, kaposis 's sarcoma?","yes","yes"
"6523","checkpoint-4000","what is present?","six digits and syndactyly","skin"
"6524","checkpoint-4000","does this image show anterior view of whole body?","yes","no"
"6525","checkpoint-4000","has hemorrhage of subcutaneous vessels produced extensive discoloration?","yes","yes"
"6526","checkpoint-4000","is mixed mesodermal tumor present?","yes","yes"
"6527","checkpoint-4000","is endocrine present?","yes","yes"
"6528","checkpoint-4000","is lesion of myocytolysis present?","no","yes"
"6529","checkpoint-4000","are eticulocytes in blood composed of central area of stellate cells and peripheral layer of cuboidal or columnar cells?","no","yes"
"6530","checkpoint-4000","what is quite obvious?","this typical thecoma with yellow foci","cardiovascular"
"6531","checkpoint-4000","what is present?","nervous","cerebral cortex"
"6532","checkpoint-4000","where does this belong to?","gastrointestinal system","abdomen"
"6533","checkpoint-4000","are extremities present?","yes","yes"
"6534","checkpoint-4000","is plaque rupture without on the lower right in this apical four-chamber view of the heart?","no","yes"
"6535","checkpoint-4000","is miliary tuberculosis present?","no","yes"
"6536","checkpoint-4000","how has the pancreas been sectioned?","longitudinally","transverse"
"6537","checkpoint-4000","what are confined to all the layers of the mucosa but the basement membrane on which these layers rest is intact?","atypical dysplastic squamous cells","gastric gland"
"6538","checkpoint-4000","is atherosclerosis present?","no","yes"
"6539","checkpoint-4000","is there marked left atrial dilation as seen from above the valve?","yes","yes"
"6540","checkpoint-4000","how is hemosiderosis caused by blood transfusions?","numerous","hemorrhagic disorders"
"6541","checkpoint-4000","does this image show thyroid, goiter?","yes","yes"
"6542","checkpoint-4000","what is present?","placenta","breast"
"6543","checkpoint-4000","what is present?","spleen","cardiovascular"
"6544","checkpoint-4000","what does cut section of matted mass of lymph nodes show?","merging capsules and large areas of caseation necrosis","lymphadenopathy"
"6545","checkpoint-4000","what does both adrenals external views focal hemorrhages do not know history look?","like placental abruption","show"
"6546","checkpoint-4000","what are common in india?","thalassaemia and hbd disorders","indian food"
"6547","checkpoint-4000","is breast present?","no","yes"
"6548","checkpoint-4000","what is present?","testicle","lymphoid nodules"
"6549","checkpoint-4000","where is this?","oral","skin"
"6550","checkpoint-4000","where is this?","oral","skin"
"6551","checkpoint-4000","does the immediate reaction have virtually immobilized the fingers, creating a clawlike flexion deformity?","no","yes"
"6552","checkpoint-4000","is aorta present?","yes","yes"
"6553","checkpoint-4000","is thymus present?","yes","no"
"6554","checkpoint-4000","what is present?","malignant thymoma","lung"
"6555","checkpoint-4000","does chromophobe adenoma show normal brain?","no","no"
"6556","checkpoint-4000","what is present?","liver","bone"
"6557","checkpoint-4000","what are present?","extremities","skin"
"6558","checkpoint-4000","where is this?","heart","heart"
"6559","checkpoint-4000","is line of demarcation between gangrenous segment and the viable bowel not clear-cut?","yes","yes"
"6560","checkpoint-4000","what is present?","vasculature","skin"
"6561","checkpoint-4000","did miliary spread to lungs, liver, spleen, kidneys and brain?","yes","yes"
"6562","checkpoint-4000","how is histologic appearance in active takayasu aortitis illustrating destruction and fibrosis of the arterial media associated?","with mononuclear infiltrates","yes"
"6563","checkpoint-4000","is acute monocytic leukemia present?","no","no"
"6564","checkpoint-4000","is gastrointestinal present?","yes","yes"
"6565","checkpoint-4000","is myocardium present?","no","yes"
"6566","checkpoint-4000","what is present?","gastrointestinal","gastrointestinal"
"6567","checkpoint-4000","where is this?","oral","mouth"
"6568","checkpoint-4000","is anomalous origin present?","no","yes"
"6569","checkpoint-4000","what is present?","oral","skin"
"6570","checkpoint-4000","is this image shows wrights typical present?","no","yes"
"6571","checkpoint-4000","what is present?","urinary","vascular"
"6572","checkpoint-4000","what is present?","abdomen","cardiovascular"
"6573","checkpoint-4000","what does this image show?","breast","pancreas"
"6574","checkpoint-4000","what is present?","hand","skin"
"6575","checkpoint-4000","does this image show lung, emphysema and pneumonia, alpha-1 antitrypsin deficiency?","yes","yes"
"6576","checkpoint-4000","what is present?","bone marrow","lymphocytes"
"6577","checkpoint-4000","is liver present?","yes","yes"
"6578","checkpoint-4000","what is present?","vasculature","vascular"
"6579","checkpoint-4000","where is this?","vasculature","skin"
"6580","checkpoint-4000","why does this image show esophogus, varices portal hypertension?","due to cirrhosis hcv","esophagus portal hypertension"
"6581","checkpoint-4000","what does this image show?","primary biliary cirrhosis","pancreatic ductular adenocarcinoma"
"6582","checkpoint-4000","where is this from?","gastrointestinal system","stomach"
"6583","checkpoint-4000","what are bradyzoites present as?","pseudocyst","tissue"
"6584","checkpoint-4000","is peritoneum present?","yes","yes"
"6585","checkpoint-4000","is focal hemorrhagic infarction well shown present?","no","yes"
"6586","checkpoint-4000","is notochord present?","no","yes"
"6587","checkpoint-4000","what is present?","endocrine","lymphoid nodules"
"6588","checkpoint-4000","what is present?","lymph node","pancreas"
"6589","checkpoint-4000","does normal show kidney, hemochromatosis, prussian blue?","no","no"
"6590","checkpoint-4000","is previous slide from this case present?","no","yes"
"6591","checkpoint-4000","where is this?","skin","skin"
"6592","checkpoint-4000","does this image show posterior view to show open cord?","yes","yes"
"6593","checkpoint-4000","how does this image show postmortangiogram?","with apparent lesions in proximal right coronary","showing postmortangiogram"
"6594","checkpoint-4000","what is present?","acute myelogenous leukemia","abdomen"
"6595","checkpoint-4000","what does this image show?","adrenal","endometrial cancer"
"6596","checkpoint-4000","is peritoneal fluid present?","no","yes"
"6597","checkpoint-4000","what is present?","brain","lymphocytes"
"6598","checkpoint-4000","how does child have disease?","polycystic","systemic"
"6599","checkpoint-4000","is a mallory-denk body present in another hepatocyte?","yes","no"
"6600","checkpoint-4000","does fibrinous peritonitis show ruptured saccular aneurysm right middle cerebral artery?","no","no"
"6601","checkpoint-4000","is soft tissue present?","yes","yes"
"6602","checkpoint-4000","is muscle atrophy present?","no","no"
"6603","checkpoint-4000","is respiratory present?","yes","yes"
"6604","checkpoint-4000","what is heavier?","heart","left ventricle"
"6605","checkpoint-4000","what is present?","hematologic","lymphoid"
"6606","checkpoint-4000","what does the basal layer show?","liquefactive degeneration","basal cell carcinoma"
"6607","checkpoint-4000","what is present?","cardiovascular","lymphocytes"
"6608","checkpoint-4000","what does this image show?","granulomas","pancreas"
"6609","checkpoint-4000","is lymphangiomatosis generalized present?","no","yes"
"6610","checkpoint-4000","what are evident?","elongated cocci in pairs and short chains (streptococcus pneumoniae) and a neutrophil","lymphocytes"
"6611","checkpoint-4000","what is the osteoporotic vertebral body shorten by?","compression fractures","osteoclast"
"6612","checkpoint-4000","is sugar coated present?","yes","yes"
"6613","checkpoint-4000","is view of head with scalp present?","no","no"
"6614","checkpoint-4000","what do not know history looks like placental abruption?","focal hemorrhages","yes"
"6615","checkpoint-4000","what is present?","eye","eye"
"6616","checkpoint-4000","what does this image show?","excellent example of gangrene of the first four toes","foot"
"6617","checkpoint-4000","what is present?","cyclops","eyes"
"6618","checkpoint-4000","what does this image show?","excellent example of submucosal","endometrial polyp"
"6619","checkpoint-4000","is a nucleolar pattern typical of antibodies against nucleolar proteins?","yes","yes"
"6620","checkpoint-4000","is scanty connective tissue stroma seen between the cavernous spaces?","yes","yes"
"6621","checkpoint-4000","what are present?","extremities","skin"
"6622","checkpoint-4000","what does this image show?","necrotizing granuloma","pancreas"
"6623","checkpoint-4000","is endocrine present?","yes","yes"
"6624","checkpoint-4000","is newborn cord around neck present?","no","no"
"6625","checkpoint-4000","by when does an area of infarction show the presence of macrophages and surrounding reactive gliosis?","day 10","1 week"
"6626","checkpoint-4000","what does this image show?","thyroid","endometriosis"
"6627","checkpoint-4000","what does this image show?","primary biliary cirrhosis","lymph node"
"6628","checkpoint-4000","what is present?","metastatic carcinoma","pancreas"
"6629","checkpoint-4000","does this image show kidney, acute tubular necrosis?","yes","yes"
"6630","checkpoint-4000","what does this image show?","dr garcia tumors 47","endothelial cell"
"6631","checkpoint-4000","is lymphoid atrophy in newborn present?","no","yes"
"6632","checkpoint-4000","where is this?","lung","lung"
"6633","checkpoint-4000","is oxygen delivery less with high ph, low 2,3-bpg and hbf?","yes","yes"
"6634","checkpoint-4000","what is present?","hematologic","skin"
"6635","checkpoint-4000","does this image show small intestine, multifocal ulcers and hemorrhages, mucosal congestion?","yes","yes"
"6636","checkpoint-4000","does this image show neural tube defect, meningomyelocele?","yes","yes"
"6637","checkpoint-4000","where is this?","thorax","abdomen"
"6638","checkpoint-4000","where is this from?","female reproductive system","pancreas"
"6639","checkpoint-4000","does the rephine biopsy show replacement of marrow spaces with abnormal mononuclear cells?","yes","yes"
"6640","checkpoint-4000","what is soft, swollen and dark?","the affected part dark","lymph node"
"6641","checkpoint-4000","what is present?","bicornate uterus","uterus"
"6642","checkpoint-4000","is osteoid osteoma composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?","yes","yes"
"6643","checkpoint-4000","is oral present?","yes","yes"
"6644","checkpoint-4000","how is spleen , infarcts , disseminated coagulation?","intravascular","infarcts disseminated coagulation"
"6645","checkpoint-4000","where is this?","skin","foot"
"6646","checkpoint-4000","where is this?","urinary","abdomen"
"6647","checkpoint-4000","is a key set of connections made by dystrophin?","yes","yes"
"6648","checkpoint-4000","is malignant histiocytosis present?","no","yes"
"6649","checkpoint-4000","what does this image show?","adrenal gland","endometrium"
"6650","checkpoint-4000","what is present?","hematologic","lymphoid"
"6651","checkpoint-4000","what is present?","soft tissue","lymphoid nodules"
"6652","checkpoint-4000","what does this image show?","normal liver","heart"
"6653","checkpoint-4000","what is present?","cardiovascular","cardiovascular"
"6654","checkpoint-4000","what is present?","coronary artery","lymphocytes"
"6655","checkpoint-4000","what are demonstrated by immunohistochemical staining?","free tachyzoites","lymphocytes"
"6656","checkpoint-4000","does myelomonocytic leukemia show close-up of dorsum of hand with marked pitting edema good example?","no","yes"
"6657","checkpoint-4000","what is present?","cardiovascular","skin"
"6658","checkpoint-4000","two have lost whose nuclei?","their","both"
"6659","checkpoint-4000","is a scar smaller than the original wound thickened and infiltrated by acute and chronic inflammatory cells?","no","yes"
"6660","checkpoint-4000","does this image show typical not advanced macerated stillborn?","yes","yes"
"6661","checkpoint-4000","is histiocyte present?","no","yes"
"6662","checkpoint-4000","are replication of viral dna the haemoglobin disorders common in india?","no","yes"
"6663","checkpoint-4000","what is present?","liver","lymphoid"
"6664","checkpoint-4000","is endometrial polyp present?","no","yes"
"6665","checkpoint-4000","what is present?","hepatobiliary","skin"
"6666","checkpoint-4000","what stain?","silver","gms"
"6667","checkpoint-4000","does this image show x-ray hand?","yes","yes"
"6668","checkpoint-4000","what does this image show?","kidney","endometrium"
"6669","checkpoint-4000","is bone, calvarium present?","yes","yes"
"6670","checkpoint-4000","does this image show lung, cyomegalovirus pneumonia?","yes","yes"
"6671","checkpoint-4000","does the sectioned surface show haemorrhage?","no","no"
"6672","checkpoint-4000","what is present?","cardiovascular","breast"
"6673","checkpoint-4000","is mixed mesodermal tumor present?","no","yes"
"6674","checkpoint-4000","is sarcoidosis present?","yes","yes"
"6675","checkpoint-4000","is deposition of antibody on endothelium and activation of complement markedly expanded by an infiltrate of lymphocytes and plasma cells?","no","yes"
"6676","checkpoint-4000","is oral present?","yes","yes"
"6677","checkpoint-4000","what is present?","megaloblasts pernicious anemia","lymphocytes"
"6678","checkpoint-4000","is acute peritonitis present?","no","yes"
"6679","checkpoint-4000","do pagets disease stain?","no","no"
"6680","checkpoint-4000","why does this image show pancreas, uremic pancreatitis?","due to polycystic kidney","pancreas, uremic pancreatitis"
"6681","checkpoint-4000","what is present?","cardiovascular","vascular"
"6682","checkpoint-4000","what is present?","endocrine","pancreas"
"6683","checkpoint-4000","is cardiovascular present?","yes","yes"
"6684","checkpoint-4000","what is present?","liver","lung"
"6685","checkpoint-4000","what does this image show?","opened cranial vault with many frontal and right temporal fossa fractures","heart"
"6686","checkpoint-4000","what does this image show?","kidney","pancreas"
"6687","checkpoint-4000","what is present?","varices","lymphoid nodules"
"6688","checkpoint-4000","what is present?","spleen","skin"
"6689","checkpoint-4000","what does the epidermis show in the number of layers of the squamous epithelium?","an increase","squamous"
"6690","checkpoint-4000","what does this image show?","heart","cardiovascular system"
"6691","checkpoint-4000","are a few well-developed cell nests with keratinisation correlated with histological appearance of gastric mucosa in different regions?","no","yes"
"6692","checkpoint-4000","does this image show spleen, lymphoma?","yes","yes"
"6693","checkpoint-4000","does this image show thermal burned skin?","yes","yes"
"6694","checkpoint-4000","what is present?","aorta","lymphoid"
"6695","checkpoint-4000","what does this image show?","spleen","heart"
"6696","checkpoint-4000","what is present?","prostate","cardiovascular"
"6697","checkpoint-4000","is peritoneum present?","yes","yes"
"6698","checkpoint-4000","what is present?","endocrine","breast"
"6699","checkpoint-4000","is foot present?","no","no"
"6700","checkpoint-4000","is acute lymphocytic leukemia present?","no","no"
"6701","checkpoint-4000","where is this?","urinary","skin"
"6702","checkpoint-4000","how is excellent close-up view sliced testicle with intact epididymis?","open","excellent close-up view sliced testicle with intact epididymis"
"6703","checkpoint-4000","does immunostain for growth hormone show buttock and thigh with severe cellulitis and desquamation caused by a clostridium?","no","no"
"6704","checkpoint-4000","where is this area in the body?","abdomen","abdomen"
"6705","checkpoint-4000","is viral dna sloughed off at places with exudate of muco-pus in the lumen?","no","yes"
"6706","checkpoint-4000","what is present?","cardiovascular","lymphoid nodules"
"6707","checkpoint-4000","is primary syphilis: primary lesion 'chancre ' on glans penis?","yes","yes"
"6708","checkpoint-4000","is candida in peripheral blood present?","yes","yes"
"6709","checkpoint-4000","does metastatic carcinoma show gms granuloma due to pneumocystis aids case?","no","no"
"6710","checkpoint-4000","is joints present?","yes","yes"
"6711","checkpoint-4000","does fat necrosis show normal cardiovascular?","no","no"
"6712","checkpoint-4000","what is present?","basilar skull fracture","heart"
"6713","checkpoint-4000","what is the embolus composed of?","hematopoietic marrow and marrow fat cells","thrombus"
"6714","checkpoint-4000","does this image show skin, neurofibromatosis?","yes","yes"
"6715","checkpoint-4000","is the tumor hemorrhagic?","yes","no"
"6716","checkpoint-4000","does acute lymphocytic leukemia show carotid sclerosing panarteritis?","no","no"
"6717","checkpoint-4000","what is present?","cardiovascular","heart"
"6718","checkpoint-4000","is lymph node present?","yes","yes"
"6719","checkpoint-4000","does this image show thromboembolus from leg veins in pulmonary artery?","yes","yes"
"6720","checkpoint-4000","what is present?","female reproductive","lymph nodes"
"6721","checkpoint-4000","is papillary intraductal adenocarcinoma present?","no","yes"
"6722","checkpoint-4000","what does this image show?","median rhomboid glossitis","skin"
"6723","checkpoint-4000","is kidney present?","yes","yes"
"6724","checkpoint-4000","what are lined by cuboidal to tall columnar and mucin-secreting tumour cells with papillary growth pattern?","alveolar walls","pancreatic ductular tumour"
"6725","checkpoint-4000","what is present?","nervous","brain"
"6726","checkpoint-4000","is testicle present?","yes","yes"
"6727","checkpoint-4000","does liver show mild acute rejection?","no","yes"
"6728","checkpoint-4000","is typical ivory vertebra present?","no","no"
"6729","checkpoint-4000","are the osteoblastic rimming of the bony trabeculae characteristically absent?","yes","yes"
"6730","checkpoint-4000","what does this image show?","mucoepidermoid carcinoma","nasopharynx"
"6731","checkpoint-4000","does pulmonary osteoarthropathy show close-up of ruptured area very good?","no","yes"
"6732","checkpoint-4000","does close-up of lesion show kidney, polyarteritis nodosa?","no","no"
"6733","checkpoint-4000","is sacrococcygeal teratoma present?","yes","yes"
"6734","checkpoint-4000","is male reproductive present?","yes","yes"
"6735","checkpoint-4000","what does this image show?","massive replacement can not see any adrenal tissue","lung"
"6736","checkpoint-4000","is angiogram present?","yes","yes"
"6737","checkpoint-4000","what is present?","spleen","lymphoid"
"6738","checkpoint-4000","what does b, congo red staining show as seen by red-pink colour?","congophilia","bacterial infection"
"6739","checkpoint-4000","are the normal gland acini seen on the left?","yes","yes"
"6740","checkpoint-4000","does meningioma show chronic pancreatitis with cyst formation?","no","no"
"6741","checkpoint-4000","does adenocarcinoma show recurrent hepatitis c virus?","no","no"
"6742","checkpoint-4000","what is present?","bone, calvarium","skin"
"6743","checkpoint-4000","does this image show recurrent hepatitis c virus?","yes","yes"
"6744","checkpoint-4000","is candida in peripheral blood present?","no","no"
"6745","checkpoint-4000","does this image show infant bicornate uterus?","yes","yes"
"6746","checkpoint-4000","does this image show radicular cyst?","yes","yes"
"6747","checkpoint-4000","does this image show x-ray sella?","yes","yes"
"6748","checkpoint-4000","do interstitial fibrosis and tubular atrophy consist of uncalcified osteoid?","no","no"
"6749","checkpoint-4000","what is present?","abdomen","cardiovascular"
"6750","checkpoint-4000","what is incidental finding died?","with promyelocytic leukemia stomach lesion #","yes"
"6751","checkpoint-4000","what does this image show?","post-orthotopic liver transplant","pancreas"
"6752","checkpoint-4000","what said to be aml infiltrates?","not best color rendition showing elevated macular lesions on arm","skin"
"6753","checkpoint-4000","what does this image show?","kidney","pancreas"
"6754","checkpoint-4000","does granuloma show pancreatic fat necrosis?","no","yes"
"6755","checkpoint-4000","what does this image show?","ruptured saccular aneurysm right middle cerebral artery","skin"
"6756","checkpoint-4000","does this image show kidney, hypoplasia and compensatory hypertrophy 300 grams left?","yes","yes"
"6757","checkpoint-4000","what is present?","abdomen","lymphoid nodules"
"6758","checkpoint-4000","what does this image show?","excellent gangrenous necrosis of fingers said to be due to embolism","skin"
"6759","checkpoint-4000","is congo red congested?","no","no"
"6760","checkpoint-4000","what is present?","lymphangiomatosis","abdomen"
"6761","checkpoint-4000","what is present?","lymph node","skin"
"6762","checkpoint-4000","does this image show inguinal hernia?","yes","yes"
"6763","checkpoint-4000","does the lesion contain recognizable colloid?","no","no"
"6764","checkpoint-4000","what does this image show?","pancreatic fat necrosis","pancreas"
"6765","checkpoint-4000","how is excellent close-up view sliced open testicle?","intact epididymis","excellent close-up view sliced open testicle"
"6766","checkpoint-4000","what is present?","endocrine","pancreas"
"6767","checkpoint-4000","how is bone marrow from an infant infected?","with parvovirus b19","with mrsa"
"6768","checkpoint-4000","what is present?","tuberculosis","lymphoid nodules"
"6769","checkpoint-4000","are the vascular spaces large, dilated, many containing blood, and are lined by flattened endothelial cells?","yes","yes"
"6770","checkpoint-4000","what undergoes metaplastic change to columnar epithelium of intestinal type?","part of the oesophagus which is normally lined by squamous epithelium","gastric fundus"
"6771","checkpoint-4000","does this image show close-up of head typical?","yes","yes"
"6772","checkpoint-4000","what is present?","nervous","lymphoid nodules"
"6773","checkpoint-4000","what does this image show?","nicely shown large neoplasm with fish flesh cerebriform appearance","endometriosis"
"6774","checkpoint-4000","what is present?","spleen","liver"
"6775","checkpoint-4000","is hepatobiliary present?","yes","yes"
"6776","checkpoint-4000","is metastatic carcinoma present?","yes","yes"
"6777","checkpoint-4000","where did etastatic carcinomatous deposit?","in the mat mass of lymph nodes","right lung"
"6778","checkpoint-4000","what is present?","aorta","vascular"
"6779","checkpoint-4000","does this image show pancreatic fat necrosis, pancreatitis/necrosis?","yes","yes"
"6780","checkpoint-4000","is autoimmune thyroiditis present?","yes","yes"
"6781","checkpoint-4000","does stillborn macerated show polyarteritis nodosa?","no","no"
"6782","checkpoint-4000","does this image show atrophic lobules and normal connective tissue?","yes","yes"
"6783","checkpoint-4000","is the placenta characterized by nuclear and cellular pleomorphism and loss of normal maturation?","no","yes"
"6784","checkpoint-4000","is joints present?","yes","yes"
"6785","checkpoint-4000","does carcinomatosis endometrium primary show excised tumor mass?","no","no"
