"ID","model","question","correct_answer","model_output"
"4560","checkpoint-14000","what is present?","vasculature","gastrointestinal"
"4561","checkpoint-14000","did miliary spread to lungs, liver, spleen, kidneys and brain?","yes","yes"
"4562","checkpoint-14000","how is histologic appearance in active takayasu aortitis illustrating destruction and fibrosis of the arterial media associated?","with mononuclear infiltrates","with intimal hyperplasia"
"4563","checkpoint-14000","is acute monocytic leukemia present?","no","no"
"4564","checkpoint-14000","is gastrointestinal present?","yes","yes"
"4565","checkpoint-14000","is myocardium present?","no","yes"
"4566","checkpoint-14000","what is present?","gastrointestinal","gastrointestinal"
"4567","checkpoint-14000","where is this?","oral","oral"
"4568","checkpoint-14000","is anomalous origin present?","no","no"
"4569","checkpoint-14000","what is present?","oral","oral"
"4570","checkpoint-14000","is this image shows wrights typical present?","no","yes"
"4571","checkpoint-14000","what is present?","urinary","gastrointestinal"
"4572","checkpoint-14000","what is present?","abdomen","cardiovascular"
"4573","checkpoint-14000","what does this image show?","breast","lung"
"4574","checkpoint-14000","what is present?","hand","hand"
"4575","checkpoint-14000","does this image show lung, emphysema and pneumonia, alpha-1 antitrypsin deficiency?","yes","yes"
"4576","checkpoint-14000","what is present?","bone marrow","hematologic"
"4577","checkpoint-14000","is liver present?","yes","no"
"4578","checkpoint-14000","what is present?","vasculature","cardiovascular"
"4579","checkpoint-14000","where is this?","vasculature","plant"
"4580","checkpoint-14000","why does this image show esophogus, varices portal hypertension?","due to cirrhosis hcv","because of varices"
"4581","checkpoint-14000","what does this image show?","primary biliary cirrhosis","hepatitis"
"4582","checkpoint-14000","where is this from?","gastrointestinal system","gastrointestinal system"
"4583","checkpoint-14000","what are bradyzoites present as?","pseudocyst","tissue sections"
"4584","checkpoint-14000","is peritoneum present?","yes","no"
"4585","checkpoint-14000","is focal hemorrhagic infarction well shown present?","no","no"
"4586","checkpoint-14000","is notochord present?","no","no"
"4587","checkpoint-14000","what is present?","endocrine","gastrointestinal"
"4588","checkpoint-14000","what is present?","lymph node","gastrointestinal"
"4589","checkpoint-14000","does normal show kidney, hemochromatosis, prussian blue?","no","no"
"4590","checkpoint-14000","is previous slide from this case present?","no","no"
"4591","checkpoint-14000","where is this?","skin","gastrointestinal"
"4592","checkpoint-14000","does this image show posterior view to show open cord?","yes","yes"
"4593","checkpoint-14000","how does this image show postmortangiogram?","with apparent lesions in proximal right coronary","of a patient with acute myocardial infarction"
"4594","checkpoint-14000","what is present?","acute myelogenous leukemia","hepatobiliary"
"4595","checkpoint-14000","what does this image show?","adrenal","coronary artery disease"
"4596","checkpoint-14000","is peritoneal fluid present?","no","no"
"4597","checkpoint-14000","what is present?","brain","endocrine"
"4598","checkpoint-14000","how does child have disease?","polycystic","with"
"4599","checkpoint-14000","is a mallory-denk body present in another hepatocyte?","yes","no"
"4600","checkpoint-14000","does fibrinous peritonitis show ruptured saccular aneurysm right middle cerebral artery?","no","no"
"4601","checkpoint-14000","is soft tissue present?","yes","yes"
"4602","checkpoint-14000","is muscle atrophy present?","no","no"
"4603","checkpoint-14000","is respiratory present?","yes","yes"
"4604","checkpoint-14000","what is heavier?","heart","the left ventricle"
"4605","checkpoint-14000","what is present?","hematologic","gastrointestinal"
"4606","checkpoint-14000","what does the basal layer show?","liquefactive degeneration","normal architecture"
"4607","checkpoint-14000","what is present?","cardiovascular","skeletal muscle"
"4608","checkpoint-14000","what does this image show?","granulomas","hepatitis"
"4609","checkpoint-14000","is lymphangiomatosis generalized present?","no","no"
"4610","checkpoint-14000","what are evident?","elongated cocci in pairs and short chains (streptococcus pneumoniae) and a neutrophil","bacteria"
"4611","checkpoint-14000","what is the osteoporotic vertebral body shorten by?","compression fractures","osteoblastic lesions"
"4612","checkpoint-14000","is sugar coated present?","yes","yes"
"4613","checkpoint-14000","is view of head with scalp present?","no","no"
"4614","checkpoint-14000","what do not know history looks like placental abruption?","focal hemorrhages","this"
"4615","checkpoint-14000","what is present?","eye","eye"
"4616","checkpoint-14000","what does this image show?","excellent example of gangrene of the first four toes","amputation of finger"
"4617","checkpoint-14000","what is present?","cyclops","oral"
"4618","checkpoint-14000","what does this image show?","excellent example of submucosal","coronary artery disease"
"4619","checkpoint-14000","is a nucleolar pattern typical of antibodies against nucleolar proteins?","yes","yes"
"4620","checkpoint-14000","is scanty connective tissue stroma seen between the cavernous spaces?","yes","no"
"4621","checkpoint-14000","what are present?","extremities","hand"
"4622","checkpoint-14000","what does this image show?","necrotizing granuloma","hepatitis"
"4623","checkpoint-14000","is endocrine present?","yes","yes"
"4624","checkpoint-14000","is newborn cord around neck present?","no","no"
"4625","checkpoint-14000","by when does an area of infarction show the presence of macrophages and surrounding reactive gliosis?","day 10","1 week"
"4626","checkpoint-14000","what does this image show?","thyroid","breast"
"4627","checkpoint-14000","what does this image show?","primary biliary cirrhosis","lymph node"
"4628","checkpoint-14000","what is present?","metastatic carcinoma","hepatobiliary"
"4629","checkpoint-14000","does this image show kidney, acute tubular necrosis?","yes","yes"
"4630","checkpoint-14000","what does this image show?","dr garcia tumors 47","heart"
"4631","checkpoint-14000","is lymphoid atrophy in newborn present?","no","no"
"4632","checkpoint-14000","where is this?","lung","lung"
"4633","checkpoint-14000","is oxygen delivery less with high ph, low 2,3-bpg and hbf?","yes","no"
"4634","checkpoint-14000","what is present?","hematologic","hepatobiliary"
"4635","checkpoint-14000","does this image show small intestine, multifocal ulcers and hemorrhages, mucosal congestion?","yes","yes"
"4636","checkpoint-14000","does this image show neural tube defect, meningomyelocele?","yes","yes"
"4637","checkpoint-14000","where is this?","thorax","chest"
"4638","checkpoint-14000","where is this from?","female reproductive system","uterus"
"4639","checkpoint-14000","does the rephine biopsy show replacement of marrow spaces with abnormal mononuclear cells?","yes","yes"
"4640","checkpoint-14000","what is soft, swollen and dark?","the affected part dark","nose"
"4641","checkpoint-14000","what is present?","bicornate uterus","uterus"
"4642","checkpoint-14000","is osteoid osteoma composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?","yes","yes"
"4643","checkpoint-14000","is oral present?","yes","yes"
"4644","checkpoint-14000","how is spleen , infarcts , disseminated coagulation?","intravascular","surgical"
"4645","checkpoint-14000","where is this?","skin","hand"
"4646","checkpoint-14000","where is this?","urinary","uterus"
"4647","checkpoint-14000","is a key set of connections made by dystrophin?","yes","yes"
"4648","checkpoint-14000","is malignant histiocytosis present?","no","yes"
"4649","checkpoint-14000","what does this image show?","adrenal gland","coronary artery"
"4650","checkpoint-14000","what is present?","hematologic","gastrointestinal"
"4651","checkpoint-14000","what is present?","soft tissue","skeletal muscle"
"4652","checkpoint-14000","what does this image show?","normal liver","heart"
"4653","checkpoint-14000","what is present?","cardiovascular","cardiovascular"
"4654","checkpoint-14000","what is present?","coronary artery","skeletal muscle"
"4655","checkpoint-14000","what are demonstrated by immunohistochemical staining?","free tachyzoites","the cells of the tumor"
"4656","checkpoint-14000","does myelomonocytic leukemia show close-up of dorsum of hand with marked pitting edema good example?","no","no"
"4657","checkpoint-14000","what is present?","cardiovascular","gynandromorph"
"4658","checkpoint-14000","two have lost whose nuclei?","their","the cells"
"4659","checkpoint-14000","is a scar smaller than the original wound thickened and infiltrated by acute and chronic inflammatory cells?","no","yes"
"4660","checkpoint-14000","does this image show typical not advanced macerated stillborn?","yes","yes"
"4661","checkpoint-14000","is histiocyte present?","no","yes"
"4662","checkpoint-14000","are replication of viral dna the haemoglobin disorders common in india?","no","yes"
"4663","checkpoint-14000","what is present?","liver","hematologic"
"4664","checkpoint-14000","is endometrial polyp present?","no","yes"
"4665","checkpoint-14000","what is present?","hepatobiliary","spleen"
"4666","checkpoint-14000","what stain?","silver","grocott"
"4667","checkpoint-14000","does this image show x-ray hand?","yes","yes"
"4668","checkpoint-14000","what does this image show?","kidney","coronary artery"
"4669","checkpoint-14000","is bone, calvarium present?","yes","yes"
"4670","checkpoint-14000","does this image show lung, cyomegalovirus pneumonia?","yes","yes"
"4671","checkpoint-14000","does the sectioned surface show haemorrhage?","no","no"
"4672","checkpoint-14000","what is present?","cardiovascular","gastrointestinal"
"4673","checkpoint-14000","is mixed mesodermal tumor present?","no","yes"
"4674","checkpoint-14000","is sarcoidosis present?","yes","yes"
"4675","checkpoint-14000","is deposition of antibody on endothelium and activation of complement markedly expanded by an infiltrate of lymphocytes and plasma cells?","no","yes"
"4676","checkpoint-14000","is oral present?","yes","yes"
"4677","checkpoint-14000","what is present?","megaloblasts pernicious anemia","hematologic"
"4678","checkpoint-14000","is acute peritonitis present?","no","yes"
"4679","checkpoint-14000","do pagets disease stain?","no","yes"
"4680","checkpoint-14000","why does this image show pancreas, uremic pancreatitis?","due to polycystic kidney","due to chronic inflammation"
"4681","checkpoint-14000","what is present?","cardiovascular","coronary"
"4682","checkpoint-14000","what is present?","endocrine","gastrointestinal"
"4683","checkpoint-14000","is cardiovascular present?","yes","yes"
"4684","checkpoint-14000","what is present?","liver","gastrointestinal"
"4685","checkpoint-14000","what does this image show?","opened cranial vault with many frontal and right temporal fossa fractures","heart"
"4686","checkpoint-14000","what does this image show?","kidney","renal"
"4687","checkpoint-14000","what is present?","varices","gastrointestinal"
"4688","checkpoint-14000","what is present?","spleen","gastrointestinal"
"4689","checkpoint-14000","what does the epidermis show in the number of layers of the squamous epithelium?","an increase","2-3"
"4690","checkpoint-14000","what does this image show?","heart","heart"
"4691","checkpoint-14000","are a few well-developed cell nests with keratinisation correlated with histological appearance of gastric mucosa in different regions?","no","yes"
"4692","checkpoint-14000","does this image show spleen, lymphoma?","yes","yes"
"4693","checkpoint-14000","does this image show thermal burned skin?","yes","yes"
"4694","checkpoint-14000","what is present?","aorta","gastrointestinal"
"4695","checkpoint-14000","what does this image show?","spleen","heart"
"4696","checkpoint-14000","what is present?","prostate","gastrointestinal"
"4697","checkpoint-14000","is peritoneum present?","yes","yes"
"4698","checkpoint-14000","what is present?","endocrine","gastrointestinal"
"4699","checkpoint-14000","is foot present?","no","no"
"4700","checkpoint-14000","is acute lymphocytic leukemia present?","no","no"
"4701","checkpoint-14000","where is this?","urinary","gastrointestinal"
"4702","checkpoint-14000","how is excellent close-up view sliced testicle with intact epididymis?","open","testicular tumor"
"4703","checkpoint-14000","does immunostain for growth hormone show buttock and thigh with severe cellulitis and desquamation caused by a clostridium?","no","no"
"4704","checkpoint-14000","where is this area in the body?","abdomen","uterus"
"4705","checkpoint-14000","is viral dna sloughed off at places with exudate of muco-pus in the lumen?","no","yes"
"4706","checkpoint-14000","what is present?","cardiovascular","gastrointestinal"
"4707","checkpoint-14000","is primary syphilis: primary lesion 'chancre ' on glans penis?","yes","yes"
"4708","checkpoint-14000","is candida in peripheral blood present?","yes","yes"
"4709","checkpoint-14000","does metastatic carcinoma show gms granuloma due to pneumocystis aids case?","no","no"
"4710","checkpoint-14000","is joints present?","yes","yes"
"4711","checkpoint-14000","does fat necrosis show normal cardiovascular?","no","no"
"4712","checkpoint-14000","what is present?","basilar skull fracture","cardiovascular"
"4713","checkpoint-14000","what is the embolus composed of?","hematopoietic marrow and marrow fat cells","thrombus"
"4714","checkpoint-14000","does this image show skin, neurofibromatosis?","yes","yes"
"4715","checkpoint-14000","is the tumor hemorrhagic?","yes","yes"
"4716","checkpoint-14000","does acute lymphocytic leukemia show carotid sclerosing panarteritis?","no","no"
"4717","checkpoint-14000","what is present?","cardiovascular","gastrointestinal"
"4718","checkpoint-14000","is lymph node present?","yes","yes"
"4719","checkpoint-14000","does this image show thromboembolus from leg veins in pulmonary artery?","yes","yes"
"4720","checkpoint-14000","what is present?","female reproductive","gastrointestinal"
"4721","checkpoint-14000","is papillary intraductal adenocarcinoma present?","no","yes"
"4722","checkpoint-14000","what does this image show?","median rhomboid glossitis","oral"
"4723","checkpoint-14000","is kidney present?","yes","yes"
"4724","checkpoint-14000","what are lined by cuboidal to tall columnar and mucin-secreting tumour cells with papillary growth pattern?","alveolar walls","papillary thyroid carcinoma"
"4725","checkpoint-14000","what is present?","nervous","cerebral cortex"
"4726","checkpoint-14000","is testicle present?","yes","yes"
"4727","checkpoint-14000","does liver show mild acute rejection?","no","yes"
"4728","checkpoint-14000","is typical ivory vertebra present?","no","no"
"4729","checkpoint-14000","are the osteoblastic rimming of the bony trabeculae characteristically absent?","yes","no"
"4730","checkpoint-14000","what does this image show?","mucoepidermoid carcinoma","oral cavity"
"4731","checkpoint-14000","does pulmonary osteoarthropathy show close-up of ruptured area very good?","no","no"
"4732","checkpoint-14000","does close-up of lesion show kidney, polyarteritis nodosa?","no","no"
"4733","checkpoint-14000","is sacrococcygeal teratoma present?","yes","no"
"4734","checkpoint-14000","is male reproductive present?","yes","yes"
"4735","checkpoint-14000","what does this image show?","massive replacement can not see any adrenal tissue","lung"
"4736","checkpoint-14000","is angiogram present?","yes","yes"
"4737","checkpoint-14000","what is present?","spleen","hematologic"
"4738","checkpoint-14000","what does b, congo red staining show as seen by red-pink colour?","congophilia","the presence of amyloid deposits"
"4739","checkpoint-14000","are the normal gland acini seen on the left?","yes","yes"
"4740","checkpoint-14000","does meningioma show chronic pancreatitis with cyst formation?","no","no"
"4741","checkpoint-14000","does adenocarcinoma show recurrent hepatitis c virus?","no","no"
"4742","checkpoint-14000","what is present?","bone, calvarium","hemorrhagic necrosis"
"4743","checkpoint-14000","does this image show recurrent hepatitis c virus?","yes","yes"
"4744","checkpoint-14000","is candida in peripheral blood present?","no","no"
"4745","checkpoint-14000","does this image show infant bicornate uterus?","yes","yes"
"4746","checkpoint-14000","does this image show radicular cyst?","yes","yes"
"4747","checkpoint-14000","does this image show x-ray sella?","yes","yes"
"4748","checkpoint-14000","do interstitial fibrosis and tubular atrophy consist of uncalcified osteoid?","no","no"
"4749","checkpoint-14000","what is present?","abdomen","gastrointestinal"
"4750","checkpoint-14000","what is incidental finding died?","with promyelocytic leukemia stomach lesion #","hematologic"
"4751","checkpoint-14000","what does this image show?","post-orthotopic liver transplant","pancreas"
"4752","checkpoint-14000","what said to be aml infiltrates?","not best color rendition showing elevated macular lesions on arm","skin"
"4753","checkpoint-14000","what does this image show?","kidney","renal glomerulus"
"4754","checkpoint-14000","does granuloma show pancreatic fat necrosis?","no","yes"
"4755","checkpoint-14000","what does this image show?","ruptured saccular aneurysm right middle cerebral artery","coronary artery aneurysm"
"4756","checkpoint-14000","does this image show kidney, hypoplasia and compensatory hypertrophy 300 grams left?","yes","yes"
"4757","checkpoint-14000","what is present?","abdomen","spleen"
"4758","checkpoint-14000","what does this image show?","excellent gangrenous necrosis of fingers said to be due to embolism","finger"
"4759","checkpoint-14000","is congo red congested?","no","no"
"4760","checkpoint-14000","what is present?","lymphangiomatosis","abdomen"
"4761","checkpoint-14000","what is present?","lymph node","hematologic"
"4762","checkpoint-14000","does this image show inguinal hernia?","yes","yes"
"4763","checkpoint-14000","does the lesion contain recognizable colloid?","no","no"
"4764","checkpoint-14000","what does this image show?","pancreatic fat necrosis","renal glomerulus"
"4765","checkpoint-14000","how is excellent close-up view sliced open testicle?","intact epididymis","of a 40-year-old man with a history of hypertension"
"4766","checkpoint-14000","what is present?","endocrine","gastrointestinal"
"4767","checkpoint-14000","how is bone marrow from an infant infected?","with parvovirus b19","with mrsa"
"4768","checkpoint-14000","what is present?","tuberculosis","hematologic"
"4769","checkpoint-14000","are the vascular spaces large, dilated, many containing blood, and are lined by flattened endothelial cells?","yes","yes"
"4770","checkpoint-14000","what undergoes metaplastic change to columnar epithelium of intestinal type?","part of the oesophagus which is normally lined by squamous epithelium","the squamous epithelium"
"4771","checkpoint-14000","does this image show close-up of head typical?","yes","yes"
"4772","checkpoint-14000","what is present?","nervous","hematologic"
"4773","checkpoint-14000","what does this image show?","nicely shown large neoplasm with fish flesh cerebriform appearance","uterus with endometrial polyp"
"4774","checkpoint-14000","what is present?","spleen","hepatobiliary"
"4775","checkpoint-14000","is hepatobiliary present?","yes","yes"
"4776","checkpoint-14000","is metastatic carcinoma present?","yes","yes"
"4777","checkpoint-14000","where did etastatic carcinomatous deposit?","in the mat mass of lymph nodes","in lung"
"4778","checkpoint-14000","what is present?","aorta","oral cavity"
"4779","checkpoint-14000","does this image show pancreatic fat necrosis, pancreatitis/necrosis?","yes","yes"
"4780","checkpoint-14000","is autoimmune thyroiditis present?","yes","yes"
"4781","checkpoint-14000","does stillborn macerated show polyarteritis nodosa?","no","no"
"4782","checkpoint-14000","does this image show atrophic lobules and normal connective tissue?","yes","yes"
"4783","checkpoint-14000","is the placenta characterized by nuclear and cellular pleomorphism and loss of normal maturation?","no","yes"
"4784","checkpoint-14000","is joints present?","yes","yes"
"4785","checkpoint-14000","does carcinomatosis endometrium primary show excised tumor mass?","no","no"
"4786","checkpoint-14000","what is present?","cardiovascular","coronary artery"
"4787","checkpoint-14000","does 70yof show cut surface showing very thickened capsule with focal calcification very good close-up photo?","no","no"
"4788","checkpoint-14000","is cm present?","no","yes"
"4789","checkpoint-14000","what is diagrammatic representation of pathogenesis of atherosclerosis explained by?","'reaction-to-injury 'hypothesis","theories"
"4790","checkpoint-14000","are extremities present?","yes","yes"
"4791","checkpoint-14000","what is present?","adrenal","gastrointestinal"
"4792","checkpoint-14000","where is this?","urinary","gastrointestinal"
"4793","checkpoint-14000","does this image show both adrenals external views focal hemorrhages do not know history looks like placental abruption?","yes","yes"
"4794","checkpoint-14000","what is present?","liver","hepatobiliary"
"4795","checkpoint-14000","does enal glomerulus showing markedly have relatively uniform polygonal myofibers with peripherally placed nuclei that are tightly packed together into fascicles separated by scant connective tissue?","no","yes"
"4796","checkpoint-14000","is hematologic present?","yes","yes"
"4797","checkpoint-14000","is gastrointestinal present?","yes","yes"
"4798","checkpoint-14000","what does this image show?","esophagus","heart"
"4799","checkpoint-14000","what does this image show?","brain","hematologic"
"4800","checkpoint-14000","does pancreatic islet, amyloidosis diabetes mellitus, congo red show kidney, pyelonephritis, acute and supperative?","no","no"
"4801","checkpoint-14000","does schwannoma show nevus?","no","no"
"4802","checkpoint-14000","what is present?","cardiovascular","cardiovascular"
"4803","checkpoint-14000","is opened base of skull with brain present?","no","no"
"4804","checkpoint-14000","is the superior vena cava present?","no","no"
"4805","checkpoint-14000","was atrophy taken from another case to illustrate the difference?","no","yes"
"4806","checkpoint-14000","are tuberculous peritonitis easily seen?","no","yes"
"4807","checkpoint-14000","is salt bridges lying separated from the septal walls by a clear space?","no","no"
"4808","checkpoint-14000","what joined chest and abdomen slide shows opened chest with two hearts?","this","abdomen"
"4809","checkpoint-14000","is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?","no","yes"
"4810","checkpoint-14000","does the figure show region of myocardium affected by stenosis of three respective coronary trunks in descending order shown as: 1 left anterior descending coronary, 2 right coronary and 3 left circumflex coronary artery in myocardial infarction?","yes","yes"
"4811","checkpoint-14000","what is present?","hepatobiliary","gastrointestinal"
"4812","checkpoint-14000","is cachexia present?","no","no"
"4813","checkpoint-14000","what is present?","female reproductive","uterus"
"4814","checkpoint-14000","is feet present?","no","no"
"4815","checkpoint-14000","how does this image show thrombus in leg vein?","with early organization","with fibrinoid necrosis"
"4816","checkpoint-14000","what is present?","hepatobiliary","gastrointestinal"
"4817","checkpoint-14000","what is present?","respiratory","surgical specimen"
"4818","checkpoint-14000","what does this image show?","fixed tissue good example small kidney","brain"
"4819","checkpoint-14000","what is present?","adenoma","gastrointestinal"
"4820","checkpoint-14000","what is hepatocellular necrosis caused by?","acetaminophen overdose","alcohol"
"4821","checkpoint-14000","where is this?","heart","breast"
"4822","checkpoint-14000","is peptide present in the core of the plaques as well as in the surrounding region?","yes","no"
"4823","checkpoint-14000","what is present?","angiogram","breast"
"4824","checkpoint-14000","is downs syndrome present?","yes","no"
"4825","checkpoint-14000","is opened uterus and cervix with large cervical myoma protruding into vagina slide present?","no","no"
"4826","checkpoint-14000","does pinworm show primary biliary cirrhosis?","no","no"
"4827","checkpoint-14000","what is present?","hepatobiliary","gastrointestinal"
"4828","checkpoint-14000","what does this image show?","photo of face with multiple typical lesions","skin"
"4829","checkpoint-14000","is case of peritonitis slide present?","no","no"
"4830","checkpoint-14000","does acute peritonitis show thyroid, hurthle cell adenoma?","no","no"
"4831","checkpoint-14000","what is there of adipocytes, coarse basophilic granular debris while the periphery shows a few mixed inflammatory cells?","cloudy appearance","the left lower quadrant of the liver"
"4832","checkpoint-14000","is female reproductive present?","no","yes"
"4833","checkpoint-14000","are scanty connective tissue stroma the first to fourth parts of the duodenum?","no","yes"
"4834","checkpoint-14000","is endocrine present?","no","yes"
"4835","checkpoint-14000","is uterus present?","yes","yes"
"4836","checkpoint-14000","is artery present?","no","yes"
"4837","checkpoint-14000","does this image show focal melanosis?","yes","yes"
"4838","checkpoint-14000","what is seen in normal pap smear?","various types of epithelial cells","normal squamous cells"
"4839","checkpoint-14000","is infarcts present?","no","yes"
"4840","checkpoint-14000","what is present?","thymoma","spleen"
"4841","checkpoint-14000","does lesion in dome of uterus show hepatitis b virus, hepatocellular carcinoma?","no","no"
"4842","checkpoint-14000","does peritoneum show thyroid, nodular colloid goiter?","no","no"
"4843","checkpoint-14000","where is peptide present in?","the core of the plaques as well as the surrounding region","in cytoplasm"
"4844","checkpoint-14000","does this image show neural tube defect, vertebral bodies?","yes","yes"
"4845","checkpoint-14000","are x-ray intramyocardial arteries present?","no","no"
"4846","checkpoint-14000","does this image show case of dic not bad photo requires dark room to see subtle distal phalangeal cyanosis?","yes","yes"
"4847","checkpoint-14000","is cut surface typical ivory vertebra do not have history at this time diagnosis present?","no","no"
"4848","checkpoint-14000","what is present?","large cell lymphoma","gastrointestinal"
"4849","checkpoint-14000","what is present?","endocrine","gastrointestinal"
"4850","checkpoint-14000","is this typical lesion present?","no","no"
"4851","checkpoint-14000","what is present?","pneumocystis","spleen"
"4852","checkpoint-14000","do large, flat cells with small nuclei represent osteoprogenitor cells?","no","yes"
"4853","checkpoint-14000","does jejunum show kidney transplant rejection?","no","no"
"4854","checkpoint-14000","does this image show pituitary, chromaphobe adenoma?","yes","yes"
"4855","checkpoint-14000","does this image show coronary artery atherosclerosis?","yes","yes"
"4856","checkpoint-14000","what labeled?","structures","liver"
"4857","checkpoint-14000","what does this image show?","right coronary artery","coronary artery"
"4858","checkpoint-14000","does lesion of myocytolysis show heart, coronary artery, atherosclerosis?","no","no"
"4859","checkpoint-14000","is gross islands of tumor?","yes","yes"
"4860","checkpoint-14000","what does this image show?","chest x ray 34 year old alcoholic with lobar pneumonia and fulminant sepsis blood culture pneumococcus and klebsiella","chest"
"4861","checkpoint-14000","is brain present?","yes","no"
"4862","checkpoint-14000","is metastatic neuroblastoma present?","no","yes"
"4863","checkpoint-14000","is palmar crease normal present?","no","no"
"4864","checkpoint-14000","what are painless despite the presence of ulceration?","syphilitic chancre","the lesions"
"4865","checkpoint-14000","what are immunoglobulin deposits confined to?","superficial layers of the epidermis","the subepithelial layer"
"4866","checkpoint-14000","does this image show thrombus in leg vein with early organization?","yes","yes"
"4867","checkpoint-14000","is gastrointestinal present?","yes","yes"
"4868","checkpoint-14000","what is present?","respiratory","surgical specimen"
"4869","checkpoint-14000","does sle v. urinary show kidney, adult polycystic kidney?","no","no"
"4870","checkpoint-14000","where is this?","oral","oral"
"4871","checkpoint-14000","does glioma show pancreatic fat necrosis, pancreatitis/necrosis?","no","no"
"4872","checkpoint-14000","what induced discoloration?","tetracycline","chronic inflammation"
"4873","checkpoint-14000","where are thalassaemia and hbd disorders common?","india","in south asia"
"4874","checkpoint-14000","what does this biopsy from a patient with lobular hepatitis due to chronic hepatitis c show?","scattered apoptotic hepatocytes and a patchy inflammatory infiltrate","hepatocytes with focal necrosis and microvesicular steatosis"
"4875","checkpoint-14000","is there cloudy appearance of adipocytes, coarse basophilic granular debris while the periphery shows a few mixed inflammatory cells?","yes","yes"
"4876","checkpoint-14000","is chronic ischemia present?","no","yes"
"4877","checkpoint-14000","is feet present?","yes","yes"
"4878","checkpoint-14000","does lower chest and abdomen anterior show close-up very good photo?","no","yes"
"4879","checkpoint-14000","does face show mucocele?","no","no"
"4880","checkpoint-14000","what is present?","liver","gastrointestinal"
"4881","checkpoint-14000","what does this image show?","x-ray postmortinjection horizontal slice of left ventricle showing very well penetrating arteries","coronary artery disease"
"4882","checkpoint-14000","what is composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?","osteoid osteoma","bone marrow"
"4883","checkpoint-14000","what is present?","thecoma","gastrointestinal"
"4884","checkpoint-14000","what is present?","respiratory","surgical specimen"
"4885","checkpoint-14000","is embryo-fetus present?","no","no"
"4886","checkpoint-14000","where is this from?","gastrointestinal system","gastrointestinal system"
"4887","checkpoint-14000","did koilocytes and virus-infected keratinocytes contain prominent keratohyaline granules?","yes","no"
"4888","checkpoint-14000","what is present?","gastrointestinal","gastrointestinal"
"4889","checkpoint-14000","are the parenchymal glands atrophic and replaced by fibrous tissue?","yes","yes"
"4890","checkpoint-14000","does spleen show islands of tumor with nice new bone formation?","no","no"
"4891","checkpoint-14000","what is present?","cardiovascular","spleen"
"4892","checkpoint-14000","what is present?","muscle","skeletal muscle"
"4893","checkpoint-14000","is meningioma present?","yes","yes"
"4894","checkpoint-14000","does intrauterine contraceptive device show stomach primary?","no","no"
"4895","checkpoint-14000","is previous slide from this case a simian crease suspect?","yes","yes"
"4896","checkpoint-14000","what does this image show?","hyaline membrane disease","congenital rubella syndrome"
"4897","checkpoint-14000","is liver present?","yes","yes"
"4898","checkpoint-14000","what is moderate-power view of the plaque shown the figure stained for?","elastin (black)","collagen"
"4899","checkpoint-14000","does this image show chronic osteomyelitis?","yes","yes"
"4900","checkpoint-14000","does this image show wide fetal zone 2 days old?","yes","yes"
"4901","checkpoint-14000","is this typical thecoma with yellow foci quite obvious?","yes","yes"
"4902","checkpoint-14000","what does this image show?","rabies","renal cortex"
"4903","checkpoint-14000","where is this?","lung","heart"
"4904","checkpoint-14000","is pituitary present?","yes","no"
"4905","checkpoint-14000","does cysticercosis show sle iv, ana staining, kappa, 10x?","no","no"
"4906","checkpoint-14000","what is present?","hematologic","hematologic"
"4907","checkpoint-14000","where is this?","lung","heart"
"4908","checkpoint-14000","does this image show adenomatoid odontogenic tumor?","yes","yes"
"4909","checkpoint-14000","what is present?","spleen","hepatobiliary"
"4910","checkpoint-14000","what is present?","female reproductive","gastrointestinal"
"4911","checkpoint-14000","what is present in another hepatocyte?","a mallory-denk body","a large, round, basophilic inclusion body"
"4912","checkpoint-14000","where is this from?","vasculature","gastrointestinal system"
"4913","checkpoint-14000","what is present?","uterus","hematologic"
"4914","checkpoint-14000","what are there?","blood-filled vascular channels","abnormalities"
"4915","checkpoint-14000","is intraductal papillomatosis present?","no","no"
"4916","checkpoint-14000","does abdomen show brain, breast cancer metastasis to meninges?","no","no"
"4917","checkpoint-14000","does this image show normal appendix?","yes","yes"
"4918","checkpoint-14000","what is present?","mixed mesodermal tumor","hematologic"
"4919","checkpoint-14000","what does this image show?","external view case of situs ambiguous partial left isomerism","renal tuberculosis"
"4920","checkpoint-14000","where is this area in the body?","abdomen","abdomen"
"4921","checkpoint-14000","what is the infiltrate in the lumina composed of?","ineutrophils and macrophages","lymphocytes"
"4922","checkpoint-14000","what is iron stored as?","ferritin and haemosiderin","hemosiderin"
"4923","checkpoint-14000","is slide present?","no","yes"
"4924","checkpoint-14000","is gastrointestinal present?","yes","yes"
"4925","checkpoint-14000","do histologic features include mucin-filled signet-ring cells and richly cellular proliferation of the ovarian stroma?","yes","yes"
"4926","checkpoint-14000","how is good example of poorly differentiated infiltrating carcinoma?","ductal","this is a good example of poorly differentiated infiltrating carcinoma"
"4927","checkpoint-14000","is pancreas present?","yes","yes"
"4928","checkpoint-14000","is hepatobiliary present?","yes","yes"
"4929","checkpoint-14000","does artery show saphenous vein graft anastamosis in aorta?","no","no"
"4930","checkpoint-14000","where is this?","oral","oral"
