"ID","model","question","correct_answer","model_output"
"2964","checkpoint-1500","does the congested portion of the ileum confirm the presence of surface antigen brown?","no","yes"
"2965","checkpoint-1500","what is effaced?","normal base to surface maturation of epidermal layers","endometrium"
"2966","checkpoint-1500","what is present?","liver","cystic fibrosis"
"2967","checkpoint-1500","do histopathologic features of condyloma acuminatum include acanthosis, hyperkeratosis, and cytoplasmic vacuolization?","yes","yes"
"2968","checkpoint-1500","does this image show normal pancreas?","yes","no"
"2969","checkpoint-1500","is hemochromatosis present?","no","yes"
"2970","checkpoint-1500","is granulosa cell tumor present?","no","yes"
"2971","checkpoint-1500","is female reproductive present?","yes","yes"
"2972","checkpoint-1500","what is present?","papillary astrocytoma","cystic fibrosis"
"2973","checkpoint-1500","does close-up look like ivory vertebra of breast carcinoma?","yes","yes"
"2974","checkpoint-1500","is natural color present?","no","no"
"2975","checkpoint-1500","where is this part in?","spleen","stomach"
"2976","checkpoint-1500","does lymphangiomatosis show thyroid, goiter?","no","no"
"2977","checkpoint-1500","is female reproductive present?","yes","yes"
"2978","checkpoint-1500","what does this image show?","stomach","cystic duct"
"2979","checkpoint-1500","what does this image show?","prosthetic mitral valve","cystic fibrosis"
"2980","checkpoint-1500","what is present?","lymph node","cysticercus"
"2981","checkpoint-1500","is there an intimal tear in the aortic wall extending proximally upto aortic valve dissecting the media which contains clotted blood?","yes","yes"
"2982","checkpoint-1500","is petechial and purpuric hemorrhages present?","yes","yes"
"2983","checkpoint-1500","what is present?","gangrene","hairy skin"
"2984","checkpoint-1500","is abdomen present?","yes","yes"
"2985","checkpoint-1500","is soft tissue present?","yes","yes"
"2986","checkpoint-1500","does this image show lung fibrosis, scleroderma?","yes","yes"
"2987","checkpoint-1500","does this image show epithelial component like intestine?","yes","yes"
"2988","checkpoint-1500","what is present?","eosinophilic adenoma","lymphocytes"
"2989","checkpoint-1500","what is present?","lymph node","lymphocytes"
"2990","checkpoint-1500","is cytomegalovirus present?","yes","yes"
"2991","checkpoint-1500","is case of peritonitis slide present?","no","no"
"2992","checkpoint-1500","what is present?","female reproductive","cysticercus"
"2993","checkpoint-1500","is there calcification exclusively in the tunica media unassociated with any significant inflammation?","yes","yes"
"2994","checkpoint-1500","what is various types of epithelial cells seen in?","normal pap smear","the image shows various types of epithelial cells seen in:"
"2995","checkpoint-1500","how does sectioned surface of the lung show replacement of slaty-grey spongy parenchyma?","with multiple","alveolar spaces are filled with foamy macrophages"
"2996","checkpoint-1500","does the technetium-99 radionuclide scan demonstrate an area of increased uptake corresponding to the left inferior parathyroid gland arrow?","yes","yes"
"2997","checkpoint-1500","where is this?","heart","heart"
"2998","checkpoint-1500","is hepatobiliary present?","yes","yes"
"2999","checkpoint-1500","what is present?","hepatobiliary","lymphocytes"
"3000","checkpoint-1500","are hours present?","no","yes"
"3001","checkpoint-1500","is carcinomatosis present?","no","yes"
"3002","checkpoint-1500","is chloramphenicol toxicity present?","no","yes"
"3003","checkpoint-1500","is horseshoe kidney present?","no","yes"
"3004","checkpoint-1500","what is present?","endocrine","cystic duct"
"3005","checkpoint-1500","is respiratory present?","yes","yes"
"3006","checkpoint-1500","is pituitary present?","no","no"
"3007","checkpoint-1500","what is also identified?","cells have wavy nuclei and a residual nerve fibre","no"
"3008","checkpoint-1500","what is present?","cardiovascular","lymphocytes"
"3009","checkpoint-1500","what does this image show?","good example of veins filled with blood","cystic duct"
"3010","checkpoint-1500","is metastatic carcinoma present?","yes","yes"
"3011","checkpoint-1500","does this image show heart, myocardial infarction, surgery to repair interventricular septum rupture?","yes","yes"
"3012","checkpoint-1500","what is present?","bone","cerebrospinal fluid"
"3013","checkpoint-1500","what is present?","hematologic","cystic fibrosis"
"3014","checkpoint-1500","is hematologic present?","yes","yes"
"3015","checkpoint-1500","does this image show multiple metastatic appearing lesions diagnosed reticulum cell sarcoma?","yes","yes"
"3016","checkpoint-1500","does yo show primodial cyst?","no","no"
"3017","checkpoint-1500","is oral present?","yes","yes"
"3018","checkpoint-1500","what does this image show?","liver","cystic fibrosis"
"3019","checkpoint-1500","does this image show good abdominal stria?","yes","no"
"3020","checkpoint-1500","are the pattern of staining of anti-centromere antibodies prominent?","no","yes"
"3021","checkpoint-1500","does this image show breast, fibroadenoma?","yes","no"
"3022","checkpoint-1500","is adenocarcinoma present?","no","no"
"3023","checkpoint-1500","does amyloid angiopathy r. endocrine show lung, mycobacterium tuberculosis, granulomas and giant cells?","no","no"
"3024","checkpoint-1500","is cardiovascular present?","yes","yes"
"3025","checkpoint-1500","what does this image show?","polyarteritis nodosa","pulmonary angiography"
"3026","checkpoint-1500","what is present?","hepatobiliary","lymphocytes"
"3027","checkpoint-1500","where is this?","aorta","heart"
"3028","checkpoint-1500","does nodule show good representation?","no","yes"
"3029","checkpoint-1500","what is present?","hand","cystic fibrosis"
"3030","checkpoint-1500","what is present?","kidney","cystic fibrosis"
"3031","checkpoint-1500","how is fixed tissue trachea and arteries surrounded by tumor tissue horizontal section?","dense","fixed tissue trachea and arteries surrounded by tumor tissue horizontal section"
"3032","checkpoint-1500","does this image show view of prostate bladder ureters and kidneys quite good shows prostate tumor invading floor of bladder causing hydroureter and hydronephrosis?","yes","yes"
"3033","checkpoint-1500","what does the tumour consist of?","small follicles lined by cuboidal epithelium and contain little or no colloid and separated by abundant loose stroma","epithelial cells"
"3034","checkpoint-1500","is metastatic carcinoma prostate present?","no","yes"
"3035","checkpoint-1500","are electron microscopy expelled?","no","no"
"3036","checkpoint-1500","what does neurofibrom show?","interlacing bundles of spindle-shaped cells separated by mucoid matrix","neurofibroma"
"3037","checkpoint-1500","do granulocytic forms at various stages of differentiation contain mature cells from endodermal, mesodermal, and ectodermal lines?","no","yes"
"3038","checkpoint-1500","is acute peritonitis present?","no","yes"
"3039","checkpoint-1500","how is hepatocyte injury in fatty liver disease associated?","with chronic alcohol use","with steatosis"
"3040","checkpoint-1500","is edema hypopharynx present?","yes","yes"
"3041","checkpoint-1500","what does this image show?","normal lung","cerebral cortex"
"3042","checkpoint-1500","what is this of prostatic carcinoma?","a case","prostatic carcinoma"
"3043","checkpoint-1500","have the segregation of b cells and t cells in different regions of the lymph node been used in a fish cocktail?","no","yes"
"3044","checkpoint-1500","what is present?","colon","cystic duct"
"3045","checkpoint-1500","what is dysplasia characterized by?","nuclear and cellular pleomorphism and loss of normal maturation","abnormalities in cell structure and function"
"3046","checkpoint-1500","what is present?","liver","cystic fibrosis"
"3047","checkpoint-1500","is female reproductive present?","yes","yes"
"3048","checkpoint-1500","does this image show lung, mycobacterium tuberculosis, acid fast?","yes","yes"
"3049","checkpoint-1500","is abdomen present?","no","yes"
"3050","checkpoint-1500","does this image show stomach primary?","yes","no"
"3051","checkpoint-1500","does opened muscle show dens invaginatus?","no","yes"
"3052","checkpoint-1500","what is present?","pituitary","lymphocytes"
"3053","checkpoint-1500","is abdomen present?","no","no"
"3054","checkpoint-1500","what is present?","endocrine","cysticercosis"
"3055","checkpoint-1500","what does this image show?","prostate","pancreatic ductular proliferation"
"3056","checkpoint-1500","what is present?","endocrine","cystic fibrosis"
"3057","checkpoint-1500","where is this?","oral","pancreas"
"3058","checkpoint-1500","what is present?","ameloblastoma","cystic duct"
"3059","checkpoint-1500","what does this image show?","skin","cystic fibrosis"
"3060","checkpoint-1500","are extremities present?","yes","yes"
"3061","checkpoint-1500","what is present?","lymph node","lymphocytes"
"3062","checkpoint-1500","where is this from?","gastrointestinal system","skin"
"3063","checkpoint-1500","what is close-up of faceted mixed stones with two showing?","two showing cut surfaces","1"
"3064","checkpoint-1500","what is present?","bone","cardiovascular system"
"3065","checkpoint-1500","what does this image show?","fixed tissue trachea and arteries surrounded by dense tumor tissue horizontal section","cerebral cortex"
"3066","checkpoint-1500","what is present?","joints","cysticercus"
"3067","checkpoint-1500","what is present?","gastrointestinal","cystic duct"
"3068","checkpoint-1500","is megaloblasts pernicious anemia present?","yes","yes"
"3069","checkpoint-1500","is pancreas present?","yes","yes"
"3070","checkpoint-1500","does sectioned slice of the liver cut section of matted mass of lymph nodes show merging capsules and large areas of caseation necrosis?","no","yes"
"3071","checkpoint-1500","is metastatic carcinoma prostate present?","no","no"
"3072","checkpoint-1500","what is present?","thymus","cysticercus"
"3073","checkpoint-1500","is uterus present?","yes","yes"
"3074","checkpoint-1500","where is this?","nervous","heart"
"3075","checkpoint-1500","is exact cause present?","no","no"
"3076","checkpoint-1500","are cystic hygromas present in the red cells of this asplenic patient?","no","yes"
"3077","checkpoint-1500","does this image show adrenal, hemorrhage?","yes","yes"
"3078","checkpoint-1500","is the ascending aorta seen with the heart?","yes","yes"
"3079","checkpoint-1500","does this image show x-ray chest showing mediastinal widening and fuzzy border?","yes","yes"
"3080","checkpoint-1500","is stein leventhal present?","no","no"
"3081","checkpoint-1500","does this image show pancreatic fat necrosis?","yes","yes"
"3082","checkpoint-1500","what is present?","cardiovascular","cerebral cortex"
"3083","checkpoint-1500","is malignant lymphoma present?","yes","yes"
"3084","checkpoint-1500","is yo present?","no","yes"
"3085","checkpoint-1500","what is present?","cardiovascular","fibrous tissue"
"3086","checkpoint-1500","is thecoma present?","no","yes"
"3087","checkpoint-1500","are the opened up inner surface of the abdominal aorta best identified with a special stain for fungi, gomory 's methenamine silver gms?","no","yes"
"3088","checkpoint-1500","what is present?","liver","mitochondria"
"3089","checkpoint-1500","does this image show leiomyoma, trichrome?","yes","yes"
"3090","checkpoint-1500","is moderate-power view of the plaque superimposed on an atherosclerotic plaque with focal disruption of the fibrous cap, triggering fatal myocardial infarction?","no","yes"
"3091","checkpoint-1500","what is present?","lymph node","cysticercus"
"3092","checkpoint-1500","what are seen on the left?","the normal gland acini","ovarian cysts"
"3093","checkpoint-1500","is joints present?","yes","yes"
"3094","checkpoint-1500","what does this image show?","autoimmune hepatitis","cysticercosis"
"3095","checkpoint-1500","what is present?","oral","cysticercosis"
"3096","checkpoint-1500","what is made by dystrophin?","a key set of connections","muscle cell protein"
"3097","checkpoint-1500","is musculoskeletal present?","yes","yes"
"3098","checkpoint-1500","does this image show close-up view well shown fracture line?","yes","yes"
"3099","checkpoint-1500","is leiomyosarcoma present?","no","yes"
"3100","checkpoint-1500","what is external view with capsule removed?","small lesions easily seen","pancreas"
"3101","checkpoint-1500","is hepatobiliary present?","yes","yes"
"3102","checkpoint-1500","where is this?","lung","skin"
"3103","checkpoint-1500","is omentum present?","no","yes"
"3104","checkpoint-1500","what is present?","abruption","cysticercus"
"3105","checkpoint-1500","what do liver cells show?","ballooning degeneration and necrosis","hepatocytes"
"3106","checkpoint-1500","what does this image show?","fibrous dysplasia","pancreatic ductal adenocarcinoma"
"3107","checkpoint-1500","is 7182 and 7183 present?","no","yes"
"3108","checkpoint-1500","what does this image show?","tuberculosis","cystic fibrosis"
"3109","checkpoint-1500","are inset, bradyzoites present as a pseudocyst, again highlighted by immunohistochemical staining?","yes","yes"
"3110","checkpoint-1500","does this image show right coronary artery, atherosclerosis and acute thrombus?","yes","yes"
"3111","checkpoint-1500","is female reproductive present?","yes","yes"
"3112","checkpoint-1500","what is nodular parenchyma and dense intervening?","tumor tissue very good","alveolar structure"
"3113","checkpoint-1500","does this specimen from a patient with periventricular leukomalacia contain a central focus of white matter necrosis with a peripheral rim of mineralized axonal processes?","yes","yes"
"3114","checkpoint-1500","what demonstrates an area of increased uptake corresponding to the left inferior parathyroid gland (arrow)?","technetium-99 radionuclide scan","1"
"3115","checkpoint-1500","what does this image show?","stomach","cystic duct"
"3116","checkpoint-1500","is there patchy myocardial fibrosis, especially around small blood vessels in the interstitium?","yes","yes"
"3117","checkpoint-1500","what does this image show?","kidney","cystic fibrosis"
"3118","checkpoint-1500","is section from margin of amoebic ulcer largely extending into soft tissues including the skeletal muscle?","no","yes"
"3119","checkpoint-1500","does this image show wrights?","yes","no"
"3120","checkpoint-1500","does heart show brain, herpes encephalitis, perivascular cuffing?","no","yes"
"3121","checkpoint-1500","is metastatic carcinoma lung present?","yes","yes"
"3122","checkpoint-1500","is liver present?","yes","yes"
"3123","checkpoint-1500","is very good example present?","no","yes"
"3124","checkpoint-1500","is ulcerative lesion present?","no","yes"
"3125","checkpoint-1500","what are multiple nerve fascicles expanded by?","infiltrating tumor cells","fibrosis"
"3126","checkpoint-1500","what does this image show?","saphenous vein graft sclerosis","cystic duct"
"3127","checkpoint-1500","is the centre moderate microcytosis and hypochromia?","no","yes"
"3128","checkpoint-1500","does this image show gout?","yes","no"
"3129","checkpoint-1500","is capillary present?","no","yes"
"3130","checkpoint-1500","does lateral view show abdominal aorta, atherosclerosis and fusiform aneurysm?","no","yes"
"3131","checkpoint-1500","is amyloidosis present?","no","yes"
"3132","checkpoint-1500","does this image show close-up of foramen magnum stenosis due to subluxation of atlas vertebra case 31?","yes","yes"
"3133","checkpoint-1500","why does this image show spinal cord injury?","due to vertebral column trauma","cervical spine fracture"
"3134","checkpoint-1500","what is present?","malignant lymphoma","lymphocytes"
"3135","checkpoint-1500","is nervous present?","yes","yes"
"3136","checkpoint-1500","what is present?","cardiovascular","cardiovascular system"
"3137","checkpoint-1500","are view looking down on heads present?","no","no"
"3138","checkpoint-1500","does this image show close-up view of gangrene?","yes","yes"
"3139","checkpoint-1500","is cardiovascular present?","no","yes"
"3140","checkpoint-1500","is endometritis present?","no","yes"
"3141","checkpoint-1500","what is present?","brain","cystic fibrosis"
"3142","checkpoint-1500","are three tubular adenomas present in this single microscopic field?","yes","yes"
"3143","checkpoint-1500","what is present?","meningioma","cerebral hemorrhage"
"3144","checkpoint-1500","is natural color present?","no","yes"
"3145","checkpoint-1500","how does this image show body?","with extensive ecchymoses and desquamation","abdomen"
"3146","checkpoint-1500","is silver present?","no","no"
"3147","checkpoint-1500","what is present?","nervous","cerebral cortex"
"3148","checkpoint-1500","is peritoneum present?","yes","yes"
"3149","checkpoint-1500","does this image show renal papillary necrosis, diabetes mellitus dm?","yes","yes"
"3150","checkpoint-1500","are extremities present?","extremities","yes"
"3151","checkpoint-1500","what is present?","varices","cystic duct"
"3152","checkpoint-1500","what are also present in the red cells of this asplenic patient?","howell-jolly bodies (small nuclear remnants)","thrombocytopenia"
"3153","checkpoint-1500","is there large excess of mature and small differentiated lymphocytes?","yes","yes"
"3154","checkpoint-1500","what indicated?","source","cyst"
"3155","checkpoint-1500","what is present?","hepatobiliary","cysts"
"3156","checkpoint-1500","what is present?","fracture","cysticercus"
"3157","checkpoint-1500","is nervous present?","yes","yes"
"3158","checkpoint-1500","is this a case of prostatic carcinoma?","yes","yes"
"3159","checkpoint-1500","does this image show esophogus, varices due to portal hypertension from cirrhosis, hcv?","yes","yes"
"3160","checkpoint-1500","does this image show close-up looks like ivory vertebra of breast carcinoma?","yes","yes"
"3161","checkpoint-1500","what is present?","nervous","cerebral cortex"
"3162","checkpoint-1500","is liver present?","yes","yes"
"3163","checkpoint-1500","what does this image show?","liver","pancreas"
"3164","checkpoint-1500","did ml not mention?","no","yes"
"3165","checkpoint-1500","what is present?","spleen","cystic fibrosis"
"3166","checkpoint-1500","is nipple duplication present?","no","no"
"3167","checkpoint-1500","is this good yellow color slide present?","no","yes"
"3168","checkpoint-1500","what is present?","oral","lymphocytes"
"3169","checkpoint-1500","a , typhoid ulcers in the small intestine appear characteristically oval with whose long axis parallel to the long axis of the bowel?","their","bacteria"
"3170","checkpoint-1500","is respiratory present?","yes","yes"
"3171","checkpoint-1500","does this image show hilar lymph nodes, nodular sclerosing hodgkins disease?","yes","yes"
"3172","checkpoint-1500","what does this image show?","continuous type","cerebral cortex"
"3173","checkpoint-1500","what is present?","siamese twins","fetus"
"3174","checkpoint-1500","does pituitary show moderate acute rejection?","no","no"
"3175","checkpoint-1500","does aldehyde fuscin show thrombosed esophageal varices?","no","yes"
"3176","checkpoint-1500","what is present?","abdomen","pancreas"
"3177","checkpoint-1500","what is present?","metastatic carcinoma breast","pancreas"
"3178","checkpoint-1500","does this image show autoimmune hepatitis?","yes","yes"
"3179","checkpoint-1500","what is present?","cardiovascular","cerebral cortex"
"3180","checkpoint-1500","what is present?","hand","cyst"
"3181","checkpoint-1500","what does this image show?","pyogenic granuloma","cysticercosis"
"3182","checkpoint-1500","what is present?","hemangioma","cystic duct"
"3183","checkpoint-1500","is gangrene toe in infant present?","no","yes"
"3184","checkpoint-1500","what is present?","spleen","lymphocytes"
"3185","checkpoint-1500","does this image show pyogenic granuloma?","yes","yes"
"3186","checkpoint-1500","where is this from?","gastrointestinal system","lung"
"3187","checkpoint-1500","what was diagnosis cell sarcoma?","reticulum","yes"
"3188","checkpoint-1500","is one marrow trephine biopsy in aplastic anaemia heavier?","no","yes"
"3189","checkpoint-1500","how is excellent multiple lesions sigmoid colon adenocarcinoma 6mo post colon resection with multiple complications?","papillary","malignant"
"3190","checkpoint-1500","what is present?","respiratory","cysts"
"3191","checkpoint-1500","what is present?","hematologic","cysticercus"
"3192","checkpoint-1500","what is present?","gastrointestinal","vascularization"
"3193","checkpoint-1500","is the histologic appearance in active takayasu aortitis illustrating destruction and fibrosis of the arterial media associated with mononuclear infiltrates and giant cells?","yes","yes"
"3194","checkpoint-1500","what does this image show?","lung","pulmonary nodules"
"3195","checkpoint-1500","what is present?","gastrointestinal","virus"
"3196","checkpoint-1500","what is present?","siamese twins","conjoined"
"3197","checkpoint-1500","does this image show outstanding example of granuloma with langhans giant cell?","yes","yes"
"3198","checkpoint-1500","is siamese twins present?","no","yes"
"3199","checkpoint-1500","what is present?","bone, calvarium","cardiovascular system"
"3200","checkpoint-1500","is kidney present?","yes","yes"
"3201","checkpoint-1500","is liver present?","yes","yes"
"3202","checkpoint-1500","is an intimal tear seen in the arch?","yes","yes"
"3203","checkpoint-1500","what does this image show?","cut surface granulomas faint but there","cystic fibrosis"
"3204","checkpoint-1500","is macerated stillborn present?","no","yes"
"3205","checkpoint-1500","does this image show neural tube defect, meningomyelocele?","yes","yes"
"3206","checkpoint-1500","what is present?","cardiovascular","blood vessels"
"3207","checkpoint-1500","is gastrointestinal present?","yes","yes"
"3208","checkpoint-1500","what is present?","endocrine","cystic duct"
"3209","checkpoint-1500","what does this image show?","x-ray chest showing mediastinal widening and fuzzy border","pneumonia"
"3210","checkpoint-1500","where is this?","skin","esophagus"
"3211","checkpoint-1500","what is present?","oral","cyst"
"3212","checkpoint-1500","what is present?","micrognathia triploid fetus","fetus"
"3213","checkpoint-1500","what does this image show?","normal appendix","cervical lymph node"
"3214","checkpoint-1500","is stored iron mobilised in response to increased demand and used for haemoglobin synthesis, thus completing the cycle m = males ; f = females?","yes","yes"
"3215","checkpoint-1500","is angiogram saphenous vein bypass graft present?","yes","yes"
"3216","checkpoint-1500","does this image show kidney, adult polycystic kidney?","yes","no"
"3217","checkpoint-1500","does embryo-fetus show pancreas, hemochromatosis?","no","no"
"3218","checkpoint-1500","does this image show cystic fibrosis?","yes","no"
"3219","checkpoint-1500","is vasculature present?","yes","yes"
"3220","checkpoint-1500","is infarct present?","yes","yes"
"3221","checkpoint-1500","is oral present?","yes","yes"
"3222","checkpoint-1500","what is present?","joints","hairy"
"3223","checkpoint-1500","what does this image show?","esophogus","cystic fibrosis"
"3224","checkpoint-1500","is subcapsular hematoma present?","yes","yes"
"3225","checkpoint-1500","what is present?","oral","lymphoid nodular hyperplasia"
"3226","checkpoint-1500","what is present?","endocrine","lymphocytes"
"3227","checkpoint-1500","what is large organizing subdural hematoma attached to?","the dura","cerebral cortex"
"3228","checkpoint-1500","is oral present?","yes","yes"
"3229","checkpoint-1500","are extremities present?","yes","yes"
"3230","checkpoint-1500","are renal tubules and glomeruli arranged as lobules with peripheral basaloid cells and pale cells in the centre?","no","yes"
"3231","checkpoint-1500","where is this?","oral","chest"
"3232","checkpoint-1500","is focal hemorrhagic infarction well shown present?","no","yes"
"3233","checkpoint-1500","does the margin of infracted area show haemorrhage?","yes","yes"
"3234","checkpoint-1500","does conjoined twins show thyroid, hashimoto 's?","no","no"
"3235","checkpoint-1500","what is present?","hepatobiliary","lymphoid nodules"
"3236","checkpoint-1500","is so-called median bar present?","no","yes"
"3237","checkpoint-1500","what is due to enzyme leakage after cell death?","the absence of staining","cerebrovascular disease"
"3238","checkpoint-1500","what do focal hemorrhages?","not know history","12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678"
"3239","checkpoint-1500","what is present?","metastatic carcinoma lung","cystic duct"
"3240","checkpoint-1500","what does this image show?","outstanding example of a tubercular granuloma same as in slide seen at low classical granuloma with langhans giant cell","cysticercosis"
"3241","checkpoint-1500","is plasma cell present?","no","yes"
"3242","checkpoint-1500","is spleen present?","yes","yes"
"3243","checkpoint-1500","what is present?","oral","oral cavity"
"3244","checkpoint-1500","is another fiber other frame present?","no","yes"
"3245","checkpoint-1500","does autopsy show spleen, congestion in a patient with disseminated intravascular coagulation and alpha-1 antitrypsin deficiency?","no","no"
"3246","checkpoint-1500","are immunoglobulin deposits confined to superficial layers of the epidermis?","yes","yes"
"3247","checkpoint-1500","is side present?","no","no"
"3248","checkpoint-1500","what confirms the presence of surface antigen (brown)?","immunostaining with a specific antibody","immunohistochemistry"
"3249","checkpoint-1500","do no tissue recognizable as ovary stain?","no","yes"
"3250","checkpoint-1500","what is present?","hematologic","lymphocytes"
"3251","checkpoint-1500","what is present?","adrenal","cystic duct"
"3252","checkpoint-1500","what is collection of proliferating foam macrophages in the dermis with?","a clear subepidermal zone","granuloma"
"3253","checkpoint-1500","what is present?","abdomen","cysticercus"
"3254","checkpoint-1500","what is present?","gastrointestinal","cystic duct"
"3255","checkpoint-1500","what does normal skeletal muscle tissue have?","relatively uniform polygonal myofibers with peripherally placed nuclei that are tightly packed together into fascicles separated by scant connective tissue","myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril myofibril"
"3256","checkpoint-1500","what is ommon stains used for?","demonstration of microbes","staining"
"3257","checkpoint-1500","what is the cellular exudates in the alveolar lumina lying separated from by a clear space?","septal walls","neutrophil"
"3258","checkpoint-1500","what is present?","vasculature","no"
"3259","checkpoint-1500","does this image show adenomatoid odontogenic tumor?","yes","yes"
"3260","checkpoint-1500","is pancreas present?","yes","yes"
"3261","checkpoint-1500","what is present?","vasculature","p"
"3262","checkpoint-1500","is an opened peritoneal cavity cause by fibrous band strangulation present?","no","no"
"3263","checkpoint-1500","what is present with open spine?","anencephaly","cysticercus"
"3264","checkpoint-1500","is urinary present?","yes","yes"
"3265","checkpoint-1500","what does this image show?","thermal burned skin","cystic duct"
"3266","checkpoint-1500","is the granuloma composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?","yes","yes"
"3267","checkpoint-1500","does alpha smooth muscle actin immunohistochemical show incisive canal cyst nasopalatien duct cyst?","no","yes"
"3268","checkpoint-1500","what are prominent?","hemorrhage and necrosis","lymphocytes"
"3269","checkpoint-1500","is disease limited to the mucosa?","yes","yes"
"3270","checkpoint-1500","what does this image show?","mild acute rejection","cystic duct"
"3271","checkpoint-1500","does this image show gms illustrates organisms granulomatous prostatitis case of aids?","yes","yes"
"3272","checkpoint-1500","what is present?","cardiovascular","cystic duct"
"3273","checkpoint-1500","does med excellent example of epidermal separation gross of this lesion show fixed tissue good example small kidney?","no","no"
"3274","checkpoint-1500","what is present?","hepatobiliary","cysts"
"3275","checkpoint-1500","is adenocarcinoma present?","no","yes"
"3276","checkpoint-1500","does this image show normal liver?","yes","no"
"3277","checkpoint-1500","what is present?","cardiovascular","cystic duct"
"3278","checkpoint-1500","is basilar skull fracture present?","yes","yes"
"3279","checkpoint-1500","does angiogram saphenous vein bypass graft show frontal section with large patch of central infarction well seen?","no","yes"
"3280","checkpoint-1500","where does this part belong to?","female reproductive system","ovary"
"3281","checkpoint-1500","are extremities present?","yes","yes"
"3282","checkpoint-1500","what is present?","thymus","cystic fibrosis"
"3283","checkpoint-1500","what does this image show?","excellent multiple lesions sigmoid colon papillary adenocarcinoma 6mo post colon resection with multiple complications","cervical spine fracture"
"3284","checkpoint-1500","what is present?","hepatobiliary","bone marrow"
"3285","checkpoint-1500","is this lesion present?","no","yes"
"3286","checkpoint-1500","is bladder present?","yes","yes"
"3287","checkpoint-1500","what does this image show?","stomach","cystic fibrosis"
"3288","checkpoint-1500","is chronic myelogenous leukemia present?","no","yes"
"3289","checkpoint-1500","is liver present?","yes","yes"
"3290","checkpoint-1500","is respiratory present?","yes","yes"
"3291","checkpoint-1500","where is this?","skin","right thigh"
"3292","checkpoint-1500","what shows congophilia as seen by red-pink colour?","congo staining colour","right"
"3293","checkpoint-1500","does the corresponding area show apple-green birefringence?","yes","yes"
"3294","checkpoint-1500","what does this image show?","dens invaginatus","cysticercus"
"3295","checkpoint-1500","where is this?","heart","heart"
"3296","checkpoint-1500","what does this image show?","normal lung","ovary"
"3297","checkpoint-1500","what is present?","burkitts lymphoma","lymphocytes"
"3298","checkpoint-1500","what taken during life large lesion?","a photo","cerebrospinal fluid"
"3299","checkpoint-1500","how does the thyroid parenchyma contain a dense lymphocytic infiltrate?","with germinal centers","lymphocytic thyroiditis"
"3300","checkpoint-1500","is syndactyly present?","no","yes"
"3301","checkpoint-1500","does sickle cell disease show cellular detail well shown?","no","yes"
"3302","checkpoint-1500","what stain preparation of sputum from a patient with pneumonia?","gram","silver"
"3303","checkpoint-1500","does medial aspect show brain, cryptococcal meningitis?","no","yes"
"3304","checkpoint-1500","what is present?","larynx","cysticercus"
"3305","checkpoint-1500","what does this image show?","thrombus in leg vein with early organization","cystic duct"
"3306","checkpoint-1500","where is this from?","female reproductive system","skin"
"3307","checkpoint-1500","does this image show spleen with three accessories 32yobf left isomerism and complex congenital heart disease?","yes","yes"
"3308","checkpoint-1500","does this image show heart, acute myocardial infarction, anterior wall?","yes","yes"
"3309","checkpoint-1500","what is present?","endocrine","cystic duct"
"3310","checkpoint-1500","what is present?","lung","pneumonia"
"3311","checkpoint-1500","what is present?","respiratory","lymphoid nodules"
"3312","checkpoint-1500","what does this image show?","primary biliary cirrhosis","cysticercosis"
"3313","checkpoint-1500","does heel ulcer show leiomyoma?","no","no"
"3314","checkpoint-1500","does endometrioid type, grade 3, have a predominantly solid growth pattern?","yes","yes"
"3315","checkpoint-1500","is bone marrow present?","yes","no"
"3316","checkpoint-1500","what is present?","metastatic neuroblastoma","cerebral cortex"
"3317","checkpoint-1500","what does this image adrenal?","both adrenals external views focal hemorrhages do not know history looks like placental abruption","adrenal cortex nodular hyperplasia"
"3318","checkpoint-1500","does this image show lung, hemorrhagic bronchopneumonia, wilson 's disease?","yes","yes"
"3319","checkpoint-1500","does this image show ductopenia?","yes","yes"
"3320","checkpoint-1500","does this image show cellular detail well shown?","yes","yes"
"3321","checkpoint-1500","does this image show sectioned spleen showing lesion very well?","yes","yes"
"3322","checkpoint-1500","is lymph node present?","yes","yes"
"3323","checkpoint-1500","why does this image show close-up view of infarcts?","due to nonbacterial endocarditis 88yom with body burns","infarcts"
"3324","checkpoint-1500","what does this image show?","endothelium with myelin bodies precipitated lipid in interstitial space","cystic fibrosis lung tissue"
"3325","checkpoint-1500","what are and?","additional micros","pancreatic ductal adenocarcinoma"
"3326","checkpoint-1500","what is present?","gastrointestinal","cystic duct"
"3327","checkpoint-1500","what is present?","cardiovascular","cardiovascular system"
"3328","checkpoint-1500","what does this image show?","parathyroid hyperplasia","cystic fibrosis"
"3329","checkpoint-1500","does this image show pancreatic fat necrosis?","yes","yes"
"3330","checkpoint-1500","what does this image show?","nicotine stomatitis","cervical intraepithelial neoplasia stage ii"
"3331","checkpoint-1500","what does this image show?","cirrhosis","pancreas"
"3332","checkpoint-1500","does exostosis show skin, kaposis 's sarcoma?","no","no"
